Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
111,Boof Bonser\bonsebo01,24,MIN,4,6,1.50,5,83.3%,20.0%,0.0%,0.0%,80.0%,80.0%,0.0%,66.7%,100.0%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
112,Aaron Boone\booneaa01,33,CLE,392,1407,3.59,920,65.6%,23.6%,15.5%,28.6%,32.3%,76.4%,0.8%,50.1%,79.7%,33.9%,4.3%,17,2,10.7%,42,17,6.1%,24,15,13,49,21.0%,0,0,0
113,Joe Borchard#\borchjo01,27,TOT,270,1037,3.84,631,61.6%,20.4%,23.9%,28.7%,26.9%,79.6%,3.0%,49.0%,69.9%,35.2%,4.1%,11,0,12.6%,34,19,9.6%,26,18,19,50,27.5%,0,0,0
114,Joe Borchard#\borchjo01,27,SEA,9,36,4.00,25,69.4%,20.0%,16.0%,40.0%,24.0%,80.0%,0.0%,55.6%,80.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
115,Joe Borchard#\borchjo01,27,FLA,261,1001,3.84,606,61.3%,20.5%,24.3%,28.2%,27.1%,79.5%,3.0%,48.7%,69.5%,35.2%,4.2%,11,0,13.0%,34,19,10.0%,26,18,18,48,27.3%,0,0,0
116,Dave Borkowski\borkoda01,29,HOU,5,18,3.60,11,61.1%,18.2%,36.4%,9.1%,36.4%,81.8%,0.0%,50.0%,55.6%,20.0%,20.0%,1,0,20.0%,1,0,20.0%,1,1,0,1,0.0%,0,0,0
117,Jason Botts#\bottsja01,25,TEX,60,253,4.22,142,56.8%,30.3%,16.2%,29.6%,23.9%,69.7%,2.7%,39.6%,76.8%,20.0%,5.0%,3,0,20.0%,12,8,15.0%,9,5,11,7,61.1%,0,0,0
118,Michael Bourn*\bournmi01,23,PHI,11,32,2.91,19,59.4%,31.6%,26.3%,5.3%,36.8%,68.4%,0.0%,40.6%,61.5%,27.3%,0.0%,0,0,0.0%,0,0,9.1%,1,0,1,2,33.3%,0,0,0
119,Rob Bowen#\bowenro01,25,SDP,111,457,4.12,276,60.4%,27.2%,21.4%,26.1%,25.4%,72.8%,0.0%,44.0%,70.6%,31.5%,5.4%,6,0,18.0%,20,11,6.3%,7,7,9,17,34.6%,0,0,0
120,Micah Bowie*\bowiemi01,31,WSN,1,4,4.00,2,50.0%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,25.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
121,Milton Bradley#\bradlmi01,28,OAK,405,1520,3.75,887,58.5%,24.6%,12.1%,31.0%,32.4%,75.4%,0.6%,44.1%,84.0%,37.0%,4.9%,20,3,16.0%,65,29,13.3%,54,29,33,32,50.8%,0,0,0
122,Russell Branyan*\branyru01,30,TOT,282,1153,4.09,670,58.3%,19.4%,29.0%,28.4%,23.3%,80.6%,0.8%,47.0%,64.1%,41.5%,4.3%,12,3,13.5%,38,22,12.1%,34,21,18,71,20.2%,0,0,0
123,Russell Branyan*\branyru01,30,TBD,193,783,4.06,465,59.4%,18.9%,29.2%,28.2%,23.7%,81.1%,0.0%,48.1%,63.9%,42.0%,4.1%,8,3,13.5%,26,17,10.9%,21,13,13,49,21.0%,0,0,0
124,Russell Branyan*\branyru01,30,SDP,89,370,4.16,205,56.0%,20.5%,28.3%,28.8%,22.4%,79.5%,2.4%,44.5%,64.4%,40.4%,4.5%,4,0,13.5%,12,5,14.6%,13,8,5,22,18.5%,0,0,0
125,Bill Bray*\braybi01,23,TOT,1,5,5.00,3,60.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,60.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,0,0
126,Bill Bray*\braybi01,23,WSN,1,5,5.00,3,60.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,60.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,0,0
127,Dewon Brazelton\brazede01,26,SDP,4,16,4.00,11,68.8%,36.4%,36.4%,9.1%,18.2%,63.6%,0.0%,43.8%,42.9%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0,100.0%,0,0,0
128,Eude Brito*\britoeu01,27,PHI,7,32,4.57,22,68.8%,22.7%,27.3%,40.9%,9.1%,77.3%,0.0%,53.1%,64.7%,28.6%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,25.0%,0,0,0
129,Ben Broussard*\brousbe01,29,TOT,465,1697,3.65,1120,66.5%,23.2%,18.0%,29.0%,29.7%,76.8%,2.1%,51.0%,76.5%,30.3%,2.8%,13,1,9.9%,46,28,6.0%,28,15,22,81,21.4%,0,0,0
130,Ben Broussard*\brousbe01,29,CLE,288,1029,3.57,685,66.8%,22.6%,16.9%,29.5%,30.9%,77.4%,1.2%,51.7%,78.1%,31.9%,2.8%,8,1,9.7%,28,18,6.3%,18,11,13,45,22.4%,0,0,0
131,Ben Broussard*\brousbe01,29,SEA,177,668,3.77,435,65.9%,24.1%,19.8%,28.3%,27.8%,75.9%,3.4%,50.0%,73.9%,27.7%,2.8%,5,0,10.2%,18,10,5.6%,10,4,9,36,20.0%,0,0,0
132,Adrian Brown#\brownad01,32,TEX,40,155,3.88,108,69.7%,35.2%,7.4%,30.6%,26.9%,64.8%,0.0%,45.2%,88.6%,15.0%,0.0%,0,0,5.0%,2,0,2.5%,1,1,6,3,66.7%,0,0,0
133,Emil Brown\brownem01,31,KCR,601,2227,3.71,1367,61.7%,23.1%,16.1%,28.5%,32.3%,76.9%,1.4%,47.4%,79.1%,36.9%,4.8%,29,3,15.5%,93,46,10.1%,61,32,19,76,20.0%,0,0,0
134,Jeremy Brown\brownje02,26,OAK,11,50,4.55,32,64.0%,25.0%,12.5%,34.4%,28.1%,75.0%,0.0%,48.0%,83.3%,27.3%,0.0%,0,0,18.2%,2,1,9.1%,1,1,0,1,0.0%,0,0,0
135,Jonathan Broxton\broxtjo01,22,LAD,4,22,5.50,13,59.1%,23.1%,30.8%,38.5%,7.7%,76.9%,0.0%,45.5%,60.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
136,Eric Bruntlett\brunter01,28,HOU,136,579,4.26,348,60.5%,34.2%,8.6%,28.2%,29.0%,65.8%,1.7%,39.8%,86.9%,14.7%,5.1%,7,1,12.5%,17,7,9.6%,13,8,6,15,28.6%,0,0,0
137,Taylor Buchholz\buchhta01,24,HOU,35,120,3.43,86,71.7%,33.7%,18.6%,20.9%,26.7%,66.3%,0.0%,47.5%,71.9%,40.0%,2.9%,1,0,2.9%,1,0,0.0%,0,0,4,7,36.4%,0,0,0
138,John Buck\buckjo01,25,KCR,410,1427,3.48,916,64.6%,19.5%,18.0%,30.6%,31.9%,80.5%,1.6%,51.9%,77.6%,45.6%,2.7%,11,1,11.7%,48,32,6.3%,26,16,33,51,39.3%,0,0,0
139,Mark Buehrle*\buehrma01,27,CHW,5,15,3.00,10,66.7%,30.0%,10.0%,20.0%,40.0%,70.0%,0.0%,46.7%,85.7%,20.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
140,Chris Burke\burkech01,26,HOU,414,1591,3.84,1010,63.5%,22.4%,17.3%,31.1%,29.2%,77.6%,0.0%,49.3%,77.7%,32.9%,3.9%,16,2,15.5%,64,32,8.5%,35,25,17,60,22.1%,0,0,0
141,A.J. Burnett\burnea.01,29,TOR,3,10,3.33,6,60.0%,33.3%,33.3%,0.0%,33.3%,66.7%,0.0%,40.0%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
142,Jeromy Burnitz*\burnije01,37,PIT,343,1309,3.82,828,63.9%,17.8%,23.4%,29.6%,29.2%,82.2%,2.7%,52.5%,71.5%,41.4%,5.5%,19,2,13.7%,47,22,8.5%,29,18,11,63,14.9%,0,0,0
143,Pat Burrell\burrepa01,29,PHI,567,2453,4.33,1375,56.4%,36.5%,13.3%,25.8%,24.4%,63.5%,1.6%,35.8%,79.0%,26.5%,6.5%,37,1,19.0%,108,38,16.2%,92,44,63,68,48.1%,0,0,0
144,Sean Burroughs*\burrose01,25,TBD,25,109,4.36,63,57.8%,22.2%,20.6%,34.9%,22.2%,77.8%,0.0%,45.0%,73.5%,20.0%,12.0%,3,0,24.0%,6,2,12.0%,3,1,1,6,14.3%,0,0,0
145,Dave Bush\bushda01,26,MIL,72,201,2.79,157,78.1%,24.2%,30.6%,15.9%,29.3%,75.8%,0.0%,59.2%,59.7%,48.6%,0.0%,0,0,1.4%,1,1,1.4%,1,0,2,23,8.0%,0,0,0
146,Freddie Bynum*\bynumfr01,26,CHC,148,588,3.97,378,64.3%,27.8%,19.8%,27.5%,24.9%,72.2%,0.0%,46.4%,72.5%,35.1%,2.7%,4,0,12.2%,18,8,7.4%,11,6,12,32,27.3%,0,0,0
147,Marlon Byrd\byrdma01,28,WSN,229,947,4.14,596,63.2%,33.6%,13.8%,27.0%,25.7%,66.4%,1.1%,42.0%,79.3%,20.5%,3.9%,9,0,14.4%,33,5,9.6%,22,9,13,34,27.7%,0,0,0
148,Paul Byrd\byrdpa01,35,CLE,6,12,2.00,11,91.7%,18.2%,9.1%,18.2%,54.5%,81.8%,0.0%,75.0%,88.9%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
149,Eric Byrnes\byrneer01,30,ARI,607,2177,3.59,1424,65.7%,24.0%,12.6%,29.8%,33.6%,76.0%,1.1%,49.9%,83.5%,37.9%,3.1%,19,0,12.5%,76,40,7.1%,43,25,19,69,21.6%,0,0,0
150,Daniel Cabrera\cabreda01,25,BAL,2,7,3.50,5,71.4%,80.0%,0.0%,0.0%,20.0%,20.0%,0.0%,14.3%,100.0%,0.0%,0.0%,0,0,50.0%,1,0,0.0%,0,0,1,0,100.0%,0,0,0
151,Melky Cabrera#\cabreme01,21,NYY,524,1913,3.65,1167,61.4%,28.9%,9.5%,26.7%,34.9%,71.1%,1.6%,43.7%,86.6%,22.9%,6.3%,33,1,14.9%,78,19,9.2%,48,23,10,49,16.9%,0,0,0
152,Miguel Cabrera\cabremi01,23,FLA,678,2647,3.90,1556,61.1%,26.7%,14.8%,28.1%,30.3%,73.3%,9.3%,44.8%,79.7%,27.0%,10.8%,73,3,20.8%,141,39,12.1%,82,49,25,83,23.1%,0,0,0
153,Orlando Cabrera\cabreor01,31,LAA,681,2455,3.60,1569,63.9%,32.1%,9.4%,22.6%,35.9%,67.9%,0.0%,43.4%,86.1%,22.8%,4.4%,30,0,13.5%,92,30,8.8%,60,16,7,51,12.1%,0,0,0
154,Matt Cain\cainma01,21,SFG,66,243,3.68,169,69.5%,33.7%,22.5%,21.9%,21.9%,66.3%,0.0%,46.1%,66.1%,31.8%,3.0%,2,0,9.1%,6,1,7.6%,5,3,9,18,32.1%,0,0,0
155,Miguel Cairo\cairomi01,32,NYY,244,881,3.61,581,65.9%,27.4%,9.5%,28.9%,34.3%,72.6%,0.0%,47.9%,87.0%,23.4%,4.1%,10,0,13.1%,32,13,7.0%,17,11,6,25,19.4%,0,0,0
156,Alberto Callaspo#\callaal01,23,ARI,47,180,3.83,118,65.6%,26.3%,5.9%,36.4%,31.4%,73.7%,0.0%,48.3%,92.0%,23.4%,4.3%,2,0,10.6%,5,1,8.5%,4,2,5,1,83.3%,0,0,0
157,Mike Cameron\camermi01,33,SDP,636,2590,4.07,1502,58.2%,31.2%,16.1%,25.1%,27.6%,68.8%,0.7%,40.0%,76.6%,27.5%,5.3%,34,2,16.4%,104,50,14.0%,89,58,46,96,32.4%,0,0,0
158,Andy Cannizaro\cannian01,27,NYY,9,37,4.11,25,67.6%,36.0%,8.0%,28.0%,28.0%,64.0%,0.0%,43.2%,87.5%,11.1%,22.2%,2,0,22.2%,2,0,11.1%,1,1,0,1,0.0%,0,0,0
159,Robinson Cano*\canoro01,23,NYY,509,1636,3.21,1106,68.1%,20.6%,11.1%,29.0%,39.2%,79.4%,2.3%,54.1%,86.0%,39.3%,3.9%,20,1,11.8%,60,28,3.9%,20,13,10,44,18.5%,0,0,0
160,Jorge Cantu\cantujo01,24,TBD,450,1659,3.69,1100,66.5%,22.2%,17.8%,30.2%,29.8%,77.8%,1.1%,51.8%,77.1%,28.9%,3.8%,17,1,12.2%,55,30,6.4%,29,18,9,82,9.9%,0,0,0
161,Jose Capellan\capeljo01,25,MIL,2,8,4.00,6,75.0%,16.7%,66.7%,16.7%,0.0%,83.3%,0.0%,62.5%,20.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
162,Matt Capps\cappsma01,22,PIT,3,10,3.33,6,60.0%,66.7%,16.7%,0.0%,16.7%,33.3%,0.0%,20.0%,50.0%,0.0%,33.3%,1,0,33.3%,1,0,0.0%,0,0,0,1,0.0%,0,0,0
163,Chris Capuano*\capuach01,27,MIL,75,253,3.37,186,73.5%,29.6%,30.1%,19.9%,20.4%,70.4%,0.0%,51.8%,57.3%,40.0%,2.7%,2,0,8.0%,6,0,2.7%,2,1,8,26,22.9%,0,0,0
164,Chris Carpenter\carpech01,31,STL,80,265,3.31,200,75.5%,31.0%,22.0%,20.5%,26.5%,69.0%,0.0%,52.1%,68.1%,37.5%,3.8%,3,0,7.5%,6,1,3.8%,3,2,8,19,29.6%,0,0,0
165,Jamey Carroll\carroja01,32,COL,535,2223,4.16,1409,63.5%,40.2%,5.5%,25.3%,29.0%,59.8%,0.5%,38.0%,90.9%,9.2%,4.1%,22,0,13.3%,71,8,10.5%,56,7,31,35,47.0%,0,0,0
166,Sean Casey*\caseyse01,31,TOT,441,1551,3.52,998,65.6%,30.5%,8.2%,25.6%,35.8%,69.5%,5.4%,45.6%,88.2%,20.4%,5.9%,26,0,12.9%,57,10,7.7%,34,18,10,33,23.3%,0,0,0
167,Sean Casey*\caseyse01,31,PIT,245,896,3.66,563,63.9%,33.0%,7.6%,25.0%,34.3%,67.0%,4.5%,42.8%,88.6%,19.2%,6.9%,17,0,13.9%,34,4,8.6%,21,10,8,14,36.4%,0,0,0
168,Sean Casey*\caseyse01,31,DET,196,655,3.34,435,68.0%,27.1%,9.0%,26.2%,37.7%,72.9%,6.8%,49.5%,87.7%,21.9%,4.6%,9,0,11.7%,23,6,6.6%,13,8,2,19,9.5%,0,0,0
169,Alexi Casilla#\casilal01,21,MIN,6,23,3.83,13,56.5%,30.8%,7.7%,38.5%,23.1%,69.2%,0.0%,39.1%,88.9%,16.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
170,Scott Cassidy\cassisc01,30,SDP,1,3,3.00,3,100.0%,33.3%,33.3%,33.3%,0.0%,66.7%,,66.7%,50.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
171,Vinny Castilla\castivi02,38,TOT,291,889,3.05,609,68.5%,14.0%,22.3%,25.9%,37.8%,86.0%,0.0%,58.9%,74.0%,48.1%,2.7%,8,0,9.3%,27,18,5.8%,17,13,8,41,16.3%,0,0,0
172,Vinny Castilla\castivi02,38,SDP,269,813,3.02,559,68.8%,13.8%,22.2%,26.1%,37.9%,86.2%,0.0%,59.3%,74.3%,49.4%,3.0%,8,0,9.7%,26,17,6.3%,17,13,8,38,17.4%,0,0,0
173,Vinny Castilla\castivi02,38,COL,22,76,3.45,50,65.8%,16.0%,24.0%,24.0%,36.0%,84.0%,0.0%,55.3%,71.4%,31.8%,0.0%,0,0,4.5%,1,1,0.0%,0,0,0,3,0.0%,0,0,0
174,Jose Castillo\castijo02,25,PIT,563,1986,3.53,1325,67.8%,21.0%,18.8%,28.0%,32.2%,79.0%,4.8%,53.6%,76.2%,38.2%,5.7%,32,1,13.9%,78,18,6.9%,39,28,11,87,11.2%,0,0,0
175,Luis Castillo#\castilu01,30,MIN,656,2606,3.97,1593,61.1%,40.2%,4.0%,22.1%,33.7%,59.8%,0.0%,36.6%,93.3%,12.5%,3.8%,25,0,14.2%,93,17,11.0%,72,23,33,25,56.9%,0,0,0
176,Bernie Castro#\castrbe01,26,WSN,121,432,3.57,277,64.1%,36.5%,6.5%,23.5%,33.6%,63.5%,0.0%,40.7%,89.8%,20.7%,3.3%,4,0,12.4%,15,0,9.9%,12,6,10,8,55.6%,0,0,0
177,Fabio Castro*\castrfa01,21,TOT,2,10,5.00,7,70.0%,28.6%,14.3%,42.9%,14.3%,71.4%,0.0%,50.0%,80.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
178,Fabio Castro*\castrfa01,21,PHI,2,10,5.00,7,70.0%,28.6%,14.3%,42.9%,14.3%,71.4%,0.0%,50.0%,80.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
179,Juan Castro\castrju01,34,TOT,264,900,3.41,609,67.7%,24.6%,13.8%,25.9%,35.6%,75.4%,0.0%,51.0%,81.7%,29.5%,2.3%,6,0,11.0%,29,8,6.4%,17,12,9,27,25.0%,0,0,0
180,Juan Castro\castrju01,34,MIN,164,529,3.23,362,68.4%,24.9%,13.0%,24.9%,37.3%,75.1%,0.0%,51.4%,82.7%,34.1%,1.8%,3,0,11.6%,19,6,7.9%,13,8,6,17,26.1%,0,0,0
181,Juan Castro\castrju01,34,CIN,100,371,3.71,247,66.6%,24.3%,15.0%,27.5%,33.2%,75.7%,0.0%,50.4%,80.2%,22.0%,3.0%,3,0,10.0%,10,2,4.0%,4,4,3,10,23.1%,0,0,0
182,Ramon Castro\castrra01,30,NYM,144,579,4.02,344,60.2%,35.8%,16.6%,22.1%,25.6%,64.2%,3.4%,38.7%,74.2%,26.4%,4.2%,6,0,12.5%,18,4,11.8%,17,8,20,20,50.0%,0,0,0
183,Frank Catalanotto*\catalfr01,32,TOR,500,1974,3.95,1233,62.5%,35.8%,4.5%,26.7%,32.9%,64.2%,0.0%,40.1%,92.9%,14.2%,6.6%,33,0,15.4%,77,6,12.0%,60,24,13,24,35.1%,0,0,0
184,Ronny Cedeno\cedenro02,23,CHC,574,2001,3.49,1411,71.1%,21.8%,15.7%,31.0%,31.4%,78.2%,2.7%,55.6%,79.9%,33.1%,2.6%,15,0,8.5%,49,18,4.5%,26,15,13,96,11.9%,0,0,0
185,Matthew Cepicky*\cepicma01,28,FLA,19,72,3.79,45,62.5%,26.7%,24.4%,17.8%,31.1%,73.3%,0.0%,45.8%,66.7%,10.5%,5.3%,1,0,5.3%,1,0,5.3%,1,1,0,4,0.0%,0,0,0
186,Shawn Chacon\chacosh01,28,TOT,18,60,3.33,42,70.0%,31.0%,21.4%,21.4%,26.2%,69.0%,0.0%,48.3%,69.0%,38.9%,0.0%,0,0,5.6%,1,0,5.6%,1,1,1,5,16.7%,0,0,0
187,Shawn Chacon\chacosh01,28,NYY,3,12,4.00,6,50.0%,50.0%,0.0%,33.3%,16.7%,50.0%,0.0%,25.0%,100.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
188,Shawn Chacon\chacosh01,28,PIT,15,48,3.20,36,75.0%,27.8%,25.0%,19.4%,27.8%,72.2%,0.0%,54.2%,65.4%,40.0%,0.0%,0,0,6.7%,1,0,6.7%,1,1,0,5,0.0%,0,0,0
189,Endy Chavez*\chaveen01,28,NYM,390,1413,3.62,932,66.5%,29.0%,10.0%,26.5%,34.5%,71.0%,2.5%,47.3%,86.0%,23.6%,4.6%,18,0,14.6%,57,16,8.7%,34,18,6,38,13.6%,0,0,0
190,Eric Chavez*\chaveer01,28,OAK,576,2263,3.93,1332,59.5%,29.1%,16.3%,25.2%,29.4%,70.9%,2.6%,42.2%,77.0%,26.4%,7.8%,45,2,16.3%,94,28,12.2%,70,30,30,70,30.0%,0,0,0
191,Raul Chavez\chavera01,33,BAL,29,92,3.17,62,67.4%,24.2%,12.9%,24.2%,38.7%,75.8%,0.0%,51.1%,83.0%,44.8%,3.4%,1,0,6.9%,2,1,0.0%,0,0,2,2,50.0%,0,0,0
192,Bruce Chen*\chenbr01,29,BAL,1,4,4.00,3,75.0%,33.3%,0.0%,33.3%,33.3%,66.7%,0.0%,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
193,Shin-Soo Choo*\choosh01,23,TOT,179,708,3.96,456,65.1%,21.5%,23.7%,30.9%,23.9%,78.5%,3.2%,51.1%,69.8%,41.3%,5.0%,9,2,15.1%,27,13,6.7%,12,6,8,42,16.0%,0,0,0
194,Shin-Soo Choo*\choosh01,23,SEA,12,35,2.92,27,77.1%,33.3%,22.2%,18.5%,25.9%,66.7%,0.0%,51.4%,66.7%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,3,25.0%,0,0,0
195,Shin-Soo Choo*\choosh01,23,CLE,167,673,4.03,429,64.5%,20.7%,23.8%,31.7%,23.8%,79.3%,3.3%,51.1%,70.0%,42.5%,5.4%,9,2,16.2%,27,13,7.2%,12,6,7,39,15.2%,0,0,0
196,Vinnie Chulk\chulkvi01,27,TOT,1,2,2.00,1,50.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
197,Vinnie Chulk\chulkvi01,27,SFG,1,2,2.00,1,50.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
198,Ryan Church*\churcry01,27,WSN,231,921,3.99,575,62.4%,26.3%,22.3%,27.0%,24.5%,73.7%,0.0%,46.0%,69.8%,24.7%,6.1%,14,0,17.7%,41,18,9.1%,21,13,13,47,21.7%,0,0,0
199,Alex Cintron#\cintral01,27,CHW,305,998,3.27,690,69.1%,20.6%,13.3%,28.8%,37.2%,79.4%,0.0%,54.9%,83.2%,33.8%,2.6%,8,0,10.5%,32,9,4.9%,15,6,4,31,11.4%,0,0,0
200,Jeff Cirillo\cirilje01,36,MIL,291,1040,3.57,672,64.6%,29.3%,9.7%,26.0%,35.0%,70.7%,0.0%,45.7%,86.3%,27.5%,3.1%,9,0,10.7%,31,6,7.2%,21,6,8,24,24.2%,0,0,0
201,Brady Clark\clarkbr02,33,MIL,484,1794,3.71,1109,62.4%,33.8%,9.6%,23.5%,33.0%,66.2%,2.3%,41.3%,85.4%,17.6%,4.5%,22,0,14.7%,71,31,10.1%,49,20,22,38,36.7%,0,0,0
202,Doug Clark*\clarkdo01,30,OAK,6,25,4.17,19,76.0%,26.3%,26.3%,31.6%,15.8%,73.7%,0.0%,56.0%,64.3%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
203,Howie Clark*\clarkho02,32,BAL,10,39,3.90,21,53.8%,33.3%,19.0%,19.0%,28.6%,66.7%,0.0%,35.9%,71.4%,20.0%,30.0%,3,0,30.0%,3,0,10.0%,1,1,0,2,0.0%,0,0,0
204,Tony Clark#\clarkto02,34,ARI,147,572,3.89,352,62.2%,20.7%,26.7%,26.4%,26.1%,79.3%,2.7%,49.3%,66.3%,31.3%,5.4%,8,0,15.6%,23,10,10.2%,15,12,9,31,22.5%,0,0,0
205,Brandon Claussen\clausbr01,27,CIN,24,85,3.54,68,80.0%,30.9%,17.6%,32.4%,19.1%,69.1%,0.0%,55.3%,74.5%,20.8%,0.0%,0,0,0.0%,0,0,0.0%,0,0,4,6,36.4%,0,0,0
206,Royce Clayton\claytro01,36,TOT,502,1789,3.56,1172,66.0%,24.8%,13.7%,28.8%,32.6%,75.2%,1.9%,49.6%,81.7%,29.3%,3.2%,16,0,11.6%,58,27,6.4%,32,19,9,75,10.6%,0,0,0
207,Royce Clayton\claytro01,36,WSN,338,1168,3.46,767,66.3%,25.0%,12.8%,28.0%,34.2%,75.0%,3.0%,49.7%,83.0%,30.2%,3.6%,12,0,12.1%,41,19,5.3%,18,12,5,48,9.4%,0,0,0
208,Royce Clayton\claytro01,36,CIN,164,621,3.79,405,65.2%,24.4%,15.6%,30.4%,29.6%,75.6%,0.0%,49.3%,79.4%,27.4%,2.4%,4,0,10.4%,17,8,8.5%,14,7,4,27,12.5%,0,0,0
209,Roger Clemens\clemero02,43,HOU,38,130,3.42,89,68.5%,39.3%,11.2%,23.6%,25.8%,60.7%,0.0%,41.5%,81.5%,23.7%,5.3%,2,0,10.5%,4,1,2.6%,1,1,2,7,18.2%,0,0,0
210,Matt Clement\clemema01,31,BOS,3,14,4.67,10,71.4%,20.0%,40.0%,30.0%,10.0%,80.0%,0.0%,57.1%,50.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
211,Brent Clevlen\clevlbr01,22,DET,42,160,3.81,100,62.5%,25.0%,31.0%,19.0%,25.0%,75.0%,0.0%,46.9%,58.7%,26.2%,4.8%,2,0,7.1%,3,1,7.1%,3,1,1,14,6.7%,0,0,0
212,JD Closser#\clossjd01,26,COL,112,426,3.80,258,61.7%,22.9%,17.4%,30.2%,29.5%,77.1%,4.8%,47.6%,77.4%,30.4%,7.1%,8,0,20.5%,23,14,10.7%,12,7,5,18,21.7%,0,0,0
213,Buck Coats*\coatsbu01,24,CHC,18,54,3.00,41,75.9%,22.0%,19.5%,29.3%,29.3%,78.0%,0.0%,59.3%,75.0%,61.1%,0.0%,0,0,11.1%,2,1,5.6%,1,1,1,5,16.7%,0,0,0
214,Alvin Colina\colinal01,24,COL,5,18,3.60,11,61.1%,18.2%,18.2%,27.3%,36.4%,81.8%,0.0%,50.0%,77.8%,20.0%,0.0%,0,0,20.0%,1,1,0.0%,0,0,0,1,0.0%,0,0,0
215,Bartolo Colon\colonba01,33,LAA,2,7,3.50,6,85.7%,16.7%,33.3%,33.3%,16.7%,83.3%,0.0%,71.4%,60.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
216,Clay Condrey\condrcl01,30,PHI,2,10,5.00,8,80.0%,37.5%,25.0%,25.0%,12.5%,62.5%,0.0%,50.0%,60.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
217,Jeff Conine\coninje01,40,TOT,539,1960,3.64,1191,61.3%,31.3%,8.4%,24.2%,36.1%,68.7%,2.1%,42.1%,87.8%,30.2%,5.8%,31,1,16.5%,89,33,8.9%,48,32,23,42,35.4%,0,0,0
218,Jeff Conine\coninje01,40,BAL,432,1598,3.70,971,61.1%,31.7%,8.2%,24.8%,35.2%,68.3%,1.3%,41.7%,87.9%,29.4%,5.3%,23,0,15.7%,68,24,9.0%,39,27,18,35,34.0%,0,0,0
219,Jeff Conine\coninje01,40,PHI,107,362,3.38,220,62.1%,29.5%,9.1%,21.4%,40.0%,70.5%,5.6%,43.8%,87.1%,33.6%,7.5%,8,1,19.6%,21,9,8.4%,9,5,5,7,41.7%,0,0,0
220,Jose Contreras\contrjo01,34,CHW,6,20,3.33,11,55.0%,45.5%,27.3%,9.1%,18.2%,54.5%,0.0%,30.0%,50.0%,33.3%,0.0%,0,0,0.0%,0,0,16.7%,1,0,0,2,0.0%,0,0,0
221,Aaron Cook\cookaa01,27,COL,75,259,3.45,180,69.5%,30.0%,13.9%,28.3%,27.8%,70.0%,0.0%,48.6%,80.2%,46.7%,1.3%,1,0,9.3%,7,1,1.3%,1,1,10,10,47.6%,0,0,0
