Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
177,Dave Burba\burbada01,37,SFG,NL,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
178,Chris Burke\burkech01,24,HOU,NL,17,20,17,2,1,0,0,0,0,0,0,3,3,.059,.200,.059,.259,-28,1,0,0,0,0,0,/4
179,Jamie Burke\burkeja02,32,CHW,AL,57,133,120,22,40,9,0,0,15,0,0,10,13,.333,.386,.408,.795,106,49,3,1,1,1,0,2/D359
180,Ellis Burks\burksel01,39,BOS,AL,11,37,33,6,6,0,0,1,1,2,0,3,8,.182,.270,.273,.543,39,9,1,1,0,0,0,/D
181,A.J. Burnett\burnea.01,27,FLA,NL,20,37,29,4,4,0,0,0,1,0,0,0,11,.138,.138,.138,.276,-26,4,1,0,8,0,0,1
182,Sean Burnett*\burnese01,21,PIT,NL,13,27,23,0,0,0,0,0,0,0,0,2,6,.000,.080,.000,.080,-76,0,0,0,2,0,0,1
183,Jeromy Burnitz*\burnije01,35,COL,NL,150,606,540,94,153,30,4,37,110,5,6,58,124,.283,.356,.559,.916,121,302,7,5,0,3,7,*987/D
184,Pat Burrell\burrepa01,27,PHI,NL,127,534,448,66,115,17,0,24,84,2,0,78,130,.257,.365,.455,.821,107,204,10,2,0,6,7,*7
185,Sean Burroughs*\burrose01,23,SDP,NL,130,564,523,76,156,23,3,2,47,5,4,31,52,.298,.348,.365,.713,94,191,6,9,1,0,4,*5
186,Dave Bush\bushda01,24,TOR,AL,16,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
187,Homer Bush\bushho01,31,NYY,AL,9,8,7,2,0,0,0,0,0,1,0,0,2,.000,.125,.000,.125,-63,0,1,1,0,0,0,/4D
188,Mike Bynum*\bynummi01,26,SDP,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
189,Marlon Byrd\byrdma01,26,PHI,NL,106,378,346,48,79,13,2,5,33,2,2,22,68,.228,.287,.321,.608,54,111,10,7,2,1,1,8
190,Paul Byrd\byrdpa01,33,ATL,NL,19,43,30,2,6,0,0,0,4,0,0,5,7,.200,.314,.200,.514,37,6,0,0,8,0,0,1
191,Eric Byrnes\byrneer01,28,OAK,AL,143,632,569,91,161,39,3,20,73,17,1,46,111,.283,.347,.467,.814,111,266,11,12,0,5,0,*789/D
192,Daniel Cabrera\cabreda01,23,BAL,AL,28,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
193,Fernando Cabrera\cabrefe01,22,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
194,Jolbert Cabrera\cabrejo02,31,SEA,AL,113,391,359,38,97,19,2,6,47,10,3,16,70,.270,.312,.384,.696,83,138,13,8,3,5,1,53746/D89
195,Miguel Cabrera\cabremi01,21,FLA,NL,160,685,603,101,177,31,1,33,112,5,2,68,148,.294,.366,.512,.879,130,309,20,6,0,8,5,*97/D
196,Orlando Cabrera\cabreor01,29,TOT,MLB,161,673,618,74,163,38,3,10,62,16,4,39,54,.264,.306,.383,.689,74,237,16,3,3,10,0,*6
197,Orlando Cabrera\cabreor01,29,MON,NL,103,425,390,41,96,19,2,4,31,12,3,28,31,.246,.298,.336,.634,61,131,12,2,2,3,0,6
198,Orlando Cabrera\cabreor01,29,BOS,AL,58,248,228,33,67,19,1,6,31,4,1,11,23,.294,.320,.465,.785,97,106,4,1,1,7,0,6
199,Miguel Cairo\cairomi01,30,NYY,AL,122,408,360,48,105,17,5,6,42,11,3,18,49,.292,.346,.417,.763,100,150,7,14,12,4,1,*4/563
200,Kiko Calero\calerki01,29,STL,NL,41,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
201,Carmen Cali*\calica01,25,STL,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
202,Mickey Callaway\callami01,29,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
203,Ron Calloway*\calloro01,27,MON,NL,46,91,84,4,14,2,0,1,10,2,0,5,22,.167,.211,.226,.437,12,19,3,0,1,1,0,9/7
204,Mike Cameron\camermi01,31,NYM,NL,140,562,493,76,114,30,1,30,76,22,6,57,143,.231,.319,.479,.798,105,236,5,8,1,3,2,*8
205,Shawn Camp\campsh01,28,KCR,AL,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
206,Jorge Cantu\cantujo01,22,TBD,AL,50,185,173,25,52,20,1,2,17,0,0,9,44,.301,.341,.462,.803,111,80,5,2,0,1,0,45/D6
207,Jose Capellan\capeljo01,23,ATL,NL,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
208,Chris Capuano*\capuach01,25,MIL,NL,17,32,30,0,6,2,0,0,2,0,0,1,10,.200,.250,.267,.517,34,8,0,1,0,0,0,1
209,Chris Carpenter\carpech01,29,STL,NL,28,67,62,1,5,0,0,0,1,0,0,1,21,.081,.095,.081,.176,-53,5,0,0,4,0,0,1
210,Giovanni Carrara\carragi01,36,LAD,NL,42,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
211,D.J. Carrasco\carradj01,27,KCR,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
212,Jamey Carroll\carroja01,30,MON,NL,102,256,218,36,63,14,2,0,16,5,1,32,21,.289,.378,.372,.750,93,81,3,1,2,3,1,456/7
213,Lance Carter\cartela02,29,TBD,AL,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
214,Sean Casey*\caseyse01,29,CIN,NL,146,633,571,101,185,44,2,24,99,2,0,46,36,.324,.381,.534,.915,137,305,16,10,0,6,5,*3/D
215,Kevin Cash\cashke01,26,TOR,AL,60,197,181,18,35,9,0,4,21,0,0,10,59,.193,.249,.309,.558,42,56,3,4,0,2,0,2
216,Santiago Casilla\garcija01,23,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
217,Vinny Castilla\castivi02,36,COL,NL,148,648,583,93,158,43,3,35,131,0,0,51,113,.271,.332,.535,.867,109,312,22,6,0,8,6,*5
218,Alberto Castillo\castial01,34,KCR,AL,29,105,89,12,24,6,0,1,11,0,2,14,10,.270,.365,.371,.736,93,33,1,0,1,1,0,2
219,Frank Castillo\castifr01,35,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
220,Jose Castillo\castijo02,23,PIT,NL,129,414,383,44,98,15,2,8,39,3,2,23,92,.256,.298,.368,.666,72,141,12,1,5,2,5,*4/6
221,Luis Castillo#\castilu01,28,FLA,NL,150,649,564,91,164,12,7,2,47,21,4,75,68,.291,.373,.348,.720,93,196,15,1,5,4,2,*4
222,Juan Castro\castrju01,32,CIN,NL,111,316,299,36,73,21,2,5,26,1,0,14,51,.244,.277,.378,.655,70,113,11,0,2,1,1,564/3
223,Ramon Castro\castrra01,28,FLA,NL,32,108,96,9,13,3,0,3,8,0,0,11,30,.135,.231,.260,.492,30,25,1,1,0,0,2,2
224,Ramon Castro\castrra02,24,OAK,AL,9,16,15,2,2,1,0,0,3,0,0,1,3,.133,.188,.200,.388,2,3,1,0,0,0,1,/5D6
225,Frank Catalanotto*\catalfr01,30,TOR,AL,75,274,249,27,73,19,1,1,26,1,0,17,33,.293,.344,.390,.734,88,97,7,4,1,3,1,7D
226,Roger Cedeno#\cedenro01,29,STL,NL,95,223,200,22,53,9,2,3,23,5,1,19,41,.265,.327,.375,.702,82,75,5,0,3,1,2,97/D
227,Matthew Cepicky*\cepicma01,26,MON,NL,32,61,60,4,13,4,0,1,3,1,0,1,18,.217,.230,.333,.563,41,20,1,0,0,0,0,/7D9
228,Jaime Cerda*\cerdaja01,25,KCR,AL,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
229,Gustavo Chacin*\chacigu01,23,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
230,Shawn Chacon\chacosh01,26,COL,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
231,Endy Chavez*\chaveen01,26,MON,NL,132,547,502,65,139,20,6,5,34,32,7,30,40,.277,.318,.371,.688,75,186,6,1,12,2,0,*8
232,Eric Chavez*\chaveer01,26,OAK,AL,125,577,475,87,131,20,0,29,77,6,3,95,99,.276,.397,.501,.898,134,238,21,3,0,4,10,*5/7
233,Raul Chavez\chavera01,31,HOU,NL,64,176,162,9,34,8,0,0,23,0,1,10,38,.210,.256,.259,.515,34,42,9,0,4,0,3,2
234,Bruce Chen*\chenbr01,27,BAL,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
235,Chin-Feng Chen\chench01,26,LAD,NL,8,10,8,1,0,0,0,0,0,0,0,2,3,.000,.200,.000,.200,-40,0,1,0,0,0,0,/7
236,Randy Choate*\choatra01,28,ARI,NL,74,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
237,Hee-Seop Choi*\choihe01,25,TOT,NL,126,416,343,53,86,21,1,15,46,1,0,63,96,.251,.370,.449,.819,116,154,6,4,2,4,6,*3
238,Hee-Seop Choi*\choihe01,25,FLA,NL,95,340,281,48,76,16,1,15,40,1,0,52,78,.270,.388,.495,.882,132,139,4,3,2,2,4,3
239,Hee-Seop Choi*\choihe01,25,LAD,NL,31,76,62,5,10,5,0,0,6,0,0,11,18,.161,.289,.242,.531,43,15,2,1,0,2,2,3
240,Jason Christiansen\chrisja01,34,SFG,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
241,Vinnie Chulk\chulkvi01,25,TOR,AL,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
242,Ryan Church*\churcry01,25,MON,NL,30,71,63,6,11,1,0,1,6,0,0,7,16,.175,.257,.238,.495,28,15,3,0,1,0,1,7/98
243,Alex Cintron#\cintral01,25,ARI,NL,154,613,564,56,148,31,7,4,49,3,3,31,59,.262,.301,.363,.665,68,205,11,2,12,4,2,*64/5
244,Jeff Cirillo\cirilje01,34,SDP,NL,33,81,75,12,16,3,0,1,7,0,0,5,14,.213,.259,.293,.553,50,22,0,0,0,1,0,53/47
245,Brady Clark\clarkbr02,31,MIL,NL,138,420,353,41,99,18,1,7,46,15,8,53,48,.280,.385,.397,.782,104,140,9,9,1,3,2,*9/87
246,Howie Clark*\clarkho02,30,TOR,AL,40,133,115,17,25,6,0,3,12,0,0,13,15,.217,.292,.348,.640,64,40,2,0,3,2,0,39/7D45
247,Jermaine Clark*\clarkje02,27,CIN,NL,14,34,30,4,4,1,0,0,2,1,0,1,8,.133,.212,.167,.379,2,5,0,2,1,0,0,/9487
248,Tony Clark#\clarkto02,32,NYY,AL,106,283,253,37,56,12,0,16,49,0,0,26,92,.221,.297,.458,.755,95,116,6,2,0,2,3,3/D
249,Brandon Claussen\clausbr01,25,CIN,NL,14,22,19,1,2,0,0,0,0,0,0,1,6,.105,.150,.105,.255,-31,2,1,0,2,0,0,1
250,Royce Clayton\claytro01,34,COL,NL,146,652,574,95,160,36,4,8,54,10,5,48,125,.279,.338,.397,.735,80,228,13,4,24,2,0,*6
251,Roger Clemens\clemero02,41,HOU,NL,33,78,72,1,12,1,0,0,7,0,0,3,24,.167,.200,.181,.381,-0,13,2,0,3,0,0,1
252,Matt Clement\clemema01,29,CHC,NL,30,61,55,2,8,1,0,0,2,0,0,1,29,.145,.158,.164,.322,-17,9,0,0,4,1,0,1
253,JD Closser#\clossjd01,24,COL,NL,36,124,113,5,36,6,0,1,10,0,0,6,22,.319,.364,.398,.762,88,45,3,2,3,0,0,2
254,Greg Colbrunn\colbrgr01,34,ARI,NL,20,28,27,1,3,0,0,0,1,0,0,1,5,.111,.143,.111,.254,-34,3,0,0,0,0,0,/3D
255,Lou Collier\collilo01,30,PHI,NL,32,42,36,7,10,1,0,1,4,1,0,5,10,.278,.381,.389,.770,97,14,2,1,0,0,0,/75
256,Jesus Colome\colomje01,26,TBD,AL,33,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
257,Bartolo Colon\colonba01,31,ANA,AL,34,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
258,Roman Colon\colonro01,24,ATL,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
259,Steve Colyer*\colyest01,25,DET,AL,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
260,Jeff Conine\coninje01,38,FLA,NL,140,579,521,55,146,35,1,14,83,5,5,48,78,.280,.340,.432,.772,103,225,15,2,2,6,3,73
261,Jason Conti*\contija01,29,TEX,AL,22,60,55,6,10,3,0,0,4,0,2,5,19,.182,.250,.236,.486,24,13,0,0,0,0,0,8/7
262,Jose Contreras\contrjo01,32,TOT,AL,31,8,8,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
263,Jose Contreras\contrjo01,32,NYY,AL,18,8,8,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
264,Jose Contreras\contrjo01,32,CHW,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
265,Aaron Cook\cookaa01,25,COL,NL,16,37,34,1,4,0,0,0,1,0,0,1,10,.118,.143,.118,.261,-35,4,1,0,2,0,0,1
266,Brian Cooper\coopebr01,29,SFG,NL,5,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
267,Alex Cora*\coraal01,28,LAD,NL,138,484,405,47,107,9,4,10,47,3,4,47,41,.264,.364,.380,.745,98,154,9,18,12,2,10,*4
268,Roy Corcoran\corcoro01,24,MON,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
269,Chad Cordero\cordech01,22,MON,NL,69,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
270,Francisco Cordero\cordefr01,29,TEX,AL,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
271,Wil Cordero\cordewi01,32,FLA,NL,27,72,66,6,13,3,0,1,6,1,0,3,19,.197,.250,.288,.538,42,19,2,2,0,1,0,3/7
272,Mark Corey\coreyma02,29,PIT,NL,31,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
273,Lance Cormier\cormila01,23,ARI,NL,17,10,8,1,2,1,0,0,1,0,0,1,2,.250,.333,.375,.708,80,3,0,0,1,0,0,1
274,Rheal Cormier*\cormirh01,37,PHI,NL,84,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
275,Nate Cornejo\cornena01,24,DET,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
276,Kevin Correia\correke01,23,SFG,NL,12,4,3,1,1,1,0,0,0,0,0,1,1,.333,.500,.667,1.167,198,2,0,0,0,0,0,1
277,Humberto Cota\cotahu01,25,PIT,NL,36,70,66,10,15,1,1,5,8,0,0,3,20,.227,.271,.500,.771,95,33,1,1,0,0,1,2
278,Neal Cotts*\cottsne01,24,CHW,AL,56,1,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,650,2,0,0,0,0,0,1
279,Craig Counsell*\counscr01,33,MIL,NL,140,551,473,59,114,19,5,2,23,17,4,59,88,.241,.330,.315,.645,69,149,5,5,5,3,9,*6/5
280,Jesse Crain\crainje01,22,MIN,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
281,Carl Crawford*\crawfca02,22,TBD,AL,152,672,626,104,185,26,19,11,55,59,15,35,81,.296,.331,.450,.781,105,282,2,1,4,6,2,*78/D
282,Joe Crede\credejo01,26,CHW,AL,144,543,490,67,117,25,0,21,69,1,2,34,81,.239,.299,.418,.717,83,205,14,10,4,5,0,*5
283,Cesar Crespo#\crespce01,25,BOS,AL,52,79,79,6,13,2,1,0,2,2,0,0,20,.165,.165,.215,.380,-4,17,1,0,0,0,0,647/89
284,Jack Cressend\cressja01,29,CLE,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
285,Coco Crisp#\crispco01,24,CLE,AL,139,538,491,78,146,24,2,15,71,20,13,36,69,.297,.344,.446,.790,110,219,8,0,9,2,4,*87/D
286,Bobby Crosby\crosbbo01,24,OAK,AL,151,623,545,70,130,34,1,22,64,7,3,58,141,.239,.319,.426,.744,93,232,20,9,5,6,0,*6
287,Bubba Crosby*\crosbbu01,27,NYY,AL,55,58,53,8,8,2,0,2,7,2,0,2,13,.151,.196,.302,.498,29,16,0,1,2,0,0,987/D
288,Jim Crowell*\croweji01,30,PHI,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
289,Eric Crozier*\crozier01,25,TOR,AL,14,39,33,5,5,2,0,2,4,0,0,6,19,.152,.282,.394,.676,71,13,0,0,0,0,0,/D3
290,Francisco Cruceta\crucefr01,22,CLE,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
291,Deivi Cruz\cruzde01,31,SFG,NL,127,431,397,46,116,30,2,7,55,1,3,17,32,.292,.322,.431,.752,92,171,11,3,8,6,6,6/45
292,Jacob Cruz*\cruzja01,31,CIN,NL,96,167,147,22,33,8,0,3,28,0,0,16,43,.224,.317,.340,.658,73,50,5,4,0,0,2,9/37D
293,Jose Cruz#\cruzjo02,30,TBD,AL,153,636,545,76,132,25,8,21,78,11,6,76,117,.242,.333,.433,.766,101,236,6,2,5,8,8,*9/8
294,Juan Cruz\cruzju02,25,ATL,NL,50,6,5,1,1,1,0,0,0,0,0,1,3,.200,.333,.400,.733,88,2,0,0,0,0,0,1
295,Darwin Cubillan\cubilda01,31,BAL,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
296,Michael Cuddyer\cuddymi01,25,MIN,AL,115,382,339,49,89,22,1,12,45,5,5,37,74,.263,.339,.440,.779,100,149,8,3,2,1,2,453/97D
297,Midre Cummings*\cummimi01,32,TBD,AL,22,61,54,10,15,4,0,2,7,1,0,5,12,.278,.361,.463,.824,117,25,0,2,0,0,0,D/7
298,Will Cunnane\cunnawi01,30,ATL,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
299,Jack Cust*\custja01,25,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,
300,Jeff D'Amico\d'amije01,28,CLE,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
301,Casey Daigle\daiglca01,23,ARI,NL,11,18,17,2,2,2,0,0,0,0,0,0,7,.118,.118,.235,.353,-13,4,1,0,1,0,0,1
302,Brian Dallimore\dallibr01,30,SFG,NL,20,49,43,8,12,2,0,1,7,0,1,4,7,.279,.347,.395,.742,91,17,0,1,0,1,0,/45
303,Johnny Damon*\damonjo01,30,BOS,AL,150,702,621,123,189,35,6,20,94,19,8,76,71,.304,.380,.477,.857,117,296,8,2,0,3,1,*8/D
304,Vic Darensbourg*\darenvi01,33,TOT,MLB,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
305,Vic Darensbourg*\darenvi01,33,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
306,Vic Darensbourg*\darenvi01,33,NYM,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
307,Brian Daubach*\daubabr01,32,BOS,AL,30,86,75,9,17,8,0,2,8,0,0,10,21,.227,.326,.413,.739,87,31,1,1,0,0,0,3/79
308,Jeff DaVanon#\davanje02,30,ANA,AL,108,337,285,41,79,11,4,7,34,18,3,46,54,.277,.372,.418,.790,109,119,2,0,1,5,2,897D
309,Ben Davis#\davisbe01,27,TOT,AL,68,208,193,22,40,9,0,6,18,1,1,12,49,.207,.256,.347,.603,55,67,5,1,1,1,0,2
310,Ben Davis#\davisbe01,27,SEA,AL,14,37,33,1,3,0,0,0,2,0,0,3,9,.091,.162,.091,.253,-30,3,3,0,0,1,0,2
311,Ben Davis#\davisbe01,27,CHW,AL,54,171,160,21,37,9,0,6,16,1,1,9,40,.231,.276,.400,.676,72,64,2,1,1,0,0,2
312,Doug Davis\davisdo02,28,MIL,NL,34,71,64,0,1,0,0,0,0,0,0,1,43,.016,.031,.016,.046,-87,1,1,0,6,0,0,1
313,J.J. Davis\davisjj01,25,PIT,NL,25,40,35,4,5,1,0,0,3,2,0,4,10,.143,.225,.171,.396,6,6,0,0,0,1,0,9/7
314,Jason Davis\davisja02,24,CLE,AL,26,5,5,1,1,0,0,1,1,0,0,0,2,.200,.200,.800,1.000,150,4,0,0,0,0,0,1
315,Joey Dawley\dawlejo01,32,CLE,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
316,Zach Day\dayza01,26,MON,NL,19,32,29,1,1,0,0,1,1,0,0,0,17,.034,.034,.138,.172,-59,4,0,0,3,0,0,1
317,Jorge De La Rosa*\rosajo01,23,MIL,NL,5,7,6,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1
318,Valerio De Los Santos*\delosva01,31,TOR,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
319,Jorge De Paula\depaujo01,25,NYY,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
320,Mike DeJean\dejeami01,33,TOT,MLB,54,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
321,Mike DeJean\dejeami01,33,BAL,AL,37,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
322,Mike DeJean\dejeami01,33,NYM,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
323,David DeJesus*\dejesda01,24,KCR,AL,96,413,363,58,104,15,3,7,39,8,11,33,53,.287,.360,.402,.763,98,146,6,9,8,0,0,8/97
324,Carlos Delgado*\delgaca01,32,TOR,AL,128,551,458,74,123,26,0,32,99,0,1,69,115,.269,.372,.535,.907,129,245,11,13,0,11,12,*3/D
325,Wilson Delgado#\delgawi01,31,NYM,NL,42,147,130,11,38,4,1,2,13,1,0,15,29,.292,.366,.385,.750,97,50,1,0,2,0,3,6
326,David Dellucci*\delluda01,30,TEX,AL,107,387,331,59,80,13,1,17,61,9,4,47,88,.242,.342,.441,.783,96,146,4,5,1,3,3,7/D89
327,Ryan Dempster\dempsry01,27,CHC,NL,23,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
328,Kyle Denney\denneky01,26,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
329,Mark DeRosa\derosma01,29,ATL,NL,118,345,309,33,74,16,0,3,31,1,3,23,53,.239,.293,.320,.614,59,99,6,3,4,6,3,56/47
330,Elmer Dessens\desseel01,33,TOT,NL,50,29,22,0,4,2,0,0,0,0,0,3,3,.182,.280,.273,.553,43,6,1,0,4,0,0,1
331,Elmer Dessens\desseel01,33,ARI,NL,38,25,18,0,3,2,0,0,0,0,0,3,3,.167,.286,.278,.563,44,5,1,0,4,0,0,1
332,Elmer Dessens\desseel01,33,LAD,NL,12,4,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,33,1,0,0,0,0,0,1
333,Doug DeVore*\devordo01,26,ARI,NL,50,114,107,5,24,3,2,3,13,1,1,7,31,.224,.272,.374,.646,62,40,1,0,0,0,0,79/8
334,Einar Diaz\diazei01,31,MON,NL,55,159,139,9,31,6,1,1,11,2,0,11,10,.223,.293,.302,.595,52,42,6,4,2,3,3,2/5
335,Felix Diaz\diazfe01,23,CHW,AL,18,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
336,Matt Diaz\diazma02,26,TBD,AL,10,24,21,3,4,1,1,1,3,0,0,1,6,.190,.292,.476,.768,99,10,0,2,0,0,0,/D79
337,Victor Diaz\diazvi01,22,NYM,NL,15,53,51,8,15,3,0,3,8,0,0,1,15,.294,.321,.529,.850,117,27,3,1,0,0,0,9
338,R.A. Dickey\dicker.01,29,TEX,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
339,Mike Difelice\difelmi01,35,TOT,MLB,17,28,25,3,3,0,1,0,2,0,0,3,4,.120,.214,.200,.414,12,5,3,0,0,0,0,2/D
340,Mike Difelice\difelmi01,35,DET,AL,13,25,22,3,3,0,1,0,2,0,0,3,3,.136,.240,.227,.467,26,5,3,0,0,0,0,2/D
341,Mike Difelice\difelmi01,35,CHC,NL,4,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2
342,Lenny DiNardo*\dinarle01,24,BOS,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
343,Craig Dingman\dingmcr01,30,DET,AL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
344,Greg Dobbs*\dobbsgr01,25,SEA,AL,18,56,53,4,12,1,0,1,9,0,0,1,14,.226,.250,.302,.552,45,16,0,1,0,1,0,5/D
345,Scott Dohmann\dohmasc01,26,COL,NL,41,3,1,0,0,0,0,0,0,0,0,0,1,.000,.500,.000,.500,40,0,0,1,1,0,0,1
346,Juan Dominguez\dominju01,24,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
347,Andy Dominique\dominan01,28,BOS,AL,7,11,11,0,2,0,0,0,1,0,0,0,3,.182,.182,.182,.364,-7,2,0,0,0,0,0,/32
348,Brendan Donnelly\donnebr01,32,ANA,AL,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
349,Octavio Dotel\doteloc01,30,TOT,MLB,77,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
350,Octavio Dotel\doteloc01,30,HOU,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
351,Octavio Dotel\doteloc01,30,OAK,AL,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
352,Sean Douglass\douglse01,25,TOR,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
353,Scott Downs*\downssc01,28,MON,NL,12,22,15,1,1,0,0,0,0,0,0,1,7,.067,.125,.067,.192,-49,1,0,0,6,0,0,1
