Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
111,Jim Brower\broweji01,29,MON,5,24,4.80,16,66.7%,31.3%,12.5%,37.5%,18.8%,68.8%,0.0%,45.8%,81.8%,40.0%,20.0%,1,0,20.0%,1,0,20.0%,1,0,0,2,0.0%,0,0,0
112,Adrian Brown#\brownad01,28,PIT,233,841,3.61,547,65.0%,30.5%,8.2%,28.7%,32.5%,69.5%,0.0%,45.2%,88.2%,26.2%,4.7%,11,0,12.4%,29,8,6.0%,14,8,15,19,44.1%,0,0,0
113,Dee Brown*\brownde02,24,KCR,55,230,4.18,148,64.3%,18.2%,24.3%,36.5%,20.9%,81.8%,0.0%,52.6%,70.2%,25.5%,1.8%,1,0,10.9%,6,5,5.5%,3,2,5,15,25.0%,0,0,0
114,Kevin Brown\brownke01,37,LAD,22,80,3.64,54,67.5%,24.1%,35.2%,20.4%,20.4%,75.9%,0.0%,51.3%,53.7%,31.8%,0.0%,0,0,27.3%,6,3,0.0%,0,0,1,10,9.1%,0,0,0
115,Kevin Brown\brownke04,29,BOS,1,2,2.00,2,100.0%,50.0%,0.0%,0.0%,50.0%,50.0%,,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
116,Roosevelt Brown*\brownro02,26,CHC,231,827,3.58,526,63.6%,15.4%,19.4%,35.7%,29.5%,84.6%,0.0%,53.8%,77.1%,43.3%,5.6%,13,1,11.3%,26,11,6.9%,16,11,9,41,18.0%,0,0,0
117,Brian Buchanan\buchabr01,28,TOT,245,873,3.56,586,67.1%,19.1%,28.2%,24.1%,28.7%,80.9%,0.0%,54.3%,65.2%,44.1%,2.9%,7,1,10.6%,26,14,4.9%,12,5,12,47,20.3%,0,0,0
118,Brian Buchanan\buchabr01,28,MIN,143,509,3.56,344,67.6%,18.9%,25.9%,25.6%,29.7%,81.1%,0.0%,54.8%,68.1%,42.0%,3.5%,5,0,9.1%,13,6,4.9%,7,3,6,27,18.2%,0,0,0
119,Brian Buchanan\buchabr01,28,SDP,102,364,3.57,242,66.5%,19.4%,31.4%,21.9%,27.3%,80.6%,0.0%,53.6%,61.0%,47.1%,2.0%,2,1,12.7%,13,8,4.9%,5,2,6,20,23.1%,0,0,0
120,Mike Buddie\buddimi01,31,MIL,2,8,4.00,7,87.5%,28.6%,14.3%,42.9%,14.3%,71.4%,0.0%,62.5%,80.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
121,Mark Buehrle*\buehrma01,23,CHW,6,25,4.17,20,80.0%,25.0%,25.0%,40.0%,10.0%,75.0%,0.0%,60.0%,66.7%,66.7%,0.0%,0,0,33.3%,2,0,0.0%,0,0,2,1,50.0%,0,0,0
122,Dave Burba\burbada01,35,TOT,5,15,3.00,13,86.7%,15.4%,30.8%,38.5%,15.4%,84.6%,0.0%,73.3%,63.6%,60.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
123,Dave Burba\burbada01,35,TEX,5,15,3.00,13,86.7%,15.4%,30.8%,38.5%,15.4%,84.6%,0.0%,73.3%,63.6%,60.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
124,John Burkett\burkejo03,37,BOS,4,8,2.00,7,87.5%,0.0%,28.6%,28.6%,42.9%,100.0%,0.0%,87.5%,71.4%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
125,Ellis Burks\burksel01,37,CLE,573,2189,3.82,1319,60.6%,26.0%,16.1%,26.7%,31.2%,74.0%,1.4%,44.8%,78.3%,27.1%,4.5%,26,5,16.9%,97,45,10.3%,59,40,17,91,15.7%,0,0,0
126,A.J. Burnett\burnea.01,25,FLA,69,252,3.65,170,67.5%,34.1%,27.6%,17.1%,21.2%,65.9%,0.0%,44.4%,58.0%,34.8%,0.0%,0,0,4.3%,3,1,2.9%,2,1,10,18,35.7%,0,0,0
127,Jeromy Burnitz*\burnije01,33,NYM,552,2339,4.24,1447,62.2%,21.5%,22.0%,32.5%,24.0%,78.5%,1.6%,48.9%,71.9%,33.0%,4.9%,27,5,15.6%,86,41,11.8%,65,44,26,109,19.3%,0,0,0
128,Pat Burrell\burrepa01,25,PHI,685,2826,4.13,1645,58.8%,30.6%,17.0%,25.7%,26.7%,69.4%,2.5%,40.8%,75.5%,26.9%,7.3%,50,8,19.0%,130,52,13.9%,95,45,52,101,34.0%,0,0,0
129,Sean Burroughs*\burrose01,21,SDP,209,713,3.41,477,67.3%,21.4%,11.7%,32.7%,34.2%,78.6%,1.7%,52.9%,85.1%,34.4%,4.3%,9,1,13.4%,28,10,4.3%,9,4,8,22,26.7%,0,0,0
130,Homer Bush\bushho01,29,TOT,141,488,3.46,333,68.2%,27.9%,17.1%,22.2%,32.7%,72.1%,0.0%,49.2%,76.3%,34.0%,4.3%,6,1,12.8%,18,5,5.7%,8,3,3,22,12.0%,0,0,0
131,Homer Bush\bushho01,29,TOR,83,268,3.23,183,68.3%,24.0%,18.0%,21.3%,36.6%,76.0%,0.0%,51.9%,76.3%,42.2%,3.6%,3,0,14.5%,12,3,7.2%,6,3,0,12,0.0%,0,0,0
132,Homer Bush\bushho01,29,FLA,58,220,3.79,150,68.2%,32.7%,16.0%,23.3%,28.0%,67.3%,0.0%,45.9%,76.2%,22.4%,5.2%,3,1,10.3%,6,2,3.4%,2,0,3,10,23.1%,0,0,0
133,Brent Butler\butlebr02,24,COL,369,1099,2.98,747,68.6%,20.3%,11.0%,26.9%,41.8%,79.7%,2.8%,54.6%,86.2%,39.3%,3.3%,12,0,11.1%,41,22,5.7%,21,19,10,30,25.0%,0,0,0
134,Mike Bynum*\bynummi01,24,SDP,8,32,4.00,23,71.9%,34.8%,21.7%,21.7%,21.7%,65.2%,0.0%,46.9%,66.7%,37.5%,12.5%,1,0,12.5%,1,0,12.5%,1,1,0,3,0.0%,0,0,0
135,Marlon Byrd\byrdma01,24,PHI,36,134,3.72,87,64.9%,37.9%,17.2%,13.8%,31.0%,62.1%,0.0%,40.3%,72.2%,11.1%,2.8%,1,0,13.9%,5,3,11.1%,4,2,4,4,50.0%,0,0,0
136,Paul Byrd\byrdpa01,31,KCR,2,9,4.50,7,77.8%,42.9%,0.0%,57.1%,0.0%,57.1%,0.0%,44.4%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,0,100.0%,0,0,0
137,Eric Byrnes\byrneer01,26,OAK,104,377,3.63,246,65.3%,29.3%,13.4%,24.8%,32.5%,70.7%,0.0%,46.2%,81.0%,23.1%,2.9%,3,0,8.7%,9,4,5.8%,6,2,5,12,29.4%,0,0,0
138,Jolbert Cabrera\cabrejo02,29,TOT,94,334,3.55,212,63.5%,24.5%,16.0%,25.9%,33.5%,75.5%,0.0%,47.9%,78.8%,26.6%,6.4%,6,0,13.8%,13,6,6.4%,6,2,4,11,26.7%,0,0,0
139,Jolbert Cabrera\cabrejo02,29,CLE,79,280,3.54,184,65.7%,25.5%,15.2%,26.6%,32.6%,74.5%,0.0%,48.9%,79.6%,25.3%,3.8%,3,0,10.1%,8,4,6.3%,5,1,3,10,23.1%,0,0,0
140,Jolbert Cabrera\cabrejo02,29,LAD,15,54,3.60,28,51.9%,17.9%,21.4%,21.4%,39.3%,82.1%,0.0%,42.6%,73.9%,33.3%,20.0%,3,0,33.3%,5,2,6.7%,1,1,1,1,50.0%,0,0,0
141,Jose Cabrera\cabrejo01,30,MIL,20,69,3.45,52,75.4%,28.8%,34.6%,17.3%,19.2%,71.2%,0.0%,53.6%,51.4%,30.0%,0.0%,0,0,5.0%,1,0,0.0%,0,0,1,9,10.0%,0,0,0
142,Orlando Cabrera\cabreor01,27,MON,628,2234,3.56,1426,64.3%,27.8%,10.1%,25.5%,36.7%,72.2%,1.9%,46.4%,86.0%,27.4%,5.9%,37,1,16.4%,103,35,8.4%,53,38,6,47,11.3%,0,0,0
143,Miguel Cairo\cairomi01,28,STL,208,748,3.60,475,64.2%,28.4%,11.2%,27.6%,32.8%,71.6%,2.9%,45.9%,84.4%,24.5%,3.4%,7,1,11.1%,23,6,6.3%,13,7,10,26,27.8%,0,0,0
144,Mike Cameron\camermi01,29,SEA,640,2609,4.08,1550,59.6%,33.1%,16.2%,26.3%,24.4%,66.9%,0.9%,39.9%,75.8%,24.7%,6.4%,41,2,15.2%,97,32,13.3%,85,44,64,112,36.4%,0,0,0
145,Jay Canizaro\canizja01,28,MIN,127,449,3.54,280,62.4%,25.7%,12.5%,28.6%,33.2%,74.3%,0.0%,46.3%,83.2%,28.3%,5.5%,7,0,15.7%,20,8,8.7%,11,6,9,13,40.9%,0,0,0
146,Javier Cardona\cardoja01,26,SDP,42,147,3.50,98,66.7%,18.4%,16.3%,34.7%,30.6%,81.6%,0.0%,54.4%,80.0%,42.9%,0.0%,0,0,4.8%,2,2,4.8%,2,0,0,10,0.0%,0,0,0
147,Chris Carpenter\carpech01,27,TOR,2,4,2.00,4,100.0%,25.0%,0.0%,25.0%,50.0%,75.0%,,75.0%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
148,Giovanni Carrara\carragi01,34,LAD,8,25,3.13,19,76.0%,26.3%,15.8%,36.8%,21.1%,73.7%,0.0%,56.0%,78.6%,37.5%,12.5%,1,0,25.0%,2,0,0.0%,0,0,0,3,0.0%,0,0,0
149,Jamey Carroll\carroja01,28,MON,81,306,3.78,202,66.0%,31.7%,5.4%,31.7%,31.2%,68.3%,0.0%,45.1%,92.0%,22.2%,1.2%,1,0,12.3%,10,5,3.7%,3,1,9,3,75.0%,0,0,0
150,Mike Caruso*\carusmi01,25,KCR,21,62,2.95,42,67.7%,35.7%,11.9%,9.5%,42.9%,64.3%,0.0%,43.5%,81.5%,28.6%,4.8%,1,0,9.5%,2,0,4.8%,1,1,0,2,0.0%,0,0,0
151,Raul Casanova#\casanra01,29,TOT,100,334,3.34,205,64.5%,25.9%,19.0%,21.0%,34.1%,74.1%,12.4%,47.8%,74.3%,31.0%,8.0%,8,0,16.0%,16,6,9.0%,9,5,2,17,10.5%,0,0,0
152,Raul Casanova#\casanra01,29,MIL,99,328,3.31,202,64.7%,25.2%,18.8%,21.3%,34.7%,74.8%,12.7%,48.4%,74.8%,31.3%,7.1%,7,0,15.2%,15,6,8.1%,8,5,2,16,11.1%,0,0,0
153,Raul Casanova#\casanra01,29,BAL,1,6,6.00,3,50.0%,66.7%,33.3%,0.0%,0.0%,33.3%,0.0%,16.7%,0.0%,0.0%,100.0%,1,0,100.0%,1,0,100.0%,1,0,0,1,0.0%,0,0,0
154,Sean Casey*\caseyse01,27,CIN,479,1629,3.40,1011,62.9%,23.1%,10.0%,29.2%,37.7%,76.9%,3.6%,48.4%,87.0%,30.1%,5.8%,28,0,12.7%,61,22,7.7%,37,19,16,31,34.0%,0,0,0
155,Kevin Cash\cashke01,24,TOR,15,69,4.60,44,63.8%,22.7%,18.2%,36.4%,22.7%,77.3%,0.0%,49.3%,76.5%,40.0%,0.0%,0,0,20.0%,3,3,6.7%,1,1,2,2,50.0%,0,0,0
156,Vinny Castilla\castivi02,34,ATL,578,1813,3.14,1250,69.4%,12.6%,18.0%,31.0%,38.4%,87.4%,2.3%,60.7%,79.4%,52.8%,2.9%,17,1,10.0%,58,36,3.6%,21,17,11,58,15.9%,0,0,0
157,Alberto Castillo\castial01,32,NYY,41,145,3.54,103,71.0%,37.9%,11.7%,23.3%,27.2%,62.1%,0.0%,44.1%,81.3%,29.3%,2.4%,1,0,7.3%,3,1,2.4%,1,0,6,6,50.0%,0,0,0
158,Frank Castillo\castifr01,33,BOS,2,8,4.00,5,62.5%,40.0%,20.0%,20.0%,20.0%,60.0%,0.0%,37.5%,66.7%,50.0%,0.0%,0,0,50.0%,1,0,0.0%,0,0,1,0,100.0%,0,0,0
159,Luis Castillo#\castilu01,26,FLA,668,2617,3.92,1613,62.0%,36.5%,6.0%,24.4%,33.2%,63.5%,1.6%,39.4%,90.5%,18.7%,6.0%,40,1,16.2%,108,24,12.7%,85,30,32,44,42.1%,0,0,0
160,Juan Castro\castrju01,30,CIN,91,323,3.55,212,65.6%,23.1%,14.6%,31.1%,31.1%,76.9%,0.0%,50.5%,81.0%,39.6%,2.2%,2,0,7.7%,7,2,8.8%,8,3,7,11,38.9%,0,0,0
161,Ramon Castro\castrra01,26,FLA,120,470,3.92,289,62.8%,22.8%,17.0%,32.2%,28.0%,77.2%,5.5%,48.5%,78.0%,30.0%,5.8%,7,0,15.0%,18,8,8.3%,10,5,8,16,33.3%,0,0,0
162,Frank Catalanotto*\catalfr01,28,TEX,250,905,3.62,561,62.0%,30.8%,9.1%,26.2%,33.9%,69.2%,0.0%,42.9%,86.9%,26.8%,3.6%,9,0,14.0%,35,7,12.4%,31,6,8,19,29.6%,0,0,0
163,Roger Cedeno#\cedenro01,27,NYM,563,2065,3.67,1293,62.7%,29.1%,12.8%,25.2%,32.9%,70.9%,0.5%,44.5%,82.0%,27.7%,5.9%,33,0,15.8%,89,31,10.3%,58,33,25,66,27.2%,0,0,0
164,Matthew Cepicky*\cepicma01,24,MON,78,297,3.81,186,63.3%,17.2%,27.4%,26.9%,28.5%,82.8%,2.7%,52.4%,66.9%,39.7%,1.3%,1,0,12.8%,10,8,6.4%,5,2,3,18,14.3%,0,0,0
165,Jaime Cerda*\cerdaja01,23,NYM,1,2,2.00,1,50.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
166,Shawn Chacon\chacosh01,24,COL,37,106,2.86,86,81.1%,16.3%,31.4%,25.6%,26.7%,83.7%,0.0%,67.9%,62.5%,75.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,5,8,35.7%,0,0,0
167,Endy Chavez*\chaveen01,24,MON,138,476,3.45,316,66.4%,29.4%,7.6%,25.9%,37.0%,70.6%,0.0%,46.8%,89.2%,25.4%,3.6%,5,1,12.3%,17,3,8.0%,11,6,5,11,31.3%,0,0,0
168,Eric Chavez*\chaveer01,24,OAK,653,2528,3.87,1570,63.2%,24.6%,16.3%,29.2%,29.8%,75.4%,4.4%,47.6%,78.4%,30.6%,6.9%,45,3,17.0%,111,49,7.5%,49,29,28,91,23.5%,0,0,0
169,Raul Chavez\chavera01,29,HOU,6,22,3.67,13,59.1%,15.4%,46.2%,7.7%,30.8%,84.6%,0.0%,50.0%,45.5%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
170,Bruce Chen*\chenbr01,25,TOT,17,59,3.47,41,69.5%,29.3%,12.2%,26.8%,31.7%,70.7%,0.0%,49.2%,82.8%,29.4%,0.0%,0,0,11.8%,2,0,5.9%,1,0,2,2,50.0%,0,0,0
171,Bruce Chen*\chenbr01,25,MON,13,42,3.23,29,69.0%,34.5%,6.9%,24.1%,34.5%,65.5%,0.0%,45.2%,89.5%,30.8%,0.0%,0,0,15.4%,2,0,7.7%,1,0,2,1,66.7%,0,0,0
172,Bruce Chen*\chenbr01,25,CIN,4,17,4.25,12,70.6%,16.7%,25.0%,33.3%,25.0%,83.3%,0.0%,58.8%,70.0%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
173,Chin-Feng Chen\chench01,24,LAD,6,25,4.17,16,64.0%,31.3%,25.0%,31.3%,12.5%,68.8%,0.0%,44.0%,63.6%,16.7%,16.7%,1,0,16.7%,1,0,33.3%,2,2,0,3,0.0%,0,0,0
174,Matt Childers\childma01,23,MIL,1,3,3.00,2,66.7%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,33.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
175,Randy Choate*\choatra01,26,NYY,1,1,1.00,1,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
176,Hee-Seop Choi*\choihe01,23,CHC,57,241,4.23,145,60.2%,21.4%,20.7%,33.8%,24.1%,78.6%,0.0%,47.3%,73.7%,35.1%,3.5%,2,1,15.8%,9,4,15.8%,9,7,4,11,26.7%,0,0,0
177,McKay Christensen*\chrismc01,26,NYM,4,13,3.25,6,46.2%,50.0%,0.0%,16.7%,33.3%,50.0%,0.0%,23.1%,100.0%,25.0%,25.0%,1,0,25.0%,1,0,25.0%,1,0,1,0,100.0%,0,0,0
178,Ryan Christenson\chrisry01,28,MIL,66,252,3.82,158,62.7%,33.5%,15.8%,20.3%,30.4%,66.5%,0.0%,41.7%,76.2%,25.8%,3.0%,2,0,10.6%,7,2,3.0%,2,0,5,8,38.5%,0,0,0
179,Alex Cintron#\cintral01,23,ARI,90,307,3.41,195,65.0%,25.6%,9.7%,31.3%,33.3%,74.4%,6.3%,48.3%,86.9%,35.6%,11.1%,10,0,15.6%,14,2,7.8%,7,5,7,5,53.8%,0,0,0
180,Jeff Cirillo\cirilje01,32,SEA,549,1923,3.50,1251,65.1%,24.5%,11.5%,28.9%,35.2%,75.5%,0.0%,49.1%,84.8%,31.5%,4.0%,22,0,9.8%,54,21,7.5%,41,26,18,49,26.9%,0,0,0
181,Brady Clark\clarkbr02,29,TOT,87,329,3.78,209,65.1%,30.1%,8.1%,29.2%,32.5%,69.9%,6.7%,45.5%,88.4%,20.7%,5.7%,5,0,16.1%,14,6,8.0%,7,3,1,10,9.1%,0,0,0
182,Brady Clark\clarkbr02,29,CIN,74,280,3.78,177,65.1%,29.9%,7.3%,29.9%,32.8%,70.1%,7.8%,45.6%,89.5%,23.0%,6.8%,5,0,17.6%,13,6,8.1%,6,3,1,8,11.1%,0,0,0
183,Brady Clark\clarkbr02,29,NYM,13,49,3.77,32,65.3%,31.3%,12.5%,25.0%,31.3%,68.8%,0.0%,44.9%,81.8%,7.7%,0.0%,0,0,7.7%,1,0,7.7%,1,0,0,2,0.0%,0,0,0
184,Howie Clark*\clarkho02,28,BAL,58,188,3.24,127,67.6%,25.2%,7.1%,30.7%,37.0%,74.8%,0.0%,50.5%,90.5%,32.8%,1.7%,1,0,13.8%,8,7,3.4%,2,2,3,3,50.0%,0,0,0
185,Tony Clark#\clarkto02,30,BOS,298,1136,3.81,721,63.5%,19.8%,22.5%,27.3%,30.4%,80.2%,0.0%,50.9%,72.0%,35.9%,3.4%,10,1,14.4%,43,25,7.0%,21,12,12,45,21.1%,0,0,0
186,Royce Clayton\claytro01,32,CHW,376,1295,3.44,882,68.1%,21.5%,14.5%,31.5%,32.4%,78.5%,0.0%,53.4%,81.5%,39.1%,3.5%,13,0,11.2%,42,14,6.4%,24,16,15,52,22.4%,0,0,0
187,Roger Clemens\clemero02,39,NYY,4,15,3.75,9,60.0%,11.1%,11.1%,44.4%,33.3%,88.9%,0.0%,53.3%,87.5%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
188,Matt Clement\clemema01,27,CHC,75,262,3.49,194,74.0%,20.6%,30.9%,29.4%,19.1%,79.4%,0.0%,58.8%,61.0%,50.7%,1.3%,1,0,6.7%,5,1,1.3%,1,0,10,24,29.4%,0,0,0
189,Dave Coggin\coggida01,25,PHI,11,46,4.18,28,60.9%,53.6%,17.9%,14.3%,14.3%,46.4%,0.0%,28.3%,61.5%,9.1%,0.0%,0,0,9.1%,1,0,0.0%,0,0,3,3,50.0%,0,0,0
190,Mike Colangelo\colanmi01,25,OAK,26,87,3.35,57,65.5%,40.4%,5.3%,15.8%,38.6%,59.6%,0.0%,39.1%,91.2%,19.2%,3.8%,1,0,3.8%,1,0,3.8%,1,0,1,1,50.0%,0,0,0
191,Greg Colbrunn\colbrgr01,32,ARI,187,678,3.63,402,59.6%,20.4%,16.7%,24.9%,38.1%,79.6%,1.4%,47.5%,79.1%,31.6%,2.7%,5,1,16.0%,30,19,9.6%,18,10,3,16,15.8%,0,0,0
192,Lou Collier\collilo01,28,MON,14,54,3.86,33,66.0%,27.3%,18.2%,27.3%,27.3%,72.7%,19.0%,48.0%,75.0%,14.3%,7.1%,1,0,7.1%,1,0,0.0%,0,0,1,2,33.3%,0,0,0
193,Bartolo Colon\colonba01,29,TOT,49,159,3.24,126,79.2%,18.3%,37.3%,24.6%,19.8%,81.7%,0.0%,64.8%,54.4%,42.9%,0.0%,0,0,4.1%,2,1,0.0%,0,0,3,19,13.0%,0,0,0
194,Bartolo Colon\colonba01,29,CLE,6,26,4.33,18,69.2%,22.2%,27.8%,33.3%,16.7%,77.8%,0.0%,53.8%,64.3%,33.3%,0.0%,0,0,33.3%,2,1,0.0%,0,0,1,1,33.3%,0,0,0
195,Bartolo Colon\colonba01,29,MON,43,133,3.09,108,81.2%,17.6%,38.9%,23.1%,20.4%,82.4%,0.0%,66.9%,52.8%,44.2%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,18,10.0%,0,0,0
196,Clay Condrey\condrcl01,26,SDP,6,21,3.50,16,76.2%,25.0%,37.5%,18.8%,18.8%,75.0%,0.0%,57.1%,50.0%,33.3%,0.0%,0,0,16.7%,1,0,0.0%,0,0,0,3,0.0%,0,0,0
197,Jeff Conine\coninje01,36,BAL,493,1790,3.63,1130,63.8%,25.6%,9.8%,29.6%,35.0%,74.4%,3.0%,47.5%,86.8%,37.5%,4.7%,23,1,14.0%,69,29,7.1%,35,26,24,42,36.4%,0,0,0
198,Jason Conti*\contija01,27,TBD,247,950,3.85,621,65.6%,20.8%,19.2%,32.5%,27.5%,79.2%,0.9%,52.0%,75.8%,33.6%,5.3%,13,2,15.4%,38,10,9.3%,23,15,6,49,10.9%,0,0,0
199,Aaron Cook\cookaa01,23,COL,12,26,2.17,22,84.6%,22.7%,0.0%,22.7%,54.5%,77.3%,0.0%,65.4%,100.0%,58.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
200,Mike Coolbaugh\coolbmi01,30,STL,14,43,3.07,28,65.1%,21.4%,25.0%,17.9%,35.7%,78.6%,0.0%,51.2%,68.2%,57.1%,0.0%,0,0,7.1%,1,0,0.0%,0,0,0,3,0.0%,0,0,0
201,Ron Coomer\coomero01,35,NYY,156,515,3.30,342,66.9%,22.5%,15.2%,25.1%,37.1%,77.5%,2.3%,51.9%,80.4%,35.3%,2.6%,4,0,10.3%,16,9,7.7%,12,8,4,19,17.4%,0,0,0
202,Alex Cora*\coraal01,26,LAD,295,1125,3.81,721,64.9%,34.3%,7.2%,27.7%,30.8%,65.7%,3.5%,42.7%,89.0%,21.4%,7.8%,23,2,14.6%,43,5,7.1%,21,10,9,29,23.7%,0,0,0
203,Francisco Cordero\cordefr01,27,TEX,1,3,3.00,3,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,0,0
204,Wil Cordero\cordewi01,30,TOT,186,720,3.87,421,58.5%,28.5%,15.2%,24.0%,32.3%,71.5%,0.0%,41.8%,78.7%,19.9%,5.9%,11,0,19.9%,37,19,5.9%,11,6,8,21,27.6%,0,0,0
205,Wil Cordero\cordewi01,30,CLE,18,80,4.44,54,67.5%,20.4%,14.8%,37.0%,27.8%,79.6%,0.0%,53.8%,81.4%,5.6%,0.0%,0,0,22.2%,4,4,0.0%,0,0,1,2,33.3%,0,0,0
206,Wil Cordero\cordewi01,30,MON,168,640,3.81,367,57.3%,29.7%,15.3%,22.1%,33.0%,70.3%,0.0%,40.3%,78.3%,21.4%,6.5%,11,0,19.6%,33,15,6.5%,11,6,7,19,26.9%,0,0,0
207,Marty Cordova\cordoma01,32,BAL,515,1956,3.80,1217,62.5%,25.2%,20.4%,25.5%,28.9%,74.8%,1.4%,46.8%,72.7%,36.5%,3.5%,18,4,13.4%,69,38,7.4%,38,20,29,82,26.1%,0,0,0
208,Mark Corey\coreyma02,27,TOT,2,6,3.00,6,100.0%,33.3%,66.7%,0.0%,0.0%,66.7%,,66.7%,0.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
209,Mark Corey\coreyma02,27,NYM,1,3,3.00,3,100.0%,33.3%,66.7%,0.0%,0.0%,66.7%,,66.7%,0.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
210,Mark Corey\coreyma02,27,COL,1,3,3.00,3,100.0%,33.3%,66.7%,0.0%,0.0%,66.7%,,66.7%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
211,Rheal Cormier*\cormirh01,35,PHI,4,12,3.00,7,58.3%,28.6%,28.6%,0.0%,42.9%,71.4%,0.0%,41.7%,60.0%,25.0%,0.0%,0,0,25.0%,1,0,0.0%,0,0,0,0,,0,0,0
212,Humberto Cota\cotahu01,23,PIT,18,57,3.17,38,71.7%,18.4%,26.3%,21.1%,34.2%,81.6%,21.1%,58.5%,67.7%,38.9%,5.6%,1,0,5.6%,1,0,0.0%,0,0,1,3,25.0%,0,0,0
213,Craig Counsell*\counscr01,31,ARI,493,1943,3.94,1184,61.3%,38.8%,6.7%,21.4%,33.2%,61.2%,1.4%,37.5%,89.1%,12.0%,6.7%,33,0,17.2%,85,18,12.4%,61,22,11,41,21.2%,0,0,0
214,Steve Cox*\coxst01,27,TBD,636,2327,3.66,1411,61.1%,21.8%,17.1%,29.2%,31.9%,78.2%,1.9%,47.7%,78.2%,32.7%,4.7%,30,4,16.4%,104,57,7.4%,47,27,24,92,20.7%,0,0,0
215,Carl Crawford*\crawfca02,20,TBD,279,916,3.28,651,71.1%,13.4%,18.9%,33.2%,34.6%,86.6%,0.0%,61.6%,78.2%,48.7%,1.4%,4,0,8.2%,23,16,4.3%,12,6,3,38,7.3%,0,0,0
216,Joe Crede\credejo01,24,CHW,209,691,3.31,485,70.2%,24.5%,17.9%,24.3%,33.2%,75.5%,0.0%,53.0%,76.2%,36.4%,2.4%,5,0,10.0%,21,7,4.8%,10,6,7,33,17.5%,0,0,0
217,Doug Creek*\creekdo01,33,TOT,1,8,8.00,5,62.5%,40.0%,0.0%,60.0%,0.0%,60.0%,0.0%,37.5%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
218,Doug Creek*\creekdo01,33,TBD,1,8,8.00,5,62.5%,40.0%,0.0%,60.0%,0.0%,60.0%,0.0%,37.5%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
219,Cesar Crespo#\crespce01,23,SDP,33,110,3.33,66,60.0%,22.7%,24.2%,16.7%,36.4%,77.3%,0.0%,46.4%,68.6%,48.5%,9.1%,3,0,12.1%,4,1,6.1%,2,1,2,4,33.3%,0,0,0
220,Coco Crisp#\crispco01,22,CLE,143,514,3.59,327,63.6%,35.2%,9.8%,20.5%,34.6%,64.8%,0.0%,41.2%,84.9%,27.3%,4.9%,7,0,16.1%,23,7,9.8%,14,4,7,12,36.8%,0,0,0
221,Mike Crudale\crudami01,25,STL,2,6,3.00,6,100.0%,50.0%,0.0%,33.3%,16.7%,50.0%,,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
