Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
175,Jamie Burke\burkeja02,29,ANA,AL,9,5,5,1,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,6,1,0,0,0,0,0,/23D
176,John Burkett\burkejo03,36,ATL,NL,34,75,65,2,6,0,0,0,1,0,0,3,29,.092,.132,.092,.225,-41,6,5,0,7,0,0,1
177,Morgan Burkhart#\burkhmo01,29,BOS,AL,11,34,33,3,6,1,0,1,4,0,0,1,11,.182,.206,.303,.509,32,10,1,0,0,0,0,/D3
178,Ellis Burks\burksel01,36,CLE,AL,124,515,439,83,123,29,1,28,74,5,1,62,85,.280,.369,.542,.911,137,238,16,5,0,9,2,D7/9
179,A.J. Burnett\burnea.01,24,FLA,NL,27,59,50,0,4,1,0,0,0,0,0,1,27,.080,.115,.100,.215,-42,5,0,1,7,0,0,1
180,Jeromy Burnitz*\burnije01,32,MIL,NL,154,651,562,104,141,32,4,34,100,0,4,80,150,.251,.347,.504,.851,119,283,8,5,0,4,9,*9
181,Pat Burrell\burrepa01,24,PHI,NL,155,618,539,70,139,29,2,27,89,2,1,70,162,.258,.346,.469,.816,111,253,12,5,0,4,7,*7/D
182,Homer Bush\bushho01,28,TOR,AL,78,291,271,32,83,11,1,3,27,13,4,8,50,.306,.336,.387,.723,89,105,2,6,2,4,1,4
183,Brent Butler\butlebr02,23,COL,NL,53,131,119,17,29,7,1,1,14,1,1,7,7,.244,.287,.345,.631,50,41,4,1,2,2,0,46/5
184,Paul Byrd\byrdpa01,30,TOT,MLB,20,8,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-13,1,0,0,2,0,0,1
185,Paul Byrd\byrdpa01,30,PHI,NL,4,3,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,164,1,0,0,1,0,0,/1
186,Paul Byrd\byrdpa01,30,KCR,AL,16,5,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
187,Eric Byrnes\byrneer01,25,OAK,AL,19,43,38,9,9,1,0,3,5,1,0,4,6,.237,.326,.500,.826,116,19,0,1,0,0,0,/7D98
188,Jolbert Cabrera\cabrejo02,28,CLE,AL,141,312,287,50,75,16,3,1,38,10,4,16,41,.261,.312,.348,.660,75,100,4,6,1,2,0,784596/D
189,Jose Cabrera\cabrejo01,29,ATL,NL,55,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
190,Orlando Cabrera\cabreor01,26,MON,NL,162,684,626,64,173,41,6,14,96,19,7,43,54,.276,.324,.428,.752,92,268,15,4,4,7,5,*6
191,Miguel Cairo\cairomi01,27,TOT,NL,93,182,156,25,46,8,1,3,16,2,1,18,23,.295,.366,.417,.782,106,65,4,0,7,1,1,54/763
192,Miguel Cairo\cairomi01,27,CHC,NL,66,147,123,20,35,3,1,2,9,2,1,16,21,.285,.364,.374,.738,96,46,3,0,7,1,1,54/6
193,Miguel Cairo\cairomi01,27,STL,NL,27,35,33,5,11,5,0,1,7,0,0,2,2,.333,.371,.576,.947,140,19,1,0,0,0,0,/74536
194,Mickey Callaway\callami01,26,TBD,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
195,Mike Cameron\camermi01,28,SEA,AL,150,633,540,99,144,30,5,25,110,34,5,69,155,.267,.353,.480,.832,123,259,13,10,1,13,3,*8/D
196,Ken Caminiti#\caminke01,38,TOT,MLB,118,404,356,36,81,17,1,15,41,0,1,43,85,.228,.312,.407,.719,84,145,7,2,0,3,3,53/D
197,Ken Caminiti#\caminke01,38,TEX,AL,54,211,185,24,43,8,1,9,25,0,0,22,41,.232,.318,.432,.750,93,80,5,2,0,2,2,5
198,Ken Caminiti#\caminke01,38,ATL,NL,64,193,171,12,38,9,0,6,16,0,1,21,44,.222,.306,.380,.686,74,65,2,0,0,1,1,35/D
199,Jose Canseco\cansejo01,36,CHW,AL,76,306,256,46,66,8,0,16,49,2,1,45,75,.258,.366,.477,.843,117,122,4,1,0,4,1,D/9
200,Javier Cardona\cardoja01,25,DET,AL,46,102,96,10,25,8,0,1,10,0,1,2,12,.260,.280,.375,.655,76,36,2,1,2,1,0,2/D
201,Chris Carpenter\carpech01,26,TOR,AL,34,7,6,0,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,-12,1,0,0,1,0,0,1
202,Giovanni Carrara\carragi01,33,LAD,NL,47,12,12,1,3,0,0,0,0,0,0,0,2,.250,.250,.250,.500,35,3,0,0,0,0,0,1
203,Hector Carrasco\carrahe01,31,MIN,AL,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
204,Raul Casanova#\casanra01,28,MIL,NL,71,208,192,21,50,10,0,11,33,0,0,12,29,.260,.303,.484,.787,102,93,3,1,0,3,2,2/D
205,Sean Casey*\caseyse01,26,CIN,NL,145,588,533,69,165,40,0,13,89,3,1,43,63,.310,.369,.458,.827,108,244,16,9,0,3,8,*3/D
206,Vinny Castilla\castivi02,33,TOT,MLB,146,581,538,69,140,34,1,25,91,1,4,35,108,.260,.308,.467,.775,94,251,22,4,0,4,3,*5/6
207,Vinny Castilla\castivi02,33,TBD,AL,24,97,93,7,20,6,0,2,9,0,0,3,22,.215,.247,.344,.592,56,32,3,1,0,0,0,5
208,Vinny Castilla\castivi02,33,HOU,NL,122,484,445,62,120,28,1,23,82,1,4,32,86,.270,.320,.492,.812,101,219,19,3,0,4,3,*5/6
209,Alberto Castillo\castial01,31,TOR,AL,66,146,131,9,26,4,0,1,4,1,1,7,30,.198,.255,.252,.507,34,33,2,3,5,0,0,2
210,Carlos Castillo\castica02,26,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
211,Frank Castillo\castifr01,32,BOS,AL,26,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
212,Luis Castillo#\castilu01,25,FLA,NL,134,612,537,76,141,16,10,2,45,33,16,67,90,.263,.344,.341,.685,82,183,6,1,4,3,0,*4
213,Juan Castro\castrju01,29,CIN,NL,96,261,242,27,54,10,0,3,13,0,0,13,50,.223,.261,.302,.562,42,73,9,0,4,2,2,645/3
214,Ramon Castro\castrra01,25,FLA,NL,7,12,11,0,2,0,0,0,1,0,0,1,1,.182,.250,.182,.432,17,2,0,0,0,0,0,/2
215,Frank Catalanotto*\catalfr01,27,TEX,AL,133,512,463,77,153,31,5,11,54,15,5,39,55,.330,.391,.490,.882,128,227,5,8,1,1,3,7945/3D
216,Roger Cedeno#\cedenro01,26,DET,AL,131,572,523,79,153,14,11,6,48,55,15,36,83,.293,.337,.396,.733,99,207,5,2,6,5,1,*89/D
217,Shawn Chacon\chacosh01,23,COL,NL,27,55,47,2,2,0,0,0,1,0,0,0,22,.043,.063,.043,.105,-74,2,1,1,7,0,0,1
218,Norm Charlton#\charlno01,38,SEA,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
219,Endy Chavez*\chaveen01,23,KCR,AL,29,80,77,4,16,2,0,0,5,0,2,3,8,.208,.238,.234,.471,23,18,3,0,0,0,0,7/89
220,Eric Chavez*\chaveer01,23,OAK,AL,151,604,552,91,159,43,0,32,114,8,2,41,99,.288,.338,.540,.878,129,298,7,4,0,7,9,*5/3D6
221,Bruce Chen*\chenbr01,24,TOT,NL,27,52,47,1,6,0,0,0,0,0,0,0,19,.128,.128,.128,.255,-32,6,1,0,5,0,0,1
222,Bruce Chen*\chenbr01,24,PHI,NL,16,31,28,1,3,0,0,0,0,0,0,0,10,.107,.107,.107,.214,-43,3,0,0,3,0,0,1
223,Bruce Chen*\chenbr01,24,NYM,NL,11,21,19,0,3,0,0,0,0,0,0,0,9,.158,.158,.158,.316,-16,3,1,0,2,0,0,1
224,Scott Chiasson\chiassc01,23,CHC,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
225,Randy Choate*\choatra01,25,NYY,AL,37,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
226,Bobby Chouinard\chouibo01,29,COL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
227,McKay Christensen*\chrismc01,25,TOT,MLB,35,60,53,7,17,2,0,1,7,3,2,3,12,.321,.400,.415,.815,119,22,0,4,0,0,0,8/7
228,McKay Christensen*\chrismc01,25,CHW,AL,7,5,4,0,1,0,0,0,0,0,0,0,2,.250,.400,.250,.650,75,1,0,1,0,0,0,/8
229,McKay Christensen*\chrismc01,25,LAD,NL,28,55,49,7,16,2,0,1,7,3,2,3,10,.327,.400,.429,.829,123,21,0,3,0,0,0,8/7
230,Ryan Christenson\chrisry01,27,TOT,MLB,26,9,8,4,1,1,0,0,1,1,0,1,2,.125,.222,.250,.472,22,2,0,0,0,0,0,/798D
231,Ryan Christenson\chrisry01,27,OAK,AL,7,4,4,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/98D7
232,Ryan Christenson\chrisry01,27,ARI,NL,19,5,4,3,1,1,0,0,1,1,0,1,1,.250,.400,.500,.900,124,2,0,0,0,0,0,/78
233,Jason Christiansen\chrisja01,31,TOT,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
234,Jason Christiansen\chrisja01,31,STL,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
235,Jason Christiansen\chrisja01,31,SFG,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
236,Tim Christman*\christi01,26,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
237,Alex Cintron#\cintral01,22,ARI,NL,8,7,7,0,2,0,1,0,0,0,0,0,0,.286,.286,.571,.857,107,4,0,0,0,0,0,/6
238,Jeff Cirillo\cirilje01,31,COL,NL,138,586,528,72,165,26,4,17,83,12,2,43,63,.313,.364,.473,.838,98,250,15,5,1,9,6,*5
239,Stubby Clapp*\clappst01,28,STL,NL,23,26,25,0,5,2,0,0,1,0,0,1,7,.200,.231,.280,.511,32,7,0,0,0,0,0,/47
240,Brady Clark\clarkbr02,28,CIN,NL,89,157,129,22,34,3,0,6,18,4,1,22,16,.264,.373,.426,.799,102,55,6,1,4,1,1,79/8D
241,Jermaine Clark*\clarkje02,24,DET,AL,3,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/D
242,Tony Clark#\clarkto02,29,DET,AL,126,497,428,67,123,29,3,16,75,0,1,62,108,.287,.374,.481,.856,131,206,14,1,0,6,10,3D
243,Royce Clayton\claytro01,31,CHW,AL,135,485,433,62,114,21,4,9,60,10,7,33,72,.263,.315,.393,.708,83,170,16,3,9,7,2,*6
244,Roger Clemens\clemero02,38,NYY,AL,33,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
245,Matt Clement\clemema01,26,FLA,NL,32,61,50,2,4,0,0,0,0,0,0,3,18,.080,.132,.080,.212,-42,4,0,0,8,0,0,1
246,Pasqual Coco\cocopa01,23,TOR,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
247,Tony Cogan*\coganto01,24,KCR,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
248,Dave Coggin\coggida01,24,PHI,NL,17,36,33,1,2,1,0,0,1,0,0,2,13,.061,.114,.091,.205,-45,3,0,0,1,0,0,1
249,Mike Colangelo\colanmi01,24,SDP,NL,50,100,91,10,22,3,3,2,8,0,0,8,30,.242,.310,.407,.717,91,37,3,1,0,0,0,78/9
250,Greg Colbrunn\colbrgr01,31,ARI,NL,59,110,97,12,28,8,0,4,18,0,0,9,14,.289,.373,.495,.868,115,48,5,4,0,0,0,35
251,Michael Coleman\colemmi01,25,NYY,AL,12,39,38,5,8,0,0,1,7,0,1,0,15,.211,.205,.289,.495,28,11,0,0,0,1,0,/8D97
252,Lou Collier\collilo01,27,MIL,NL,50,148,127,19,32,8,1,2,14,5,1,17,30,.252,.340,.378,.718,88,48,0,1,1,2,0,578/D
253,Jesus Colome\colomje01,23,TBD,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
254,Bartolo Colon\colonba01,28,CLE,AL,34,7,7,0,1,0,0,0,0,0,0,0,5,.143,.143,.143,.286,-24,1,0,0,0,0,0,1
255,David Cone*\coneda01,38,BOS,AL,25,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
256,Jeff Conine\coninje01,35,BAL,AL,139,601,524,75,163,23,2,14,97,12,8,64,75,.311,.386,.443,.829,123,232,12,5,0,8,6,3759D
257,Jason Conti*\contija01,26,ARI,NL,5,5,4,1,1,0,0,0,0,0,0,1,2,.250,.400,.250,.650,69,1,0,0,0,0,0,/9
258,Dennis Cook*\cookde01,38,TOT,NL,62,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
259,Dennis Cook*\cookde01,38,NYM,NL,43,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
260,Dennis Cook*\cookde01,38,PHI,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
261,Mike Coolbaugh\coolbmi01,29,MIL,NL,39,77,70,10,14,6,0,2,7,0,0,5,16,.200,.273,.371,.644,67,26,3,2,0,0,0,5/6
262,Ron Coomer\coomero01,34,CHC,NL,111,386,349,25,91,19,1,8,53,0,0,29,70,.261,.316,.390,.706,86,136,23,2,0,6,1,53/D
263,Brian Cooper\coopebr01,26,ANA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
264,Rocky Coppinger\coppiro01,27,MIL,NL,8,6,5,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1
265,Alex Cora*\coraal01,25,LAD,NL,134,449,405,38,88,18,3,4,29,0,2,31,58,.217,.285,.306,.591,59,124,16,8,3,2,6,*6/4
266,Francisco Cordero\cordefr01,26,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
267,Wil Cordero\cordewi01,29,CLE,AL,89,299,268,30,67,11,1,4,21,0,0,22,50,.250,.313,.343,.656,74,92,8,4,2,3,2,73D/9
268,Marty Cordova\cordoma01,31,CLE,AL,122,442,409,61,123,20,2,20,69,0,3,23,81,.301,.348,.506,.855,122,207,9,8,0,2,0,79/D8
269,Mark Corey\coreyma02,26,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
270,Rheal Cormier*\cormirh01,34,PHI,NL,60,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
271,Nate Cornejo\cornena01,21,DET,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
272,Humberto Cota\cotahu01,22,PIT,NL,7,9,9,0,2,0,0,0,1,0,0,0,5,.222,.222,.222,.444,15,2,0,0,0,0,0,/2
273,Craig Counsell*\counscr01,30,ARI,NL,141,535,458,76,126,22,3,4,38,6,8,61,76,.275,.359,.362,.721,82,166,9,2,6,6,3,645/3
274,Steve Cox*\coxst01,26,TBD,AL,108,378,342,37,88,22,0,12,51,2,2,24,75,.257,.323,.427,.750,99,146,11,10,0,2,0,3/7D9
275,Tim Crabtree\crabtti01,31,TEX,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
276,Paxton Crawford\crawfpa02,23,BOS,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
277,Joe Crede\credejo01,23,CHW,AL,17,55,50,1,11,1,1,0,7,1,0,3,11,.220,.273,.280,.553,45,14,1,1,0,1,0,5
278,Doug Creek*\creekdo01,32,TBD,AL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
279,Cesar Crespo#\crespce01,22,SDP,NL,55,179,153,27,32,6,0,4,12,6,2,25,50,.209,.320,.327,.647,75,50,2,0,1,0,0,48/7596
280,Felipe Crespo#\crespfe01,28,TOT,NL,73,125,107,9,20,4,1,4,15,1,1,11,34,.187,.266,.355,.621,63,38,2,2,1,4,1,3/74D9
281,Felipe Crespo#\crespfe01,28,SFG,NL,40,78,66,8,13,1,0,4,10,1,1,7,26,.197,.286,.394,.680,79,26,2,2,1,2,1,3/4D9
282,Felipe Crespo#\crespfe01,28,PHI,NL,33,47,41,1,7,3,1,0,5,0,0,4,8,.171,.234,.293,.527,37,12,0,0,0,2,0,/734
283,Jack Cressend\cressja01,26,MIN,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
284,D.T. Cromer*\cromed.01,30,CIN,NL,50,63,57,7,16,3,0,5,12,0,0,3,19,.281,.302,.596,.898,120,34,0,0,0,3,0,/3D
285,Deivi Cruz\cruzde01,28,DET,AL,110,438,414,39,106,28,1,7,52,4,1,17,46,.256,.291,.379,.670,81,157,13,4,1,2,0,*6/5
286,Jacob Cruz*\cruzja01,28,TOT,MLB,72,166,144,19,31,5,0,4,18,0,4,15,50,.215,.303,.333,.636,59,48,4,4,1,2,0,789
287,Jacob Cruz*\cruzja01,28,CLE,AL,28,76,68,12,15,4,0,3,11,0,2,5,23,.221,.303,.412,.714,87,28,3,3,0,0,0,8/97
288,Jacob Cruz*\cruzja01,28,COL,NL,44,90,76,7,16,1,0,1,7,0,2,10,27,.211,.303,.263,.567,37,20,1,1,1,2,0,7/98
289,Jose Cruz#\cruzjo02,27,TOR,AL,146,627,577,92,158,38,4,34,88,32,5,45,138,.274,.326,.530,.857,119,306,8,1,2,2,4,*87/D
290,Juan Cruz\cruzju02,22,CHC,NL,11,18,16,0,2,0,0,0,1,0,0,0,5,.125,.125,.125,.250,-33,2,1,0,2,0,0,/1
291,Nelson Cruz\cruzne01,28,HOU,NL,66,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-15,1,0,0,0,0,0,1
292,Darwin Cubillan\cubilda01,28,MON,NL,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
293,Michael Cuddyer\cuddymi01,22,MIN,AL,8,20,18,1,4,2,0,0,1,1,0,2,6,.222,.300,.333,.633,67,6,1,0,0,0,0,/35D
294,Midre Cummings*\cummimi01,29,ARI,NL,20,21,20,1,6,1,0,0,1,0,0,0,4,.300,.286,.350,.636,59,7,2,0,0,1,0,/79
295,Will Cunnane\cunnawi01,27,MIL,NL,32,7,7,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
296,Chad Curtis\curtich01,32,TEX,AL,38,130,115,24,29,3,0,3,10,7,1,14,21,.252,.338,.357,.695,81,41,3,1,0,0,0,87/9D
297,Jack Cust*\custja01,22,ARI,NL,3,3,2,0,1,0,0,0,0,0,0,1,0,.500,.667,.500,1.167,200,1,0,0,0,0,0,/7
298,Jeff D'Amico\d'amije01,25,MIL,NL,10,17,15,0,1,0,1,0,0,0,0,2,5,.067,.176,.200,.376,-1,3,0,0,0,0,0,1
299,Omar Daal*\daalom01,29,PHI,NL,32,63,55,7,13,1,0,0,5,0,0,1,10,.236,.250,.255,.505,33,14,4,0,7,0,0,1
300,Mark Dalesandro\dalesma01,33,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2
301,Johnny Damon*\damonjo01,27,OAK,AL,155,719,644,108,165,34,4,9,49,27,12,61,70,.256,.324,.363,.687,83,234,7,5,5,4,1,*87/9
302,Vic Darensbourg*\darenvi01,30,FLA,NL,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
303,Mike Darr*\darrmi02,25,SDP,NL,105,331,289,36,80,13,1,2,34,6,2,39,72,.277,.363,.349,.712,94,101,8,1,0,2,3,98/7
304,Brian Daubach*\daubabr01,29,BOS,AL,122,472,407,54,107,28,3,22,71,1,0,53,108,.263,.350,.509,.859,122,207,10,5,1,6,7,3/97
305,Jeff DaVanon#\davanje02,27,ANA,AL,40,100,88,7,17,2,1,5,9,1,3,11,29,.193,.280,.409,.689,78,36,1,0,0,1,0,98/D
306,Joe Davenport\davenjo01,25,COL,NL,7,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,381,1,0,0,0,0,0,/1
307,Tom Davey\daveyto01,27,SDP,NL,39,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
308,Ben Davis#\davisbe01,24,SDP,NL,138,526,448,56,107,20,0,11,57,4,4,66,112,.239,.337,.357,.694,88,160,13,4,1,7,5,*2/3
309,Doug Davis\davisdo02,25,TEX,AL,30,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
310,Eric Davis\daviser01,39,SFG,NL,74,171,156,17,32,7,3,4,22,1,1,13,38,.205,.269,.365,.634,67,57,4,1,0,1,0,9/D
311,Kane Davis\daviska01,26,COL,NL,57,5,5,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
312,Lance Davis\davisla01,24,CIN,NL,21,37,33,3,4,1,0,0,2,0,0,0,15,.121,.121,.152,.273,-31,5,0,0,4,0,0,1
313,Russ Davis\davisru01,31,SFG,NL,53,189,167,16,43,13,1,7,17,1,0,17,49,.257,.326,.473,.799,110,79,5,1,2,2,2,5/D
314,Tomas de la Rosa\delarto01,23,MON,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,
315,Valerio De Los Santos*\delosva01,28,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
316,Mike DeJean\dejeami01,30,MIL,NL,75,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
317,Carlos Delgado*\delgaca01,29,TOR,AL,162,704,574,102,160,31,1,39,102,3,0,111,136,.279,.408,.540,.948,146,310,9,16,0,3,22,*3
318,Wilson Delgado#\delgawi01,28,KCR,AL,14,28,25,1,3,0,0,0,1,0,0,3,10,.120,.214,.120,.334,-10,3,1,0,0,0,0,/654
319,David Dellucci*\delluda01,27,ARI,NL,115,241,217,28,60,10,2,10,40,2,1,22,52,.276,.349,.479,.828,105,104,2,2,0,0,4,98/7
320,Ryan Dempster\dempsry01,24,FLA,NL,34,78,61,1,3,1,0,0,0,0,0,1,29,.049,.065,.066,.130,-66,4,0,0,16,0,0,1
321,Mark DeRosa\derosma01,26,ATL,NL,66,184,164,27,47,8,0,3,20,2,1,12,19,.287,.350,.390,.740,89,64,3,5,1,2,6,6/4D57
322,Delino DeShields*\deshide01,32,TOT,MLB,126,417,351,55,82,17,5,5,37,23,2,59,77,.234,.344,.353,.697,87,124,8,1,4,2,1,74/D538
323,Delino DeShields*\deshide01,32,BAL,AL,58,222,188,29,37,8,2,3,21,11,1,31,42,.197,.312,.309,.621,69,58,3,1,1,1,1,7/D8
324,Delino DeShields*\deshide01,32,CHC,NL,68,195,163,26,45,9,3,2,16,12,1,28,35,.276,.380,.405,.785,108,66,5,0,3,1,0,74/53
325,Elmer Dessens\desseel01,30,CIN,NL,35,70,57,3,11,1,0,0,2,0,0,3,12,.193,.233,.211,.444,14,12,0,0,10,0,0,1
326,Matt DeWitt\dewitma01,23,TOR,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
327,Einar Diaz\diazei01,28,CLE,AL,134,478,437,54,121,34,1,4,56,1,2,17,44,.277,.328,.387,.714,88,169,11,16,8,0,0,*2/4
328,R.A. Dickey\dicker.01,26,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
329,Mike Difelice\difelmi01,32,TOT,MLB,60,187,170,14,32,5,1,2,10,1,1,8,49,.188,.239,.265,.504,34,45,3,4,3,2,0,2
330,Mike Difelice\difelmi01,32,TBD,AL,48,164,149,13,31,5,1,2,9,1,1,8,39,.208,.259,.295,.555,48,44,3,3,2,2,0,2
331,Mike Difelice\difelmi01,32,ARI,NL,12,23,21,1,1,0,0,0,1,0,0,0,10,.048,.091,.048,.139,-64,1,0,1,1,0,0,2
332,Craig Dingman\dingmcr01,27,COL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
333,Chris Donnels*\donnech01,35,LAD,NL,66,101,88,8,15,2,0,3,8,0,0,12,25,.170,.277,.295,.573,54,26,2,1,0,0,2,5/31
334,Octavio Dotel\doteloc01,27,HOU,NL,61,12,11,0,1,0,0,0,0,0,0,0,5,.091,.091,.091,.182,-54,1,0,0,1,0,0,1
335,Sean Douglass\douglse01,22,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
336,Kelly Dransfeldt\dranske01,26,TEX,AL,4,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/65
337,Darren Dreifort\dreifda01,29,LAD,NL,16,37,33,4,5,2,0,1,2,1,0,1,20,.152,.176,.303,.480,25,10,0,0,3,0,0,1
338,Ryan Drese\dresery01,25,CLE,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
339,J.D. Drew*\drewj.01,25,STL,NL,109,443,375,80,121,18,5,27,73,13,3,57,75,.323,.414,.613,1.027,161,230,6,4,3,4,4,98/7
340,Tim Drew\drewti01,22,CLE,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
341,Rob Ducey*\duceyro01,36,TOT,NL,57,93,73,10,17,3,0,3,12,0,1,16,25,.233,.374,.397,.771,101,29,0,1,2,1,0,7/89D
342,Rob Ducey*\duceyro01,36,PHI,NL,30,34,27,4,6,1,0,1,4,0,0,6,11,.222,.364,.370,.734,94,10,0,0,1,0,0,/879
343,Rob Ducey*\duceyro01,36,MON,NL,27,59,46,6,11,2,0,2,8,0,1,10,14,.239,.379,.413,.792,105,19,0,1,1,1,0,/78D9
344,Justin Duchscherer\duchsju01,23,TEX,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
345,Brandon Duckworth\duckwbr01,25,PHI,NL,11,26,22,1,5,1,0,0,1,0,0,2,4,.227,.292,.273,.564,50,6,1,0,2,0,0,1
346,Courtney Duncan*\duncaco01,26,CHC,NL,36,5,3,1,0,0,0,0,1,0,0,2,1,.000,.400,.000,.400,20,0,0,0,0,0,0,1
347,Adam Dunn*\dunnad01,21,CIN,NL,66,286,244,54,64,18,1,19,43,4,2,38,74,.262,.371,.578,.948,136,141,4,4,0,0,2,97
348,Shawon Dunston\dunstsh01,38,SFG,NL,88,193,186,26,52,10,3,9,25,3,1,2,32,.280,.293,.511,.804,109,95,2,2,2,1,0,987/3D
349,Todd Dunwoody*\dunwoto01,26,CHC,NL,33,64,61,6,13,4,0,1,3,0,1,3,14,.213,.250,.328,.578,51,20,0,0,0,0,0,7/98
