Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
111,A.J. Burnett\burnea.01,28,FLA,79,297,3.76,208,70.0%,35.6%,23.1%,20.7%,20.7%,64.4%,0.0%,45.1%,64.2%,31.6%,2.5%,2,0,5.1%,4,0,2.5%,2,2,15,15,44.1%,0,0,0
112,Jeromy Burnitz*\burnije01,36,CHC,675,2663,3.95,1648,62.1%,24.5%,17.8%,27.2%,30.5%,75.5%,0.9%,46.9%,76.4%,30.4%,5.5%,37,3,15.9%,107,48,11.9%,80,52,27,82,24.8%,0,0,0
113,Pat Burrell\burrepa01,28,PHI,670,2859,4.27,1637,57.7%,32.4%,17.1%,25.6%,24.9%,67.6%,1.6%,39.0%,74.7%,28.5%,6.7%,45,10,18.5%,124,33,12.7%,85,40,67,93,41.9%,0,0,0
114,Sean Burroughs*\burrose01,24,SDP,317,1170,3.69,740,64.0%,28.5%,10.7%,27.4%,33.4%,71.5%,3.0%,45.7%,85.1%,20.8%,4.7%,15,0,14.8%,47,21,8.5%,27,14,12,29,29.3%,0,0,0
115,Freddie Bynum*\bynumfr01,25,OAK,7,27,3.86,19,70.4%,36.8%,15.8%,26.3%,21.1%,63.2%,0.0%,44.4%,75.0%,42.9%,0.0%,0,0,14.3%,1,0,0.0%,0,0,2,1,66.7%,0,0,0
116,Marlon Byrd\byrdma01,27,TOT,260,1072,4.12,686,64.2%,32.1%,14.9%,25.7%,27.4%,67.9%,1.0%,43.6%,78.1%,24.2%,4.6%,12,0,9.2%,24,3,9.6%,25,12,13,37,26.0%,0,0,0
117,Marlon Byrd\byrdma01,27,PHI,15,49,3.27,33,67.3%,39.4%,27.3%,3.0%,30.3%,60.6%,0.0%,40.8%,55.0%,26.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
118,Marlon Byrd\byrdma01,27,WSN,245,1023,4.18,653,64.1%,31.7%,14.2%,26.8%,27.3%,68.3%,1.1%,43.8%,79.1%,24.1%,4.9%,12,0,9.8%,24,3,10.2%,25,12,12,35,25.5%,0,0,0
119,Paul Byrd\byrdpa01,34,LAA,4,14,3.50,10,71.4%,30.0%,10.0%,20.0%,40.0%,70.0%,0.0%,50.0%,85.7%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
120,Eric Byrnes\byrneer01,29,TOT,457,1679,3.67,1070,63.7%,24.7%,13.3%,29.8%,32.2%,75.3%,0.0%,48.0%,82.4%,33.5%,3.1%,14,0,15.5%,71,40,7.9%,36,20,19,52,26.8%,0,0,0
121,Eric Byrnes\byrneer01,29,TOT,397,1459,3.68,935,64.1%,24.3%,13.2%,30.2%,32.4%,75.7%,0.0%,48.5%,82.6%,32.2%,3.3%,13,0,15.9%,63,35,7.1%,28,17,14,46,23.3%,0,0,0
122,Eric Byrnes\byrneer01,29,OAK,215,787,3.66,501,63.7%,24.2%,11.2%,31.3%,33.3%,75.8%,0.0%,48.3%,85.3%,31.2%,3.3%,7,0,11.6%,25,14,6.5%,14,9,5,22,18.5%,0,0,0
123,Eric Byrnes\byrneer01,29,COL,60,220,3.67,135,61.4%,27.4%,14.1%,27.4%,31.1%,72.6%,0.0%,44.5%,80.6%,41.7%,1.7%,1,0,13.3%,8,5,13.3%,8,3,5,6,45.5%,0,0,0
124,Eric Byrnes\byrneer01,29,BAL,182,672,3.69,434,64.6%,24.4%,15.4%,28.8%,31.3%,75.6%,0.0%,48.8%,79.6%,33.5%,3.3%,6,0,20.9%,38,21,7.7%,14,8,9,24,27.3%,0,0,0
125,Daniel Cabrera\cabreda01,24,BAL,1,3,3.00,3,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
126,Melky Cabrera#\cabreme01,20,NYY,19,49,2.58,39,79.6%,23.1%,7.7%,25.6%,43.6%,76.9%,0.0%,61.2%,90.0%,52.6%,0.0%,0,0,10.5%,2,1,0.0%,0,0,0,2,0.0%,0,0,0
127,Miguel Cabrera\cabremi01,22,FLA,686,2634,3.84,1668,64.3%,26.6%,15.6%,28.2%,29.6%,73.4%,4.2%,47.2%,78.8%,26.4%,6.4%,44,0,17.8%,122,37,9.8%,67,46,19,106,15.2%,0,0,0
128,Orlando Cabrera\cabreor01,30,LAA,589,2060,3.50,1319,64.4%,26.5%,10.1%,25.9%,37.6%,73.5%,1.8%,47.4%,86.3%,27.8%,4.4%,26,1,13.4%,79,31,7.1%,42,22,11,39,22.0%,0,0,0
129,Matt Cain\cainma01,20,SFG,16,64,4.00,45,70.3%,24.4%,20.0%,33.3%,22.2%,75.6%,0.0%,53.1%,73.5%,43.8%,0.0%,0,0,0.0%,0,0,6.3%,1,1,1,4,16.7%,0,0,0
130,Miguel Cairo\cairomi01,31,NYM,369,1283,3.48,854,67.0%,28.6%,7.7%,27.0%,36.7%,71.4%,1.9%,47.8%,89.2%,25.5%,3.3%,12,0,10.6%,39,4,6.5%,24,17,8,23,25.8%,0,0,0
131,Kiko Calero\calerki01,30,OAK,1,6,6.00,4,66.7%,25.0%,25.0%,50.0%,0.0%,75.0%,0.0%,50.0%,66.7%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
132,Napoleon Calzado\calzana01,28,BAL,5,14,2.80,12,85.7%,25.0%,16.7%,25.0%,33.3%,75.0%,0.0%,64.3%,77.8%,40.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
133,Mike Cameron\camermi01,32,NYM,344,1393,4.05,859,61.7%,33.3%,15.8%,24.7%,26.2%,66.7%,0.0%,41.1%,76.3%,21.2%,6.7%,23,2,15.4%,53,17,13.1%,45,30,37,48,43.5%,0,0,0
134,Robinson Cano*\canoro01,22,NYY,551,1680,3.05,1150,68.6%,25.4%,9.6%,24.7%,40.3%,74.6%,0.8%,51.2%,87.2%,35.8%,3.4%,19,0,10.9%,60,29,5.8%,32,20,16,51,23.5%,0,0,0
135,Jorge Cantu\cantujo01,23,TBD,633,2079,3.28,1451,69.9%,19.3%,16.8%,27.8%,36.0%,80.7%,0.6%,56.4%,79.2%,32.4%,1.9%,12,1,8.5%,54,38,4.3%,27,18,4,79,4.8%,0,0,0
136,Chris Capuano*\capuach01,26,MIL,79,271,3.43,189,69.7%,18.0%,37.0%,21.7%,23.3%,82.0%,0.0%,57.2%,54.8%,41.8%,1.3%,1,0,10.1%,8,2,5.1%,4,2,3,30,9.1%,0,0,0
137,Chris Carpenter\carpech01,30,STL,93,340,3.66,236,69.4%,30.9%,14.8%,26.7%,27.5%,69.1%,0.0%,47.9%,78.5%,34.4%,1.1%,1,0,4.3%,4,3,4.3%,4,1,8,13,34.8%,0,0,0
138,Giovanni Carrara\carragi01,37,LAD,2,9,4.50,6,66.7%,16.7%,33.3%,33.3%,16.7%,83.3%,0.0%,55.6%,60.0%,0.0%,0.0%,0,0,50.0%,1,1,0.0%,0,0,0,1,0.0%,0,0,0
139,D.J. Carrasco\carradj01,28,KCR,8,29,3.63,19,65.5%,42.1%,10.5%,10.5%,36.8%,57.9%,0.0%,37.9%,81.8%,25.0%,0.0%,0,0,12.5%,1,0,0.0%,0,0,0,1,0.0%,0,0,0
140,Hector Carrasco\carrahe01,35,WSN,10,36,3.60,29,80.6%,37.9%,31.0%,20.7%,10.3%,62.1%,0.0%,50.0%,50.0%,20.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,2,5,28.6%,0,0,0
141,Jamey Carroll\carroja01,31,WSN,358,1464,4.09,927,63.5%,35.6%,7.7%,28.3%,28.5%,64.4%,0.7%,40.9%,88.1%,19.8%,3.4%,12,0,15.9%,57,7,8.4%,30,4,19,35,34.5%,0,0,0
142,Marcos Carvajal\carvama01,20,COL,4,17,4.25,14,82.4%,14.3%,42.9%,35.7%,7.1%,85.7%,0.0%,70.6%,50.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,3,0.0%,0,0,0
143,Raul Casanova#\casanra01,32,CHW,5,20,4.00,13,65.0%,30.8%,7.7%,30.8%,30.8%,69.2%,0.0%,45.0%,88.9%,20.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
144,Sean Casey*\caseyse01,30,CIN,588,2072,3.52,1304,63.3%,31.0%,6.8%,24.9%,37.3%,69.0%,1.6%,43.7%,90.1%,18.9%,7.1%,42,0,16.7%,98,26,8.0%,47,28,14,34,29.2%,0,0,0
145,Kevin Cash\cashke01,27,TBD,33,127,3.85,82,64.6%,18.3%,30.5%,29.3%,22.0%,81.7%,0.0%,52.8%,62.7%,42.4%,3.0%,1,0,12.1%,4,3,9.1%,3,3,2,11,15.4%,0,0,0
146,Scott Cassidy\cassisc01,29,TOT,2,10,5.00,5,50.0%,60.0%,40.0%,0.0%,0.0%,40.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,50.0%,1,1,1,0,100.0%,0,0,0
147,Scott Cassidy\cassisc01,29,SDP,2,10,5.00,5,50.0%,60.0%,40.0%,0.0%,0.0%,40.0%,0.0%,20.0%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,50.0%,1,1,1,0,100.0%,0,0,0
148,Vinny Castilla\castivi02,37,WSN,551,1936,3.51,1230,64.4%,22.3%,17.2%,26.6%,33.9%,77.7%,3.5%,50.0%,77.8%,36.8%,5.8%,32,4,14.7%,81,31,8.9%,49,30,17,65,20.7%,0,0,0
149,Alberto Castillo\castial01,35,TOT,116,454,3.91,278,61.2%,41.4%,9.4%,20.1%,29.1%,58.6%,0.0%,35.9%,84.0%,19.0%,6.0%,7,0,18.1%,21,5,11.2%,13,4,12,10,54.5%,0,0,0
150,Alberto Castillo\castial01,35,KCR,115,449,3.90,274,61.0%,40.9%,9.5%,20.1%,29.6%,59.1%,0.0%,36.1%,84.0%,19.1%,6.1%,7,0,18.3%,21,5,11.3%,13,4,11,10,52.4%,0,0,0
151,Alberto Castillo\castial01,35,OAK,1,5,5.00,4,80.0%,75.0%,0.0%,25.0%,0.0%,25.0%,0.0%,20.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
152,Frank Castillo\castifr01,36,FLA,1,2,2.00,2,100.0%,50.0%,0.0%,0.0%,50.0%,50.0%,,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
153,Jose Castillo\castijo02,24,PIT,399,1399,3.51,939,67.6%,20.0%,16.0%,30.4%,33.7%,80.0%,2.2%,54.1%,80.0%,38.1%,4.0%,16,1,12.3%,49,19,6.8%,27,22,17,42,28.8%,0,0,0
154,Luis Castillo#\castilu01,29,FLA,525,2065,3.93,1236,60.0%,38.9%,3.8%,22.8%,34.5%,61.1%,0.5%,36.6%,93.8%,16.6%,7.8%,41,0,17.9%,94,10,12.4%,65,20,12,20,37.5%,0,0,0
155,Bernie Castro#\castrbe01,25,BAL,89,316,3.55,209,66.1%,33.0%,7.2%,26.3%,33.5%,67.0%,0.0%,44.3%,89.3%,28.1%,4.5%,4,0,13.5%,12,0,6.7%,6,1,3,7,30.0%,0,0,0
156,Juan Castro\castrju01,33,MIN,293,926,3.16,662,71.8%,25.4%,11.8%,26.0%,36.9%,74.6%,1.5%,53.6%,84.2%,37.2%,2.7%,8,0,5.8%,17,2,4.8%,14,10,12,27,30.8%,0,0,0
157,Ramon Castro\castrra01,29,NYM,241,929,3.85,580,63.0%,34.0%,15.5%,23.4%,27.1%,66.0%,2.3%,41.6%,76.5%,23.2%,7.1%,17,0,16.2%,39,12,8.7%,21,10,18,40,31.0%,0,0,0
158,Frank Catalanotto*\catalfr01,31,TOR,475,1849,3.89,1156,62.5%,31.7%,7.7%,28.1%,32.4%,68.3%,0.0%,42.7%,88.7%,21.5%,5.5%,26,0,13.7%,65,11,11.2%,53,26,16,37,30.2%,0,0,0
159,Roger Cedeno#\cedenro01,30,STL,61,223,3.66,144,64.6%,24.3%,16.0%,23.6%,36.1%,75.7%,0.0%,48.9%,78.9%,26.2%,4.9%,3,0,14.8%,9,3,6.6%,4,4,3,3,50.0%,0,0,0
160,Ronny Cedeno\cedenro02,22,CHC,89,310,3.48,209,68.3%,24.4%,10.0%,31.6%,34.0%,75.6%,4.0%,51.6%,86.7%,24.7%,4.5%,4,0,14.6%,13,6,5.6%,5,4,1,10,9.1%,0,0,0
161,Matthew Cepicky*\cepicma01,27,WSN,26,79,3.04,56,70.9%,25.0%,28.6%,16.1%,30.4%,75.0%,0.0%,53.2%,61.9%,30.8%,0.0%,0,0,7.7%,2,1,3.8%,1,0,0,8,0.0%,0,0,0
162,Gustavo Chacin*\chacigu01,24,TOR,8,20,2.50,16,80.0%,25.0%,12.5%,25.0%,37.5%,75.0%,0.0%,60.0%,83.3%,37.5%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
163,Shawn Chacon\chacosh01,27,TOT,25,77,3.08,56,72.7%,19.6%,28.6%,25.0%,26.8%,80.4%,0.0%,58.4%,64.4%,60.0%,4.0%,1,0,8.0%,2,1,8.0%,2,0,1,6,12.5%,0,0,0
164,Shawn Chacon\chacosh01,27,COL,25,77,3.08,56,72.7%,19.6%,28.6%,25.0%,26.8%,80.4%,0.0%,58.4%,64.4%,60.0%,4.0%,1,0,8.0%,2,1,8.0%,2,0,1,6,12.5%,0,0,0
165,Angel Chavez\chavean02,23,SFG,20,66,3.30,47,71.2%,14.9%,21.3%,27.7%,36.2%,85.1%,0.0%,60.6%,75.0%,45.0%,0.0%,0,0,5.0%,1,1,0.0%,0,0,0,3,0.0%,0,0,0
166,Endy Chavez*\chaveen01,27,TOT,130,504,3.88,344,68.3%,34.3%,7.8%,26.2%,31.7%,65.7%,0.0%,44.8%,88.1%,14.6%,4.6%,6,0,12.3%,16,1,11.5%,15,6,5,9,35.7%,0,0,0
167,Endy Chavez*\chaveen01,27,WSN,12,47,3.92,28,59.6%,39.3%,7.1%,25.0%,28.6%,60.7%,0.0%,36.2%,88.2%,8.3%,8.3%,1,0,25.0%,3,0,16.7%,2,0,1,0,100.0%,0,0,0
168,Endy Chavez*\chaveen01,27,PHI,118,457,3.87,316,69.1%,33.9%,7.9%,26.3%,32.0%,66.1%,0.0%,45.7%,88.0%,15.3%,4.2%,5,0,11.0%,13,1,11.0%,13,6,4,9,30.8%,0,0,0
169,Eric Chavez*\chaveer01,27,OAK,699,2732,3.91,1725,63.5%,25.7%,16.1%,28.9%,29.3%,74.3%,1.6%,47.2%,78.3%,33.5%,5.2%,36,3,14.0%,98,32,9.0%,63,35,36,93,27.9%,0,0,0
170,Raul Chavez\chavera01,32,HOU,105,391,3.72,258,66.0%,28.3%,11.2%,28.7%,31.8%,71.7%,0.0%,47.3%,84.3%,29.5%,1.0%,1,0,4.8%,5,3,6.7%,7,6,6,12,33.3%,0,0,0
171,Bruce Chen*\chenbr01,28,BAL,4,11,2.75,5,45.5%,40.0%,0.0%,0.0%,60.0%,60.0%,0.0%,27.3%,100.0%,25.0%,25.0%,1,0,25.0%,1,0,25.0%,1,0,0,0,,0,0,0
172,Chin-Feng Chen\chench01,27,LAD,8,40,5.00,25,62.5%,36.0%,20.0%,28.0%,16.0%,64.0%,0.0%,40.0%,68.8%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,4,0,100.0%,0,0,0
173,Hee-Seop Choi*\choihe01,26,LAD,368,1480,4.02,895,60.6%,25.7%,18.8%,28.0%,27.5%,74.3%,0.7%,45.1%,74.7%,30.7%,5.7%,21,0,18.5%,68,27,10.6%,39,25,22,58,27.5%,0,0,0
174,Shin-Soo Choo*\choosh01,22,SEA,21,89,4.24,56,62.9%,23.2%,25.0%,26.8%,25.0%,76.8%,0.0%,48.3%,67.4%,19.0%,4.8%,1,0,4.8%,1,0,9.5%,2,2,0,4,0.0%,0,0,0
175,Ryan Church*\churcry01,26,WSN,301,1130,3.75,716,63.4%,23.7%,19.7%,28.4%,28.2%,76.3%,0.0%,48.3%,74.2%,31.2%,4.3%,13,1,14.3%,43,22,7.3%,22,11,17,53,24.3%,0,0,0
176,Alex Cintron#\cintral01,26,ARI,348,1104,3.17,763,69.8%,16.4%,11.8%,32.2%,39.6%,83.6%,3.2%,58.4%,85.9%,44.5%,4.3%,15,1,9.8%,34,17,5.7%,20,10,8,25,24.2%,0,0,0
177,Jeff Cirillo\cirilje01,35,MIL,219,781,3.57,476,60.9%,31.5%,9.7%,23.1%,35.7%,68.5%,0.0%,41.7%,85.9%,23.3%,4.1%,9,0,13.2%,29,5,8.7%,19,6,5,17,22.7%,0,0,0
178,Brady Clark\clarkbr02,32,MIL,675,2394,3.55,1524,63.8%,31.0%,7.9%,24.7%,36.4%,69.0%,0.5%,44.0%,88.5%,23.6%,3.0%,20,0,11.0%,74,33,7.0%,47,22,14,41,25.5%,0,0,0
179,Doug Clark*\clarkdo01,29,SFG,6,18,3.00,9,50.0%,22.2%,33.3%,11.1%,33.3%,77.8%,0.0%,38.9%,57.1%,50.0%,16.7%,1,0,33.3%,2,0,0.0%,0,0,0,2,0.0%,0,0,0
180,Jermaine Clark*\clarkje02,28,OAK,1,5,5.00,1,20.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,1,0,100.0%,1,0,100.0%,1,0,0,0,,0,0,0
181,Tony Clark#\clarkto02,33,ARI,393,1540,3.92,949,62.3%,23.3%,22.3%,26.2%,28.1%,76.7%,2.7%,47.8%,70.9%,32.6%,7.1%,28,1,18.8%,74,31,7.6%,30,18,11,77,12.5%,0,0,0
182,Brandon Claussen\clausbr01,26,CIN,64,247,3.86,179,72.5%,36.9%,17.3%,24.0%,21.8%,63.1%,0.0%,45.7%,72.6%,26.6%,1.6%,1,0,9.4%,6,0,1.6%,1,0,8,13,36.4%,0,0,0
183,Royce Clayton\claytro01,35,ARI,576,2206,3.83,1431,64.9%,27.5%,13.1%,29.4%,30.0%,72.5%,0.0%,47.1%,81.9%,28.6%,4.9%,28,1,14.8%,85,32,9.9%,57,30,24,80,22.9%,0,0,0
184,Roger Clemens\clemero02,42,HOU,69,248,3.59,165,66.5%,41.2%,12.7%,18.8%,27.3%,58.8%,0.0%,39.1%,78.4%,27.5%,4.3%,3,0,8.7%,6,0,4.3%,3,0,9,9,50.0%,0,0,0
185,Matt Clement\clemema01,30,BOS,4,18,4.50,12,66.7%,16.7%,33.3%,41.7%,8.3%,83.3%,0.0%,55.6%,60.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
186,JD Closser#\clossjd01,25,COL,274,1092,3.99,658,60.5%,27.8%,15.7%,27.5%,29.0%,72.2%,0.9%,43.7%,78.3%,27.7%,7.7%,21,0,16.1%,44,12,11.7%,32,19,11,37,22.9%,0,0,0
187,Todd Coffey\coffeto01,24,CIN,3,14,4.67,10,71.4%,30.0%,60.0%,10.0%,0.0%,70.0%,0.0%,50.0%,14.3%,33.3%,0.0%,0,0,33.3%,1,0,0.0%,0,0,0,3,0.0%,0,0,0
188,Bartolo Colon\colonba01,32,LAA,3,11,3.67,8,72.7%,12.5%,62.5%,12.5%,12.5%,87.5%,0.0%,63.6%,28.6%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
189,Roman Colon\colonro01,25,TOT,8,21,2.63,20,95.2%,15.0%,55.0%,15.0%,15.0%,85.0%,0.0%,81.0%,35.3%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,4,20.0%,0,0,0
190,Roman Colon\colonro01,25,ATL,8,21,2.63,20,95.2%,15.0%,55.0%,15.0%,15.0%,85.0%,0.0%,81.0%,35.3%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,4,20.0%,0,0,0
191,Jeff Conine\coninje01,39,FLA,385,1485,3.86,881,59.6%,34.2%,10.1%,23.4%,32.3%,65.8%,1.0%,39.2%,84.7%,24.4%,7.0%,27,0,18.4%,71,25,10.9%,42,21,17,41,29.3%,0,0,0
192,Jose Contreras\contrjo01,33,CHW,4,17,4.25,10,58.8%,40.0%,30.0%,20.0%,10.0%,60.0%,0.0%,35.3%,50.0%,25.0%,0.0%,0,0,0.0%,0,0,25.0%,1,0,0,2,0.0%,0,0,0
193,Aaron Cook\cookaa01,26,COL,36,112,3.11,81,72.3%,25.9%,22.2%,23.5%,28.4%,74.1%,0.0%,53.6%,70.0%,61.1%,0.0%,0,0,5.6%,2,1,0.0%,0,0,6,6,50.0%,0,0,0
194,Brian Cooper\coopebr01,30,SFG,2,6,3.00,4,66.7%,25.0%,25.0%,0.0%,50.0%,75.0%,0.0%,50.0%,66.7%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
195,Alex Cora*\coraal01,29,TOT,273,1053,3.86,698,66.3%,34.4%,6.0%,27.1%,32.5%,65.6%,0.0%,43.5%,90.8%,22.0%,2.9%,8,0,12.5%,34,11,7.7%,21,16,10,19,33.3%,0,0,0
196,Alex Cora*\coraal01,29,CLE,157,597,3.80,402,67.3%,37.6%,6.5%,23.6%,32.3%,62.4%,0.0%,42.0%,89.6%,15.3%,3.2%,5,0,12.1%,19,5,6.4%,10,7,6,12,33.3%,0,0,0
197,Alex Cora*\coraal01,29,BOS,116,456,3.93,296,64.9%,30.1%,5.4%,31.8%,32.8%,69.9%,0.0%,45.4%,92.3%,31.0%,2.6%,3,0,12.9%,15,6,9.5%,11,9,4,7,33.3%,0,0,0
198,Wil Cordero\cordewi01,33,WSN,57,223,3.91,137,62.6%,24.8%,19.0%,27.7%,28.5%,75.2%,4.7%,47.0%,74.8%,22.8%,1.8%,1,0,7.0%,4,2,8.8%,5,4,3,11,21.4%,0,0,0
199,Lance Cormier\cormila01,24,ARI,7,20,2.86,14,70.0%,14.3%,28.6%,14.3%,42.9%,85.7%,0.0%,60.0%,66.7%,28.6%,0.0%,0,0,14.3%,1,1,0.0%,0,0,0,1,0.0%,0,0,0
200,Rheal Cormier*\cormirh01,38,PHI,3,5,1.67,5,100.0%,40.0%,20.0%,0.0%,40.0%,60.0%,,60.0%,66.7%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
201,Kevin Correia\correke01,24,SFG,18,72,4.00,45,62.5%,31.1%,17.8%,28.9%,22.2%,68.9%,0.0%,43.1%,74.2%,44.4%,5.6%,1,0,11.1%,2,0,11.1%,2,0,0,5,0.0%,0,0,0
202,David Cortes\corteda01,31,COL,2,5,2.50,3,60.0%,0.0%,0.0%,33.3%,66.7%,100.0%,0.0%,60.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
203,Fernando Cortez*\cortefe01,23,TBD,14,50,3.57,32,64.0%,34.4%,15.6%,18.8%,31.3%,65.6%,0.0%,42.0%,76.2%,14.3%,0.0%,0,0,14.3%,2,1,7.1%,1,0,1,2,33.3%,0,0,0
204,Shane Costa*\costash01,23,KCR,88,310,3.52,204,65.8%,31.4%,12.3%,21.6%,34.8%,68.6%,0.0%,45.2%,82.1%,15.9%,5.7%,5,0,14.8%,13,5,3.4%,3,3,2,9,18.2%,0,0,0
205,Humberto Cota\cotahu01,26,PIT,320,1154,3.61,792,69.0%,16.0%,24.2%,31.8%,27.9%,84.0%,1.7%,57.9%,71.1%,41.6%,2.2%,7,1,9.4%,30,20,3.4%,11,5,14,66,17.5%,0,0,0
206,Craig Counsell*\counscr01,34,ARI,670,2729,4.07,1638,60.3%,39.6%,5.2%,23.7%,31.4%,60.4%,1.3%,36.4%,91.4%,14.6%,6.1%,41,0,17.9%,120,19,11.8%,79,30,29,39,42.0%,0,0,0
207,Carl Crawford*\crawfca02,23,TBD,689,2217,3.22,1558,70.4%,20.0%,14.4%,28.9%,36.6%,80.0%,0.6%,56.3%,82.0%,40.3%,3.6%,25,0,9.3%,64,22,5.1%,35,18,14,70,16.7%,0,0,0
208,Joe Crede\credejo01,27,CHW,472,1703,3.61,1137,67.2%,16.8%,16.1%,34.4%,32.7%,83.2%,1.9%,55.9%,80.7%,37.1%,3.2%,15,1,11.7%,55,32,4.9%,23,15,11,55,16.7%,0,0,0
209,Coco Crisp#\crispco01,25,CLE,656,2281,3.48,1452,63.8%,27.2%,10.6%,25.6%,36.6%,72.8%,0.5%,46.4%,85.4%,34.9%,4.4%,29,1,12.3%,81,44,8.7%,57,33,29,51,35.8%,0,0,0
210,Bobby Crosby\crosbbo01,25,OAK,372,1554,4.18,938,60.4%,35.1%,13.3%,21.6%,30.0%,64.9%,0.0%,39.2%,79.5%,16.1%,7.0%,26,0,15.9%,59,16,13.2%,49,25,15,39,27.8%,0,0,0
211,Bubba Crosby*\crosbbu01,28,NYY,103,311,3.02,221,71.1%,16.7%,16.7%,28.1%,38.5%,83.3%,0.0%,59.2%,79.9%,48.5%,1.0%,1,0,10.7%,11,8,2.9%,3,2,4,10,28.6%,0,0,0
212,Deivi Cruz\cruzde01,32,TOT,276,909,3.29,639,70.6%,20.3%,14.2%,29.6%,35.8%,79.7%,1.5%,56.2%,82.1%,32.2%,2.9%,8,0,10.1%,28,12,4.7%,13,10,6,28,17.6%,0,0,0
213,Deivi Cruz\cruzde01,32,SFG,222,731,3.29,509,70.0%,20.4%,14.7%,29.5%,35.4%,79.6%,1.8%,55.7%,81.5%,32.4%,2.7%,6,0,10.8%,24,11,5.0%,11,8,5,26,16.1%,0,0,0
214,Deivi Cruz\cruzde01,32,WSN,54,178,3.30,130,73.0%,20.0%,12.3%,30.0%,37.7%,80.0%,0.0%,58.4%,84.6%,31.5%,3.7%,2,0,7.4%,4,1,3.7%,2,2,1,2,33.3%,0,0,0
215,Jacob Cruz*\cruzja01,32,CIN,145,576,3.97,352,61.5%,27.3%,23.6%,25.9%,23.3%,72.7%,1.8%,44.8%,67.6%,30.3%,3.4%,5,1,13.1%,19,3,11.0%,16,9,12,34,26.1%,0,0,0
216,Jose Cruz#\cruzjo02,31,TOT,437,1713,3.92,995,58.4%,24.2%,23.0%,25.6%,27.1%,75.8%,1.3%,44.2%,69.6%,32.5%,5.3%,23,2,15.8%,69,30,11.2%,49,22,28,73,27.7%,0,0,0
217,Jose Cruz#\cruzjo02,31,TOT,424,1664,3.92,964,58.2%,24.5%,22.8%,25.5%,27.2%,75.5%,1.3%,44.0%,69.8%,32.1%,5.4%,23,2,15.8%,67,28,11.3%,48,22,27,70,27.8%,0,0,0
218,Jose Cruz#\cruzjo02,31,ARI,245,951,3.88,547,57.8%,27.1%,23.2%,22.5%,27.2%,72.9%,1.2%,42.2%,68.2%,29.8%,5.3%,13,2,14.7%,36,13,11.8%,29,13,16,38,29.6%,0,0,0
219,Jose Cruz#\cruzjo02,31,BOS,13,49,3.77,31,63.3%,16.1%,29.0%,29.0%,25.8%,83.9%,0.0%,53.1%,65.4%,46.2%,0.0%,0,0,15.4%,2,2,7.7%,1,0,1,3,25.0%,0,0,0
220,Jose Cruz#\cruzjo02,31,LAD,179,713,3.98,417,58.8%,21.1%,22.3%,29.5%,27.1%,78.9%,1.4%,46.4%,71.7%,35.2%,5.6%,10,0,17.3%,31,15,10.6%,19,9,11,32,25.6%,0,0,0
221,Nelson Cruz\cruzne02,24,MIL,8,30,3.75,14,46.7%,28.6%,14.3%,21.4%,35.7%,71.4%,0.0%,33.3%,80.0%,12.5%,12.5%,1,0,25.0%,2,1,37.5%,3,2,0,0,,0,0,0
