Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
176,Brant Brown*\brownbr01,29,TOT,NL,95,178,162,11,28,7,0,5,16,3,1,13,62,.173,.237,.309,.546,39,50,3,1,1,1,0,73/89
177,Brant Brown*\brownbr01,29,FLA,NL,41,76,73,4,14,6,0,2,6,1,0,3,33,.192,.224,.356,.580,47,26,1,0,0,0,0,/739
178,Brant Brown*\brownbr01,29,CHC,NL,54,102,89,7,14,1,0,3,10,2,1,10,29,.157,.248,.270,.517,33,24,2,1,1,1,0,7/839
179,Dee Brown*\brownde02,22,KCR,AL,15,28,25,4,4,1,0,0,4,0,0,3,9,.160,.250,.200,.450,15,5,0,0,0,0,0,/7
180,Emil Brown\brownem01,25,PIT,NL,50,135,119,13,26,5,0,3,16,3,1,11,34,.218,.299,.336,.635,61,40,3,3,1,1,0,978
181,Kevin Brown\brownke04,27,MIL,NL,5,18,17,3,4,3,0,0,1,0,0,1,5,.235,.278,.412,.690,74,7,0,0,0,0,0,/2
182,Kevin Brown\brownke01,35,LAD,NL,33,84,66,2,5,0,0,0,3,0,0,2,29,.076,.129,.076,.204,-45,5,0,2,14,0,0,1
183,Roosevelt Brown*\brownro02,24,CHC,NL,45,98,91,11,32,8,0,3,14,0,1,4,22,.352,.378,.538,.916,131,49,0,1,0,2,0,7/98
184,Mark Brownson*\brownma04,25,PHI,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,/1
185,Justin Brunette*\bruneju01,24,STL,NL,4,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,407,1,0,0,0,0,0,/1
186,Jim Bruske\bruskji01,35,MIL,NL,15,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
187,Brian Buchanan\buchabr01,26,MIN,AL,30,93,82,10,19,3,0,1,8,0,2,8,22,.232,.301,.305,.606,52,25,3,1,0,2,0,9/D7
188,Mike Buddie\buddimi01,29,MIL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
189,Mark Buehrle*\buehrma01,21,CHW,AL,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
190,Damon Buford\buforda01,30,CHC,NL,150,556,495,64,124,18,3,15,48,4,6,47,118,.251,.324,.390,.714,82,193,9,8,4,2,3,*8/97
191,Jay Buhner\buhneja01,35,SEA,AL,112,430,364,50,92,20,0,26,82,0,2,59,98,.253,.361,.522,.883,127,190,10,4,1,2,3,9/D
192,Kirk Bullinger\bulliki01,30,PHI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
193,Dave Burba\burbada01,33,CLE,AL,32,3,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
194,John Burkett\burkejo03,35,ATL,NL,31,51,42,2,6,1,0,0,3,0,0,3,15,.143,.200,.167,.367,-6,7,0,0,6,0,0,1
195,Morgan Burkhart#\burkhmo01,28,BOS,AL,25,95,73,16,21,3,0,4,18,0,0,17,25,.288,.442,.493,.935,135,36,1,4,0,1,1,D/37
196,Ellis Burks\burksel01,35,SFG,NL,122,458,393,74,135,21,5,24,96,5,1,56,49,.344,.419,.606,1.025,163,238,10,1,0,8,5,9/D
197,A.J. Burnett\burnea.01,23,FLA,NL,13,30,25,3,7,1,1,1,3,0,0,3,10,.280,.357,.520,.877,124,13,0,0,2,0,0,1
198,Jeromy Burnitz*\burnije01,31,MIL,NL,161,686,564,91,131,29,2,31,98,6,4,99,121,.232,.356,.456,.811,106,257,12,14,0,9,10,*9/D
199,Pat Burrell\burrepa01,23,PHI,NL,111,474,408,57,106,27,1,18,79,0,0,63,139,.260,.359,.463,.822,106,189,5,1,0,2,2,37/D
200,Homer Bush\bushho01,27,TOR,AL,76,325,297,38,64,8,0,1,18,9,4,18,60,.215,.271,.253,.524,33,75,10,5,4,1,0,4
201,Paul Byrd\byrdpa01,29,PHI,NL,17,24,20,2,3,0,0,0,0,0,0,1,6,.150,.227,.150,.377,-2,3,0,1,2,0,0,1
202,Tim Byrdak*\byrdati01,26,KCR,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
203,Eric Byrnes\byrneer01,24,OAK,AL,10,11,10,5,3,0,0,0,0,2,1,0,1,.300,.364,.300,.664,75,3,0,1,0,0,0,/9D7
204,Alex Cabrera\cabreal02,28,ARI,NL,31,87,80,10,21,2,1,5,14,0,0,4,21,.263,.299,.500,.799,94,40,3,1,0,2,0,39/7
205,Jolbert Cabrera\cabrejo02,27,CLE,AL,100,187,175,27,44,3,1,2,15,6,4,8,15,.251,.290,.314,.605,53,55,1,2,1,1,0,9874/6D
206,Jose Cabrera\cabrejo01,28,HOU,NL,52,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
207,Orlando Cabrera\cabreor01,25,MON,NL,125,454,422,47,100,25,1,13,55,4,4,25,28,.237,.279,.393,.673,66,166,12,1,3,3,3,*6/4
208,Cameron Cairncross*\cairnca01,28,CLE,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
209,Miguel Cairo\cairomi01,26,TBD,AL,119,417,375,49,98,18,2,1,34,28,7,29,34,.261,.314,.328,.642,65,123,7,2,6,5,0,4/D
210,Mike Cameron\camermi01,27,SEA,AL,155,643,543,96,145,28,4,19,78,24,7,78,133,.267,.365,.438,.803,108,238,10,9,7,6,0,*8/9
211,Ken Caminiti#\caminke01,37,HOU,NL,59,253,208,42,63,13,0,15,45,3,0,42,37,.303,.419,.582,1.001,143,121,7,1,0,2,8,5
212,Eric Cammack\cammaer01,24,NYM,NL,8,1,1,0,1,0,1,0,1,0,0,0,0,1.000,1.000,3.000,4.000,873,3,0,0,0,0,0,/1
213,Jay Canizaro\canizja01,26,MIN,AL,102,371,346,43,93,21,1,7,40,4,2,24,57,.269,.318,.396,.714,77,137,8,1,0,0,0,4/D
214,Jose Canseco\cansejo01,35,TOT,AL,98,401,329,47,83,18,0,15,49,2,0,64,102,.252,.377,.444,.820,109,146,7,4,0,4,2,D/79
215,Jose Canseco\cansejo01,35,TBD,AL,61,264,218,31,56,15,0,9,30,2,0,41,65,.257,.383,.450,.832,112,98,5,4,0,1,1,D
216,Jose Canseco\cansejo01,35,NYY,AL,37,137,111,16,27,3,0,6,19,0,0,23,37,.243,.365,.432,.797,103,48,2,0,0,3,1,D/79
217,Javier Cardona\cardoja01,24,DET,AL,26,42,40,1,7,1,0,1,2,0,0,0,9,.175,.190,.275,.465,19,11,1,1,0,1,0,2
218,Buddy Carlyle*\carlybu01,22,SDP,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
219,Bubba Carpenter*\carpebu01,31,COL,NL,15,31,27,4,6,0,0,3,5,0,0,4,13,.222,.323,.556,.878,97,15,0,0,0,0,0,/7D9
220,Chris Carpenter\carpech01,25,TOR,AL,34,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
221,Giovanni Carrara\carragi01,32,COL,NL,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
222,Hector Carrasco\carrahe01,30,TOT,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
223,Hector Carrasco\carrahe01,30,MIN,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
224,Hector Carrasco\carrahe01,30,BOS,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
225,Raul Casanova#\casanra01,27,MIL,NL,86,265,231,20,57,13,3,6,36,1,2,26,48,.247,.331,.407,.738,88,94,5,4,2,2,1,2/D
226,Sean Casey*\caseyse01,25,CIN,NL,133,545,480,69,151,33,2,20,85,1,0,52,80,.315,.385,.517,.902,124,248,16,7,0,6,4,*3
227,Carlos Casimiro\casimca01,23,BAL,AL,2,8,8,0,1,1,0,0,3,0,0,0,2,.125,.125,.250,.375,-6,2,0,0,0,0,0,/D
228,Vinny Castilla\castivi02,32,TBD,AL,85,354,331,22,73,9,1,6,42,1,2,14,41,.221,.254,.308,.562,43,102,9,3,0,6,3,5
229,Alberto Castillo\castial01,30,TOR,AL,66,211,185,14,39,7,0,1,16,0,0,21,36,.211,.287,.265,.552,40,49,3,0,2,3,0,2
230,Frank Castillo\castifr01,31,TOR,AL,25,7,7,0,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,-28,1,0,0,0,0,0,1
231,Luis Castillo#\castilu01,24,FLA,NL,136,626,539,101,180,17,3,2,17,62,22,78,86,.334,.418,.388,.806,111,209,11,0,9,0,0,*4
232,Juan Castro\castrju01,28,CIN,NL,82,244,224,20,54,12,2,4,23,0,2,14,33,.241,.283,.366,.649,61,82,9,0,4,2,1,64/5
233,Ramon Castro\castrra01,24,FLA,NL,50,157,138,10,33,4,0,2,14,0,0,16,36,.239,.318,.312,.630,65,43,1,1,0,2,7,2
234,Frank Catalanotto*\catalfr01,26,TEX,AL,103,326,282,55,82,13,2,10,42,6,2,33,36,.291,.375,.457,.832,109,129,5,6,3,2,0,4D3/9
235,Roger Cedeno#\cedenro01,25,HOU,NL,74,305,259,54,73,2,5,6,26,25,11,43,47,.282,.383,.398,.781,93,103,6,0,2,1,0,879
236,Frank Charles\charlfr01,31,HOU,NL,4,7,7,1,3,1,0,0,2,0,0,0,2,.429,.429,.571,1.000,143,4,0,0,0,0,0,/2
237,Norm Charlton#\charlno01,37,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
238,Eric Chavez*\chaveer01,22,OAK,AL,153,569,501,89,139,23,4,26,86,2,2,62,94,.277,.355,.495,.850,117,248,9,1,0,5,8,*5/6D
239,Raul Chavez\chavera01,27,HOU,NL,14,47,43,3,11,2,0,1,5,0,0,3,6,.256,.298,.372,.670,64,16,5,0,0,1,2,2
240,Bruce Chen*\chenbr01,23,TOT,NL,37,38,30,0,1,0,0,0,1,0,0,1,20,.033,.065,.033,.098,-74,1,0,0,7,0,0,1
241,Bruce Chen*\chenbr01,23,ATL,NL,22,7,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
242,Bruce Chen*\chenbr01,23,PHI,NL,15,31,25,0,1,0,0,0,1,0,0,1,17,.040,.077,.040,.117,-69,1,0,0,5,0,0,1
243,Randy Choate*\choatra01,24,NYY,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
244,Bobby Chouinard\chouibo01,28,COL,NL,31,3,3,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,55,1,0,0,0,0,0,1
245,McKay Christensen*\chrismc01,24,CHW,AL,32,22,19,4,2,0,0,0,1,1,1,2,6,.105,.227,.105,.333,-12,2,0,1,0,0,0,8
246,Ryan Christenson\chrisry01,26,OAK,AL,121,153,129,31,32,2,2,4,18,1,2,19,33,.248,.349,.388,.737,90,50,1,1,4,0,0,*789
247,Jason Christiansen\chrisja01,30,TOT,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
248,Jason Christiansen\chrisja01,30,PIT,NL,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
249,Jason Christiansen\chrisja01,30,STL,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
250,Jeff Cirillo\cirilje01,30,COL,NL,157,684,598,111,195,53,2,11,115,3,4,67,72,.326,.392,.477,.869,99,285,19,6,1,12,4,*5
251,Chris Clapinski#\clapich01,28,FLA,NL,34,55,49,12,15,4,1,1,7,0,0,5,7,.306,.370,.490,.860,121,24,1,0,1,0,0,4/576
252,Brady Clark\clarkbr02,27,CIN,NL,11,11,11,1,3,1,0,0,2,0,0,0,2,.273,.273,.364,.636,58,4,0,0,0,0,0,/97
253,Mark Clark\clarkma01,32,TEX,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
254,Tony Clark#\clarkto02,28,DET,AL,60,232,208,32,57,14,0,13,37,0,0,24,51,.274,.349,.529,.878,125,110,10,0,0,0,2,3/D
255,Will Clark*\clarkwi02,36,TOT,MLB,130,507,427,78,136,30,2,21,70,5,2,69,69,.319,.418,.546,.964,145,233,7,7,0,4,3,*3/D
256,Will Clark*\clarkwi02,36,BAL,AL,79,310,256,49,77,15,1,9,28,4,2,47,45,.301,.413,.473,.886,129,121,4,4,0,3,3,3/D
257,Will Clark*\clarkwi02,36,STL,NL,51,197,171,29,59,15,1,12,42,1,0,22,24,.345,.426,.655,1.081,167,112,3,3,0,1,0,3
258,Royce Clayton\claytro01,30,TEX,AL,148,573,513,70,124,21,5,14,54,11,7,42,92,.242,.301,.384,.685,72,197,21,3,12,3,1,*6
259,Roger Clemens\clemero02,37,NYY,AL,32,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
260,Matt Clement\clemema01,25,SDP,NL,34,69,60,3,4,0,1,0,2,0,0,4,33,.067,.125,.100,.225,-40,6,0,0,5,0,0,1
261,Edgard Clemente\clemeed02,24,ANA,AL,46,80,78,4,17,2,0,0,5,0,1,0,27,.218,.228,.244,.471,19,19,0,1,1,0,0,79D/8
262,Brad Clontz\clontbr01,29,PIT,NL,5,1,0,1,0,0,0,0,0,0,0,0,0,,1.000,,,,0,0,1,0,0,0,/1
263,Pasqual Coco\cocopa01,22,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
264,Ivanon Coffie*\coffiiv01,23,BAL,AL,23,67,60,6,13,4,1,0,6,1,0,5,11,.217,.284,.317,.600,56,19,3,1,0,1,0,5/6D
265,Dave Coggin\coggida01,23,PHI,NL,5,8,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1
266,Greg Colbrunn\colbrgr01,30,ARI,NL,116,385,329,48,103,22,1,15,57,0,1,43,45,.313,.405,.523,.928,129,172,13,10,0,3,2,3/D5
267,Lou Collier\collilo01,26,MIL,NL,14,39,32,9,7,1,0,1,2,0,0,6,4,.219,.333,.344,.677,74,11,1,0,0,1,0,/875
268,Bartolo Colon\colonba01,27,CLE,AL,30,5,5,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
269,David Cone*\coneda01,37,NYY,AL,30,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,71,1,0,0,0,0,0,1
270,Jeff Conine\coninje01,34,BAL,AL,119,452,409,53,116,20,2,13,46,4,3,36,53,.284,.341,.438,.779,100,179,14,2,0,4,1,53D9/7
271,Jason Conti*\contija01,25,ARI,NL,47,99,91,11,21,4,3,1,15,3,0,7,30,.231,.293,.374,.667,65,34,2,1,0,0,2,9/87
272,Dennis Cook*\cookde01,37,NYM,NL,68,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
273,Ron Coomer\coomero01,33,MIN,AL,140,589,544,64,147,29,1,16,82,2,0,36,50,.270,.317,.415,.733,81,226,25,4,0,5,2,*3/D5
274,Brian Cooper\coopebr01,25,ANA,AL,15,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
275,Trace Coquillette\coquitr01,26,MON,NL,34,67,59,6,12,4,0,1,8,0,0,7,19,.203,.284,.322,.606,51,19,2,0,0,1,0,5/479
276,Alex Cora*\coraal01,24,LAD,NL,109,394,353,39,84,18,6,4,32,4,1,26,53,.238,.302,.357,.658,70,126,6,7,6,2,4,6/4
277,Francisco Cordero\cordefr01,25,TEX,AL,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
278,Wil Cordero\cordewi01,28,TOT,MLB,127,536,496,64,137,35,5,16,68,1,2,32,76,.276,.328,.464,.792,98,230,18,7,0,1,1,*7/D
279,Wil Cordero\cordewi01,28,PIT,NL,89,378,348,46,98,24,3,16,51,1,2,25,58,.282,.336,.506,.842,110,176,11,4,0,1,1,7/D
280,Wil Cordero\cordewi01,28,CLE,AL,38,158,148,18,39,11,2,0,17,0,0,7,18,.264,.310,.365,.675,70,54,7,3,0,0,0,7
281,Francisco Cordova\cordofr01,28,PIT,NL,18,37,35,0,4,0,0,0,3,0,0,2,15,.114,.162,.114,.276,-28,4,1,0,0,0,0,1
282,Marty Cordova\cordoma01,30,TOR,AL,62,221,200,23,49,7,0,4,18,3,2,18,35,.245,.317,.340,.657,65,68,6,3,0,0,0,79D
283,Rheal Cormier*\cormirh01,33,BOS,AL,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
284,Reid Cornelius\cornere01,30,FLA,NL,23,41,37,1,5,2,0,0,1,0,0,0,12,.135,.135,.189,.324,-17,7,1,0,4,0,0,1
285,Craig Counsell*\counscr01,29,ARI,NL,67,177,152,23,48,8,1,2,11,3,3,20,18,.316,.400,.421,.821,105,64,4,2,1,1,0,45/6
286,Steve Cox*\coxst01,25,TBD,AL,116,369,318,44,90,19,1,11,35,1,2,45,47,.283,.379,.453,.832,112,144,9,5,0,1,2,973D
287,Tim Crabtree\crabtti01,30,TEX,AL,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
288,Paxton Crawford\crawfpa02,22,BOS,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
289,Joe Crede\credejo01,22,CHW,AL,7,15,14,2,5,1,0,0,3,0,0,0,3,.357,.333,.429,.762,90,6,0,0,0,1,0,/5D
290,Doug Creek*\creekdo01,31,TBD,AL,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
291,Felipe Crespo#\crespfe01,27,SFG,NL,89,150,131,17,38,6,1,4,29,3,2,10,23,.290,.351,.443,.794,105,58,3,4,2,3,2,73/94D
292,Jack Cressend\cressja01,25,MIN,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
293,D.T. Cromer*\cromed.01,29,CIN,NL,35,51,47,7,16,4,0,2,8,0,0,1,14,.340,.360,.553,.913,125,26,0,1,1,1,1,3
294,Tripp Cromer\crometr01,32,HOU,NL,9,10,8,2,1,0,0,0,0,0,0,1,1,.125,.222,.125,.347,-11,1,0,0,1,0,0,/546
295,Rich Croushore\crousri01,29,TOT,MLB,11,2,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,365,1,0,0,1,0,0,1
296,Rich Croushore\crousri01,29,COL,NL,6,2,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,365,1,0,0,1,0,0,/1
297,Rich Croushore\crousri01,29,BOS,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
298,Deivi Cruz\cruzde01,27,DET,AL,156,615,583,68,176,46,5,10,82,1,4,13,43,.302,.318,.449,.767,97,262,25,4,8,7,2,*6
299,Ivan Cruz*\cruziv01,32,PIT,NL,8,11,11,0,1,0,0,0,0,0,0,0,8,.091,.091,.091,.182,-54,1,1,0,0,0,0,/3
300,Jacob Cruz*\cruzja01,27,CLE,AL,11,36,29,3,7,3,0,0,5,1,0,5,4,.241,.361,.345,.706,80,10,0,1,0,1,0,/8D7
301,Jose Cruz#\cruzjo02,26,TOR,AL,162,681,603,91,146,32,5,31,76,15,5,71,129,.242,.323,.466,.789,95,281,11,2,2,3,3,*8
302,Nelson Cruz\cruzne01,27,DET,AL,27,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
303,Darwin Cubillan\cubilda01,27,TOT,AL,20,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
304,Darwin Cubillan\cubilda01,27,TOR,AL,7,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
305,Darwin Cubillan\cubilda01,27,TEX,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
306,Midre Cummings*\cummimi01,28,TOT,AL,98,227,206,29,57,10,0,4,24,0,0,17,28,.277,.341,.383,.724,81,79,5,3,1,0,1,9D/78
307,Midre Cummings*\cummimi01,28,MIN,AL,77,196,181,28,50,10,0,4,22,0,0,11,25,.276,.328,.398,.726,81,72,4,3,1,0,1,9D/7
308,Midre Cummings*\cummimi01,28,BOS,AL,21,31,25,1,7,0,0,0,2,0,0,6,3,.280,.419,.280,.699,81,7,1,0,0,0,0,/98D
309,Will Cunnane\cunnawi01,26,SDP,NL,27,7,7,0,1,1,0,0,0,0,0,0,3,.143,.143,.286,.429,8,2,0,0,0,0,0,1
310,Chad Curtis\curtich01,31,TEX,AL,108,381,335,48,91,25,1,8,48,3,3,37,71,.272,.343,.424,.767,93,142,12,1,5,3,0,79D
311,Jeff D'Amico\d'amije01,24,MIL,NL,23,54,44,2,4,1,0,1,2,0,0,3,19,.091,.146,.182,.328,-17,8,3,0,6,1,0,1
312,Jeff D'Amico\d'amije02,25,KCR,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
313,Omar Daal*\daalom01,28,TOT,NL,32,54,45,3,12,3,0,1,6,0,0,4,8,.267,.327,.400,.727,81,18,1,0,5,0,0,1
314,Omar Daal*\daalom01,28,ARI,NL,20,31,27,2,7,1,0,1,4,0,0,1,3,.259,.286,.407,.693,70,11,1,0,3,0,0,1
315,Omar Daal*\daalom01,28,PHI,NL,12,23,18,1,5,2,0,0,2,0,0,3,5,.278,.381,.389,.770,96,7,0,0,2,0,0,1
316,Johnny Damon*\damonjo01,26,KCR,AL,159,741,655,136,214,42,10,16,88,46,9,65,60,.327,.382,.495,.877,118,324,7,1,8,12,4,*87D
317,Vic Darensbourg*\darenvi01,29,FLA,NL,56,8,8,0,2,0,0,0,0,0,0,0,2,.250,.250,.250,.500,31,2,0,0,0,0,0,1
318,Mike Darr*\darrmi02,24,SDP,NL,58,228,205,21,55,14,4,1,30,9,1,23,45,.268,.342,.390,.732,91,80,9,0,0,0,1,98/7
319,Brian Daubach*\daubabr01,28,BOS,AL,142,549,495,55,123,32,2,21,76,1,1,44,130,.248,.315,.448,.764,89,222,6,6,0,4,2,3D/759
320,Tom Davey\daveyto01,26,SDP,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
321,Ben Davis#\davisbe01,23,SDP,NL,43,148,130,12,29,6,0,3,14,1,1,14,35,.223,.297,.338,.635,66,44,2,0,3,1,1,2/D
322,Doug Davis\davisdo02,24,TEX,AL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
323,Eric Davis\daviser01,38,STL,NL,92,293,254,38,77,14,0,6,40,1,1,36,60,.303,.389,.429,.818,106,109,7,1,0,2,0,9/D
324,Kane Davis\daviska01,25,TOT,MLB,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
325,Kane Davis\daviska01,25,CLE,AL,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
326,Kane Davis\daviska01,25,MIL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
327,Russ Davis\davisru01,30,SFG,NL,80,192,180,27,47,5,0,9,24,0,3,9,29,.261,.302,.439,.741,90,79,1,2,0,1,0,5/3D
328,Travis Dawkins\dawkitr01,21,CIN,NL,14,44,41,5,9,2,0,0,3,0,0,2,7,.220,.256,.268,.524,32,11,3,0,1,0,1,6
329,Tomas de la Rosa\delarto01,22,MON,NL,32,77,66,7,19,3,1,2,9,2,1,7,11,.288,.365,.455,.819,103,30,2,1,3,0,0,6/D
330,Valerio De Los Santos*\delosva01,27,MIL,NL,66,6,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
331,Kory DeHaan*\dehaako01,23,SDP,NL,90,110,103,19,21,7,0,2,13,4,2,5,39,.204,.239,.330,.569,47,34,2,0,1,1,0,97/8D
332,Mike DeJean\dejeami01,29,COL,NL,54,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
333,Miguel Del Toro\deltomi01,28,SFG,NL,9,2,2,1,1,0,0,0,2,0,0,0,0,.500,.500,.500,1.000,162,1,0,0,0,0,0,/1
334,Carlos Delgado*\delgaca01,28,TOR,AL,162,711,569,115,196,57,1,41,137,0,1,123,104,.344,.470,.664,1.134,181,378,12,15,0,4,18,*3
335,Wilson Delgado#\delgawi01,27,TOT,AL,64,141,128,21,33,2,0,1,11,2,1,11,26,.258,.312,.297,.609,55,38,2,0,0,2,0,46/5
336,Wilson Delgado#\delgawi01,27,NYY,AL,31,51,45,6,11,1,0,1,4,1,0,5,9,.244,.314,.333,.647,66,15,1,0,0,1,0,46/5
337,Wilson Delgado#\delgawi01,27,KCR,AL,33,90,83,15,22,1,0,0,7,1,1,6,17,.265,.311,.277,.588,50,23,1,0,0,1,0,46/5
338,David Dellucci*\delluda01,26,ARI,NL,34,54,50,2,15,3,0,0,2,0,2,4,9,.300,.352,.360,.712,78,18,1,0,0,0,0,9/7
339,Ryan Dempster\dempsry01,23,FLA,NL,33,82,77,3,6,2,0,0,2,0,0,1,29,.078,.090,.104,.194,-50,8,0,0,4,0,0,1
340,Sean DePaula\depause01,26,CLE,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
341,Mark DeRosa\derosma01,25,ATL,NL,22,15,13,9,4,1,0,0,3,0,0,2,1,.308,.400,.385,.785,100,5,0,0,0,0,0,6
342,Delino DeShields*\deshide01,31,BAL,AL,151,643,561,84,166,43,5,10,86,37,10,69,82,.296,.369,.444,.813,110,249,16,1,3,9,2,47D/8
343,Elmer Dessens\desseel01,29,CIN,NL,40,48,40,6,4,0,0,0,0,0,0,7,16,.100,.234,.100,.334,-12,4,0,0,1,0,0,1
344,Matt DeWitt\dewitma01,22,TOR,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
345,Einar Diaz\diazei01,27,CLE,AL,75,275,250,29,68,14,2,4,25,4,2,11,29,.272,.323,.392,.715,80,98,7,8,6,0,0,2/5
346,Jason Dickson*\dicksja01,27,ANA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
347,Mike Difelice\difelmi01,31,TBD,AL,60,223,204,23,49,13,1,6,19,0,0,12,40,.240,.280,.402,.682,72,82,8,0,5,2,0,2
348,Craig Dingman\dingmcr01,26,NYY,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
349,Jerry Dipoto\dipotje01,32,COL,NL,17,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
350,Gary Disarcina\disarga01,32,ANA,AL,12,42,38,6,15,2,0,1,11,0,1,1,3,.395,.425,.526,.951,138,20,1,1,2,0,0,6
