Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
111,Russell Branyan*\branyru01,31,PHI,9,36,4.00,25,69.4%,28.0%,48.0%,12.0%,12.0%,72.0%,0.0%,50.0%,33.3%,33.3%,0.0%,0,0,11.1%,1,0,0.0%,0,0,1,5,16.7%,0,0,0
112,Russell Branyan*\branyru01,31,STL,39,157,4.03,88,56.1%,33.0%,31.8%,15.9%,19.3%,67.0%,0.0%,37.6%,52.5%,25.6%,10.3%,4,0,15.4%,6,1,15.4%,6,3,5,10,33.3%,0,0,0
113,Ryan Braun\braunry02,23,MIL,492,1821,3.70,1210,66.6%,22.1%,19.3%,30.2%,28.4%,77.9%,0.7%,51.9%,75.2%,35.6%,4.1%,20,0,11.4%,56,15,6.7%,33,21,18,94,16.1%,0,0,0
114,Craig Brazell*\brazecr01,27,KCR,5,19,3.80,14,73.7%,14.3%,28.6%,35.7%,21.4%,85.7%,0.0%,63.2%,66.7%,60.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
115,Doug Brocail*\brocado01,40,SDP,2,10,5.00,6,60.0%,33.3%,33.3%,16.7%,16.7%,66.7%,0.0%,40.0%,50.0%,0.0%,50.0%,1,0,50.0%,1,0,50.0%,1,1,0,1,0.0%,0,0,0
116,Ben Broussard*\brousbe01,30,SEA,265,959,3.62,617,64.7%,23.7%,18.0%,27.1%,31.3%,76.3%,1.5%,49.4%,76.4%,33.6%,4.5%,12,2,11.7%,31,14,6.0%,16,8,10,40,20.0%,0,0,0
117,Dee Brown*\brownde02,29,OAK,3,14,4.67,10,71.4%,30.0%,30.0%,30.0%,10.0%,70.0%,0.0%,50.0%,57.1%,0.0%,0.0%,0,0,33.3%,1,1,0.0%,0,0,0,2,0.0%,0,0,0
118,Emil Brown\brownem01,32,KCR,399,1378,3.45,870,63.5%,23.2%,19.0%,23.2%,34.6%,76.8%,1.6%,48.8%,75.3%,36.1%,3.5%,14,3,13.8%,55,27,7.3%,29,17,19,52,26.8%,0,0,0
119,Matthew Brown\brownma05,24,LAA,7,31,4.43,19,61.3%,15.8%,36.8%,26.3%,21.1%,84.2%,0.0%,51.6%,56.3%,14.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
120,Eric Bruntlett\brunter01,29,HOU,165,650,3.94,403,62.4%,32.3%,11.7%,27.0%,29.0%,67.7%,1.6%,42.3%,82.8%,24.2%,6.7%,11,1,14.5%,24,8,9.1%,15,7,9,18,33.3%,0,0,0
121,Taylor Buchholz\buchhta01,25,COL,26,114,4.38,79,69.3%,26.6%,19.0%,38.0%,16.5%,73.4%,0.0%,50.9%,74.1%,42.3%,0.0%,0,0,7.7%,2,0,3.8%,1,0,6,4,54.5%,0,0,0
122,John Buck\buckjo01,26,KCR,399,1501,3.76,937,62.4%,21.9%,22.0%,28.3%,27.9%,78.1%,0.0%,48.8%,71.9%,37.6%,6.0%,24,4,13.5%,54,23,8.8%,35,22,26,66,28.3%,0,0,0
123,Travis Buck*\bucktr01,23,OAK,334,1257,3.76,759,60.7%,26.4%,16.1%,27.9%,29.6%,73.6%,1.2%,44.7%,78.2%,26.9%,5.1%,17,0,16.8%,56,20,8.7%,29,15,17,49,25.8%,0,0,0
124,Ryan Budde\buddery01,27,LAA,18,81,4.50,50,61.7%,28.0%,20.0%,28.0%,24.0%,72.0%,0.0%,44.4%,72.2%,5.6%,0.0%,0,0,27.8%,5,3,11.1%,2,2,1,5,16.7%,0,0,0
125,Mark Buehrle*\buehrma01,28,CHW,6,27,4.50,19,70.4%,21.1%,31.6%,36.8%,10.5%,78.9%,0.0%,55.6%,60.0%,50.0%,0.0%,0,0,16.7%,1,0,0.0%,0,0,1,3,25.0%,0,0,0
126,Bryan Bullington\bullibr01,26,PIT,4,19,4.75,12,63.2%,25.0%,0.0%,41.7%,33.3%,75.0%,0.0%,47.4%,100.0%,0.0%,0.0%,0,0,25.0%,1,0,0.0%,0,0,0,0,,0,0,0
127,Chris Burke\burkech01,27,HOU,364,1417,3.89,895,63.3%,25.0%,12.6%,31.5%,30.8%,75.0%,0.8%,47.5%,83.2%,26.9%,4.1%,15,2,12.4%,45,20,9.3%,34,23,12,40,23.1%,0,0,0
128,Jamie Burke\burkeja02,35,SEA,129,482,3.74,326,67.6%,28.2%,12.3%,28.5%,31.0%,71.8%,0.0%,48.5%,82.9%,15.5%,3.1%,4,0,13.2%,17,6,6.2%,8,7,4,13,23.5%,0,0,0
129,A.J. Burnett\burnea.01,30,TOR,2,9,4.50,4,44.4%,25.0%,0.0%,25.0%,50.0%,75.0%,0.0%,33.3%,100.0%,50.0%,0.0%,0,0,50.0%,1,0,50.0%,1,1,0,0,,0,0,0
130,Pat Burrell\burrepa01,30,PHI,599,2520,4.21,1385,55.0%,34.2%,12.9%,26.9%,26.0%,65.8%,0.4%,36.2%,80.4%,27.5%,8.0%,48,10,20.0%,120,46,16.2%,97,39,48,72,40.0%,0,0,0
131,Brian Burres*\burrebr01,26,BAL,3,11,3.67,8,72.7%,0.0%,50.0%,25.0%,25.0%,100.0%,0.0%,72.7%,50.0%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
132,Brian Buscher*\buschbr01,26,MIN,94,357,3.80,216,60.5%,31.9%,12.5%,24.1%,31.5%,68.1%,0.0%,41.2%,81.6%,21.3%,2.1%,2,0,11.7%,11,7,9.6%,9,5,3,13,18.8%,0,0,0
133,Dave Bush\bushda01,27,MIL,62,190,3.06,146,76.8%,25.3%,20.5%,19.9%,34.2%,74.7%,0.0%,57.4%,72.5%,37.1%,0.0%,0,0,4.8%,3,0,0.0%,0,0,0,11,0.0%,0,0,0
134,Billy Butler\butlebi03,21,KCR,361,1381,3.83,852,62.3%,25.7%,13.3%,28.6%,32.4%,74.3%,2.6%,46.3%,82.1%,25.8%,6.9%,25,5,17.2%,62,29,8.3%,30,18,14,41,25.5%,0,0,0
135,Freddie Bynum*\bynumfr01,27,BAL,101,378,3.74,254,67.2%,22.4%,26.4%,24.8%,26.4%,77.6%,0.0%,52.1%,66.0%,34.7%,1.0%,1,0,7.9%,8,4,9.9%,10,7,3,27,10.0%,0,0,0
136,Marlon Byrd\byrdma01,29,TEX,454,1727,3.80,1185,69.1%,23.5%,16.4%,32.1%,28.0%,76.5%,2.2%,52.8%,78.6%,33.5%,5.1%,23,0,13.2%,60,12,7.5%,34,19,15,73,17.0%,0,0,0
137,Paul Byrd\byrdpa01,36,CLE,2,8,4.00,5,62.5%,40.0%,0.0%,20.0%,40.0%,60.0%,0.0%,37.5%,100.0%,0.0%,0.0%,0,0,50.0%,1,0,0.0%,0,0,0,0,,0,0,0
138,Eric Byrnes\byrneer01,31,ARI,699,2574,3.68,1591,62.2%,25.1%,13.1%,28.2%,33.6%,74.9%,1.7%,46.6%,82.5%,33.8%,6.2%,43,3,14.6%,102,40,8.0%,56,26,25,73,25.5%,0,0,0
139,Asdrubal Cabrera#\cabreas01,21,CLE,186,706,3.80,446,63.2%,28.5%,10.1%,30.5%,30.9%,71.5%,0.0%,45.2%,85.9%,31.7%,4.3%,8,0,10.8%,20,5,8.1%,15,5,9,20,31.0%,0,0,0
140,Daniel Cabrera\cabreda01,26,BAL,3,11,3.67,9,81.8%,88.9%,0.0%,11.1%,0.0%,11.1%,0.0%,9.1%,100.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,3,0,100.0%,0,0,0
141,Melky Cabrera#\cabreme01,22,NYY,615,2246,3.65,1439,64.1%,25.4%,9.4%,30.7%,34.5%,74.6%,0.0%,47.8%,87.4%,28.0%,4.2%,26,0,13.2%,81,21,8.1%,50,23,18,50,26.5%,0,0,0
142,Miguel Cabrera\cabremi01,24,FLA,680,2500,3.68,1532,63.4%,19.7%,20.0%,29.7%,30.6%,80.3%,8.5%,50.9%,75.1%,39.3%,8.1%,55,3,17.2%,117,41,10.0%,68,44,18,109,14.2%,0,0,0
143,Orlando Cabrera\cabreor01,32,LAA,707,2393,3.38,1544,64.5%,27.4%,11.7%,22.8%,38.1%,72.6%,0.0%,46.8%,83.9%,27.9%,3.0%,21,0,13.3%,94,44,7.2%,51,16,12,52,18.8%,0,0,0
144,Matt Cain\cainma01,22,SFG,66,238,3.61,168,70.6%,34.5%,29.8%,16.7%,19.0%,65.5%,0.0%,46.2%,54.5%,30.3%,0.0%,0,0,4.5%,3,0,3.0%,2,1,7,25,21.9%,0,0,0
145,Miguel Cairo\cairomi01,33,TOT,194,710,3.66,468,66.3%,24.6%,9.6%,32.5%,33.3%,75.4%,1.7%,50.0%,87.3%,29.4%,5.2%,10,0,12.4%,24,8,6.2%,12,6,7,17,29.2%,0,0,0
146,Miguel Cairo\cairomi01,33,NYY,122,459,3.76,295,64.8%,30.8%,8.5%,29.2%,31.5%,69.2%,2.4%,44.8%,87.7%,18.9%,6.6%,8,0,15.6%,19,5,9.0%,11,5,5,14,26.3%,0,0,0
147,Miguel Cairo\cairomi01,33,STL,72,251,3.49,173,68.9%,13.9%,11.6%,38.2%,36.4%,86.1%,0.0%,59.4%,86.6%,47.2%,2.8%,2,0,6.9%,5,3,1.4%,1,1,2,3,40.0%,0,0,0
148,Alberto Callaspo#\callaal01,24,ARI,156,517,3.31,341,66.0%,27.6%,5.9%,27.9%,38.7%,72.4%,0.0%,47.8%,91.9%,32.7%,2.6%,4,0,9.6%,15,6,6.4%,10,6,6,8,42.9%,0,0,0
149,Kevin Cameron\camerke01,27,SDP,4,16,4.00,11,68.8%,9.1%,63.6%,18.2%,9.1%,90.9%,0.0%,62.5%,30.0%,75.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
150,Mike Cameron\camermi01,34,SDP,651,2625,4.03,1564,59.6%,29.9%,17.6%,25.9%,26.6%,70.1%,0.3%,41.8%,74.9%,30.3%,5.8%,38,2,16.4%,107,52,10.6%,69,33,58,102,36.3%,0,0,0
151,Robinson Cano*\canoro01,24,NYY,669,2285,3.42,1504,66.4%,20.5%,10.9%,32.8%,35.7%,79.5%,2.6%,52.8%,86.3%,35.4%,5.2%,35,0,14.6%,98,35,7.3%,49,37,15,70,17.6%,0,0,0
152,Jorge Cantu\cantujo01,25,TOT,133,502,3.77,306,61.0%,26.1%,16.7%,27.1%,30.1%,73.9%,0.0%,45.0%,77.4%,23.3%,7.5%,10,0,21.1%,28,15,8.3%,11,8,3,23,11.5%,0,0,0
153,Jorge Cantu\cantujo01,25,TBD,65,256,3.94,152,59.4%,27.0%,19.1%,25.7%,28.3%,73.0%,0.0%,43.4%,73.9%,18.5%,10.8%,7,0,27.7%,18,9,9.2%,6,5,1,15,6.3%,0,0,0
154,Jorge Cantu\cantujo01,25,CIN,68,246,3.62,154,62.6%,25.3%,14.3%,28.6%,31.8%,74.7%,0.0%,46.7%,80.9%,27.9%,4.4%,3,0,14.7%,10,6,7.4%,5,3,2,8,20.0%,0,0,0
155,Matt Capps\cappsma01,23,PIT,1,3,3.00,2,66.7%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,33.3%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
156,Chris Capuano*\capuach01,28,MIL,48,159,3.31,114,71.7%,24.6%,31.6%,17.5%,26.3%,75.4%,0.0%,54.1%,58.1%,41.7%,6.3%,3,0,16.7%,8,0,6.3%,3,2,4,12,25.0%,0,0,0
157,Buddy Carlyle*\carlybu01,29,ATL,44,152,3.45,114,75.0%,33.3%,14.0%,25.4%,27.2%,66.7%,0.0%,50.0%,78.9%,29.5%,0.0%,0,0,4.5%,2,0,2.3%,1,0,4,7,33.3%,0,0,0
158,Chris Carpenter\carpech01,32,STL,1,4,4.00,2,50.0%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,25.0%,100.0%,0.0%,0.0%,0,0,100.0%,1,0,0.0%,0,0,0,0,,0,0,0
159,Brett Carroll\carrobr01,24,FLA,53,183,3.45,127,69.4%,12.6%,32.3%,27.6%,27.6%,87.4%,0.0%,60.7%,63.1%,50.9%,1.9%,1,0,3.8%,2,1,0.0%,0,0,2,13,13.3%,0,0,0
160,Jamey Carroll\carroja01,33,COL,268,1084,4.04,668,61.9%,35.9%,8.1%,25.7%,30.2%,64.1%,1.0%,39.6%,87.4%,14.6%,3.7%,10,0,17.2%,46,9,9.3%,25,9,9,25,26.5%,0,0,0
161,Raul Casanova#\casanra01,34,TBD,89,344,3.87,220,64.7%,25.9%,16.8%,28.2%,29.1%,74.1%,3.2%,47.9%,77.3%,20.2%,5.6%,5,0,12.4%,11,3,12.4%,11,6,4,13,23.5%,0,0,0
162,Sean Casey*\caseyse01,32,DET,497,1734,3.49,1099,64.8%,31.4%,7.2%,23.8%,37.6%,68.6%,6.0%,44.5%,89.5%,16.9%,6.0%,30,0,16.5%,82,29,7.2%,36,19,9,33,21.4%,0,0,0
163,Kevin Cash\cashke01,29,BOS,33,142,4.30,81,57.0%,27.2%,29.6%,24.7%,18.5%,72.8%,0.0%,41.5%,59.3%,36.4%,3.0%,1,0,15.2%,5,3,15.2%,5,3,3,10,23.1%,0,0,0
164,Alexi Casilla#\casilal01,22,MIN,205,760,3.71,508,66.8%,35.6%,8.9%,22.8%,32.7%,64.4%,0.0%,43.0%,86.2%,25.9%,2.4%,5,0,10.7%,22,0,8.8%,18,5,10,19,34.5%,0,0,0
165,Jack Cassel\casseja01,26,SDP,8,30,3.75,22,73.3%,13.6%,50.0%,13.6%,22.7%,86.4%,0.0%,63.3%,42.1%,62.5%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
166,Alberto Castillo\castial01,37,BAL,36,153,4.25,99,64.7%,41.4%,9.1%,26.3%,23.2%,58.6%,0.0%,37.9%,84.5%,16.7%,5.6%,2,0,8.3%,3,0,5.6%,2,2,6,4,60.0%,0,0,0
167,Jose Castillo\castijo02,26,PIT,230,836,3.63,587,70.9%,20.1%,16.4%,33.9%,29.6%,79.9%,3.2%,56.6%,79.5%,43.9%,2.2%,5,0,7.4%,17,7,4.8%,11,8,8,40,16.7%,0,0,0
168,Luis Castillo#\castilu01,31,TOT,618,2451,3.97,1521,62.1%,40.6%,3.1%,22.4%,34.0%,59.4%,0.0%,36.9%,94.8%,13.3%,4.4%,27,0,14.6%,90,7,11.8%,73,13,20,25,44.4%,0,0,0
169,Luis Castillo#\castilu01,31,MIN,386,1553,4.02,967,62.3%,40.3%,3.5%,22.3%,33.8%,59.7%,0.0%,37.2%,94.1%,12.4%,3.1%,12,0,13.5%,52,3,11.7%,45,10,12,16,42.9%,0,0,0
170,Luis Castillo#\castilu01,31,NYM,232,898,3.87,554,61.7%,41.0%,2.3%,22.4%,34.3%,59.0%,0.0%,36.4%,96.0%,14.7%,6.5%,15,0,16.4%,38,4,12.1%,28,3,8,9,47.1%,0,0,0
171,Kory Casto*\castoko01,25,WSN,57,224,3.93,147,65.6%,29.3%,16.3%,28.6%,25.9%,70.7%,0.0%,46.4%,76.9%,24.6%,1.8%,1,0,19.3%,11,5,8.8%,5,2,3,14,17.6%,0,0,0
172,Fabio Castro*\castrfa01,22,PHI,1,3,3.00,2,66.7%,0.0%,0.0%,50.0%,50.0%,100.0%,0.0%,66.7%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
173,Juan Castro\castrju01,35,CIN,98,317,3.23,214,67.5%,26.6%,16.4%,22.9%,34.1%,73.4%,0.0%,49.5%,77.7%,37.8%,2.0%,2,0,12.2%,12,4,5.1%,5,4,4,17,19.0%,0,0,0
174,Ramon Castro\castrra01,31,NYM,157,635,4.04,388,61.1%,32.7%,16.5%,23.2%,27.6%,67.3%,0.0%,41.1%,75.5%,16.6%,5.7%,9,0,14.0%,22,8,11.5%,18,14,10,29,25.6%,0,0,0
175,Frank Catalanotto*\catalfr01,33,TEX,378,1449,3.83,906,62.5%,33.8%,5.8%,27.2%,33.2%,66.2%,0.0%,41.4%,91.2%,17.2%,6.6%,25,0,18.3%,69,12,10.8%,41,24,15,22,40.5%,0,0,0
176,Troy Cate*\catetr01,26,STL,1,2,2.00,1,50.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
177,Ronny Cedeno\cedenro02,24,CHC,80,294,3.68,210,71.4%,29.0%,11.9%,31.0%,28.1%,71.0%,0.0%,50.7%,83.2%,21.3%,2.5%,2,0,6.3%,5,3,3.8%,3,3,4,14,22.2%,0,0,0
178,Shawn Chacon\chacosh01,29,PIT,13,31,2.38,27,87.1%,29.6%,14.8%,14.8%,40.7%,70.4%,0.0%,61.3%,78.9%,30.8%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
179,Endy Chavez*\chaveen01,29,NYM,166,626,3.77,405,64.7%,30.9%,10.1%,24.4%,34.6%,69.1%,0.0%,44.7%,85.4%,18.7%,4.2%,7,0,8.4%,14,2,8.4%,14,12,3,13,18.8%,0,0,0
180,Eric Chavez*\chaveer01,29,OAK,379,1520,4.01,980,64.7%,25.7%,17.2%,29.6%,27.4%,74.3%,0.9%,48.1%,76.8%,29.0%,5.5%,21,0,13.5%,51,19,11.1%,42,25,16,60,21.1%,0,0,0
181,Rocky Cherry\cherrro01,27,TOT,1,2,2.00,2,100.0%,50.0%,0.0%,0.0%,50.0%,50.0%,,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
182,Rocky Cherry\cherrro01,27,CHC,1,2,2.00,2,100.0%,50.0%,0.0%,0.0%,50.0%,50.0%,,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
183,Matt Chico*\chicoma01,24,WSN,57,190,3.33,133,70.0%,33.8%,14.3%,17.3%,34.6%,66.2%,0.0%,46.3%,78.4%,28.1%,0.0%,0,0,8.8%,5,0,0.0%,0,0,3,7,27.3%,0,0,0
184,Shin-Soo Choo*\choosh01,24,CLE,20,73,3.65,44,63.8%,20.5%,18.2%,31.8%,29.5%,79.5%,13.8%,50.7%,77.1%,40.0%,15.0%,3,1,20.0%,4,1,5.0%,1,0,2,3,40.0%,0,0,0
185,Vinnie Chulk\chulkvi01,28,SFG,3,10,3.33,7,70.0%,14.3%,14.3%,28.6%,42.9%,85.7%,0.0%,60.0%,83.3%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
186,Ryan Church*\churcry01,28,WSN,532,2001,3.76,1253,63.0%,25.8%,18.6%,26.4%,29.2%,74.2%,1.7%,46.8%,74.9%,25.0%,5.6%,30,0,16.9%,90,33,9.2%,49,30,15,92,14.0%,0,0,0
187,Alex Cintron#\cintral01,28,CHW,197,699,3.55,484,69.6%,22.5%,13.0%,33.3%,31.2%,77.5%,1.9%,54.0%,83.2%,37.6%,3.6%,7,0,10.2%,20,5,5.1%,10,7,11,24,31.4%,0,0,0
188,Jeff Cirillo\cirilje01,37,TOT,218,771,3.54,494,64.1%,24.9%,8.3%,30.6%,36.2%,75.1%,0.0%,48.1%,88.9%,28.0%,2.3%,5,0,12.8%,28,8,5.5%,12,4,7,12,36.8%,0,0,0
189,Jeff Cirillo\cirilje01,37,MIN,174,621,3.57,399,64.3%,24.1%,8.5%,31.1%,36.3%,75.9%,0.0%,48.8%,88.8%,29.3%,1.1%,2,0,13.8%,24,7,4.6%,8,2,4,9,30.8%,0,0,0
190,Jeff Cirillo\cirilje01,37,ARI,44,150,3.41,95,63.3%,28.4%,7.4%,28.4%,35.8%,71.6%,0.0%,45.3%,89.7%,22.7%,6.8%,3,0,9.1%,4,1,9.1%,4,2,3,3,50.0%,0,0,0
191,Brady Clark\clarkbr02,34,TOT,123,486,3.95,292,61.1%,31.2%,12.0%,26.0%,30.8%,68.8%,4.1%,42.1%,82.6%,17.1%,3.3%,4,1,13.0%,16,7,7.3%,9,3,4,14,22.2%,0,0,0
192,Brady Clark\clarkbr02,34,LAD,66,260,3.94,164,63.1%,28.0%,14.0%,28.7%,29.3%,72.0%,0.0%,45.4%,80.5%,19.7%,1.5%,1,1,9.1%,6,4,6.1%,4,1,1,10,9.1%,0,0,0
193,Brady Clark\clarkbr02,34,SDP,57,226,3.96,128,58.7%,35.2%,9.4%,22.7%,32.8%,64.8%,8.2%,38.1%,85.5%,14.0%,5.3%,3,0,17.5%,10,3,8.8%,5,2,3,4,42.9%,0,0,0
194,Howie Clark*\clarkho02,33,TOR,58,228,3.93,134,59.8%,35.1%,5.2%,26.1%,33.6%,64.9%,4.3%,38.8%,92.0%,12.1%,5.2%,3,0,24.1%,14,5,13.8%,8,4,1,4,20.0%,0,0,0
195,Tony Clark#\clarkto02,35,ARI,245,955,3.90,599,63.3%,25.0%,21.7%,25.7%,27.5%,75.0%,2.5%,47.5%,71.0%,30.6%,4.1%,10,0,12.7%,31,13,6.1%,15,8,13,46,22.0%,0,0,0
196,Royce Clayton\claytro01,37,TOT,216,821,3.80,553,67.4%,25.0%,19.7%,28.6%,26.8%,75.0%,0.0%,50.5%,73.7%,30.1%,3.2%,7,0,11.1%,24,13,8.8%,19,15,12,41,22.6%,0,0,0
197,Royce Clayton\claytro01,37,TOR,210,806,3.84,539,66.9%,24.5%,19.5%,29.1%,26.9%,75.5%,0.0%,50.5%,74.2%,30.0%,3.3%,7,0,11.4%,24,13,9.0%,19,15,11,39,22.0%,0,0,0
198,Royce Clayton\claytro01,37,BOS,6,15,2.50,14,93.3%,42.9%,28.6%,7.1%,21.4%,57.1%,0.0%,53.3%,50.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,2,33.3%,0,0,0
199,Roger Clemens\clemero02,44,NYY,2,6,3.00,5,83.3%,40.0%,0.0%,20.0%,40.0%,60.0%,0.0%,50.0%,100.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
200,Jeff Clement*\clemeje01,23,SEA,19,68,3.58,38,55.9%,28.9%,18.4%,18.4%,34.2%,71.1%,0.0%,39.7%,74.1%,21.1%,15.8%,3,0,31.6%,6,1,21.1%,4,2,0,3,0.0%,0,0,0
201,Brent Clevlen\clevlbr01,23,DET,10,35,3.50,27,77.1%,29.6%,44.4%,14.8%,11.1%,70.4%,0.0%,54.3%,36.8%,30.0%,10.0%,1,0,10.0%,1,0,10.0%,1,1,1,6,14.3%,0,0,0
202,Tyler Clippard\clippty01,22,NYY,3,15,5.00,11,73.3%,18.2%,27.3%,36.4%,18.2%,81.8%,0.0%,60.0%,66.7%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,0,100.0%,0,0,0
203,Buck Coats*\coatsbu01,25,CIN,38,176,4.63,112,63.6%,25.0%,23.2%,33.9%,17.9%,75.0%,0.0%,47.7%,69.0%,31.6%,2.6%,1,0,13.2%,5,3,7.9%,3,2,4,11,26.7%,0,0,0
204,Jesus Colome\colomje01,29,WSN,1,6,6.00,6,100.0%,16.7%,16.7%,66.7%,0.0%,83.3%,,83.3%,80.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
205,Bartolo Colon\colonba01,34,LAA,3,4,1.33,4,100.0%,0.0%,0.0%,25.0%,75.0%,100.0%,,100.0%,100.0%,100.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
206,Clay Condrey\condrcl01,31,PHI,4,17,4.25,10,58.8%,30.0%,60.0%,0.0%,10.0%,70.0%,0.0%,41.2%,14.3%,0.0%,0.0%,0,0,25.0%,1,0,25.0%,1,0,0,3,0.0%,0,0,0
207,Jeff Conine\coninje01,41,TOT,292,1113,3.81,691,62.3%,31.0%,9.4%,26.5%,33.1%,69.0%,0.9%,43.0%,86.4%,30.5%,4.1%,12,0,11.3%,33,16,11.0%,32,20,14,22,38.9%,0,0,0
208,Jeff Conine\coninje01,41,CIN,242,895,3.70,562,62.8%,30.6%,9.4%,25.4%,34.5%,69.4%,0.0%,43.6%,86.4%,33.5%,2.9%,7,0,10.3%,25,14,10.3%,25,16,12,16,42.9%,0,0,0
209,Jeff Conine\coninje01,41,NYM,50,218,4.36,129,60.3%,32.6%,9.3%,31.0%,27.1%,67.4%,4.5%,40.7%,86.2%,16.0%,10.0%,5,0,16.0%,8,2,14.0%,7,4,2,6,25.0%,0,0,0
210,Jose Contreras\contrjo01,35,CHW,1,3,3.00,3,100.0%,66.7%,33.3%,0.0%,0.0%,33.3%,,33.3%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
211,Aaron Cook\cookaa01,28,COL,60,210,3.50,139,66.2%,29.5%,15.1%,25.9%,29.5%,70.5%,0.0%,46.7%,78.6%,45.0%,5.0%,3,0,15.0%,9,1,6.7%,4,0,5,7,35.7%,0,0,0
212,Alex Cora*\coraal01,31,BOS,232,813,3.50,554,68.8%,28.7%,8.1%,28.3%,34.8%,71.3%,3.1%,49.1%,88.6%,26.7%,3.0%,7,0,12.9%,30,16,5.6%,13,9,7,15,30.4%,0,0,0
213,Chad Cordero\cordech01,25,WSN,1,5,5.00,4,80.0%,25.0%,50.0%,25.0%,0.0%,75.0%,0.0%,60.0%,33.3%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
214,Lance Cormier\cormila01,26,ATL,17,55,3.24,42,76.4%,40.5%,21.4%,16.7%,21.4%,59.5%,0.0%,45.5%,64.0%,23.5%,5.9%,1,0,11.8%,2,0,5.9%,1,0,2,5,28.6%,0,0,0
215,Kevin Correia\correke01,26,SFG,19,69,3.63,50,72.5%,32.0%,18.0%,22.0%,28.0%,68.0%,0.0%,49.3%,73.5%,26.3%,0.0%,0,0,10.5%,2,0,5.3%,1,1,1,3,25.0%,0,0,0
216,Fernando Cortez*\cortefe01,25,KCR,16,47,2.94,33,70.2%,24.2%,3.0%,27.3%,45.5%,75.8%,0.0%,53.2%,96.0%,18.8%,6.3%,1,0,6.3%,1,0,0.0%,0,0,0,0,,0,0,0
217,Shane Costa*\costash01,25,KCR,110,412,3.75,278,67.5%,28.8%,15.1%,27.0%,29.1%,71.2%,0.0%,48.1%,78.8%,19.1%,6.4%,7,0,10.9%,12,5,6.4%,7,6,2,21,8.7%,0,0,0
218,Chris Coste\costech01,34,PHI,137,501,3.66,333,67.0%,20.4%,16.8%,29.4%,33.3%,79.6%,2.4%,53.3%,78.9%,21.9%,2.2%,3,1,16.8%,23,14,3.6%,5,4,1,19,5.0%,0,0,0
219,Humberto Cota\cotahu01,28,PIT,18,63,3.50,41,65.1%,17.1%,9.8%,41.5%,31.7%,82.9%,0.0%,54.0%,88.2%,27.8%,0.0%,0,0,5.6%,1,1,11.1%,2,1,0,2,0.0%,0,0,0
220,Craig Counsell*\counscr01,36,MIL,336,1298,3.86,791,61.6%,35.0%,9.9%,24.4%,30.7%,65.0%,2.8%,40.0%,84.8%,17.6%,7.7%,26,0,18.5%,62,11,10.1%,34,14,13,33,27.7%,0,0,0
221,Carl Crawford*\crawfca02,25,TBD,631,2258,3.58,1491,66.6%,18.2%,18.2%,31.6%,32.1%,81.8%,2.6%,54.5%,77.8%,43.3%,5.7%,36,1,13.8%,87,28,7.6%,48,30,12,100,10.7%,0,0,0
