
Rk,Name,Age,Tm,PA,Pit,Pit/PA,Str,Str%,L/Str,S/Str,F/Str,I/Str,AS/Str,I/Bll,AS/Pit,Con,1stS,30%,30c,30s,20%,20c,20s,31%,31c,31s,L/SO,S/SO,L/SO%,PAu,Pitu,Stru
111,Bret Boone\boonebr01,32,SEA,691,2552,3.69,1627,64.1%,29.8%,13.8%,23.7%,32.6%,70.2%,1.5%,45.0%,80.3%,25.8%,3.6%,25,1,14.3%,99,51,8.1%,56,39,31,79,28.2%,0,0,0
112,Pat Borders\bordepa01,38,SEA,7,22,3.14,18,81.8%,27.8%,11.1%,27.8%,33.3%,72.2%,0.0%,59.1%,84.6%,28.6%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
113,Mike Bordick\bordimi01,35,BAL,257,1008,3.92,635,63.1%,30.7%,8.8%,29.3%,31.2%,69.3%,0.5%,43.7%,87.3%,17.9%,5.4%,14,2,15.2%,39,16,8.9%,23,11,10,26,27.8%,0,0,0
114,Ricky Bottalico*\bottari01,31,PHI,3,8,2.67,6,75.0%,16.7%,33.3%,0.0%,50.0%,83.3%,0.0%,62.5%,60.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
115,Kent Bottenfield\botteke01,32,HOU,15,53,3.53,40,75.5%,32.5%,22.5%,20.0%,25.0%,67.5%,0.0%,50.9%,66.7%,20.0%,0.0%,0,0,13.3%,2,1,0.0%,0,0,1,4,20.0%,0,0,0
116,Milton Bradley#\bradlmi01,23,TOT,262,1018,3.89,643,63.2%,23.2%,16.8%,32.8%,27.2%,76.8%,0.0%,48.5%,78.1%,40.1%,3.4%,9,0,13.4%,35,19,6.5%,17,10,26,39,40.0%,0,0,0
117,Milton Bradley#\bradlmi01,23,MON,242,942,3.89,596,63.3%,22.1%,17.6%,33.4%,26.8%,77.9%,0.0%,49.3%,77.4%,41.7%,3.7%,9,0,12.8%,31,17,6.6%,16,9,24,38,38.7%,0,0,0
118,Milton Bradley#\bradlmi01,23,CLE,20,76,3.80,47,61.8%,36.2%,6.4%,25.5%,31.9%,63.8%,0.0%,39.5%,90.0%,20.0%,0.0%,0,0,20.0%,4,2,5.0%,1,1,2,1,66.7%,0,0,0
119,Darren Bragg*\braggda01,31,TOT,67,285,4.25,172,60.4%,32.0%,18.0%,27.9%,22.1%,68.0%,0.0%,41.1%,73.5%,19.4%,9.0%,6,1,14.9%,10,2,13.4%,9,5,8,16,33.3%,0,0,0
120,Darren Bragg*\braggda01,31,NYM,63,270,4.29,162,60.0%,32.1%,17.9%,28.4%,21.6%,67.9%,0.0%,40.7%,73.6%,19.0%,9.5%,6,1,15.9%,10,2,14.3%,9,5,8,15,34.8%,0,0,0
121,Darren Bragg*\braggda01,31,NYY,4,15,3.75,10,66.7%,30.0%,20.0%,20.0%,30.0%,70.0%,0.0%,46.7%,71.4%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
122,Jeff Branson*\bransje01,34,LAD,21,77,3.67,50,64.9%,22.0%,18.0%,26.0%,34.0%,78.0%,0.0%,50.6%,76.9%,28.6%,9.5%,2,0,19.0%,4,2,9.5%,2,2,0,4,0.0%,0,0,0
123,Russell Branyan*\branyru01,25,CLE,362,1488,4.11,926,62.3%,20.3%,32.0%,27.4%,20.3%,79.7%,0.2%,49.6%,59.9%,37.8%,4.4%,16,6,12.2%,44,22,11.3%,41,27,33,99,25.0%,0,0,0
124,Chris Brock\brockch01,31,PHI,3,9,3.00,6,66.7%,33.3%,16.7%,0.0%,50.0%,66.7%,0.0%,44.4%,75.0%,33.3%,33.3%,1,0,33.3%,1,0,33.3%,1,1,0,0,,0,0,0
125,Rico Brogna*\brognri01,31,ATL,223,824,3.70,534,64.9%,25.8%,15.7%,28.1%,30.3%,74.2%,0.3%,48.1%,78.8%,29.1%,5.8%,13,0,13.0%,29,10,8.1%,18,15,13,33,28.3%,0,0,0
126,Troy Brohawn*\brohatr01,28,ARI,1,2,2.00,2,100.0%,50.0%,0.0%,0.0%,50.0%,50.0%,,50.0%,100.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
127,Scott Brosius\brosisc01,34,NYY,480,1726,3.60,1114,64.7%,25.7%,13.6%,28.8%,32.0%,74.3%,0.8%,48.1%,81.8%,32.7%,4.2%,20,1,11.9%,57,20,6.3%,30,16,22,61,26.5%,0,0,0
128,Jim Brower\broweji01,28,CIN,28,87,3.11,66,75.9%,31.8%,12.1%,25.8%,30.3%,68.2%,0.0%,51.7%,82.2%,35.7%,0.0%,0,0,3.6%,1,0,3.6%,1,1,4,3,50.0%,0,0,0
129,Adrian Brown#\brownad01,27,PIT,34,109,3.21,75,68.8%,38.7%,6.7%,17.3%,37.3%,61.3%,0.0%,42.2%,89.1%,20.6%,2.9%,1,0,11.8%,4,2,2.9%,1,0,2,1,66.7%,0,0,0
130,Dee Brown*\brownde02,23,KCR,406,1442,3.55,982,68.9%,16.8%,19.7%,32.8%,30.8%,83.2%,3.5%,57.3%,76.4%,37.4%,2.5%,10,0,10.8%,44,26,4.4%,18,11,9,72,11.1%,0,0,0
131,Emil Brown\brownem01,26,TOT,156,604,3.87,380,63.3%,26.8%,20.5%,29.5%,23.2%,73.2%,1.8%,46.3%,71.9%,41.0%,5.8%,9,0,9.6%,15,5,7.1%,11,5,18,31,36.7%,0,0,0
132,Emil Brown\brownem01,26,PIT,141,545,3.87,343,63.4%,26.8%,19.8%,29.7%,23.6%,73.2%,2.0%,46.4%,72.9%,41.1%,6.4%,9,0,9.9%,14,4,7.1%,10,5,15,27,35.7%,0,0,0
133,Emil Brown\brownem01,26,SDP,15,59,3.93,37,62.7%,27.0%,27.0%,27.0%,18.9%,73.0%,0.0%,45.8%,63.0%,40.0%,0.0%,0,0,6.7%,1,1,6.7%,1,0,3,4,42.9%,0,0,0
134,Kevin Brown\brownke01,36,LAD,41,118,2.88,92,78.0%,31.5%,27.2%,13.0%,28.3%,68.5%,0.0%,53.4%,60.3%,31.7%,0.0%,0,0,7.3%,3,1,0.0%,0,0,2,10,16.7%,0,0,0
135,Kevin Brown\brownke04,28,MIL,46,187,4.07,124,66.3%,23.4%,26.6%,29.8%,20.2%,76.6%,0.0%,50.8%,65.3%,47.8%,2.2%,1,0,6.5%,3,2,2.2%,1,0,7,11,38.9%,0,0,0
136,Roosevelt Brown*\brownro02,25,CHC,92,315,3.42,198,62.9%,17.2%,14.1%,32.3%,36.4%,82.8%,0.0%,52.1%,82.9%,37.0%,8.7%,8,0,17.4%,16,7,8.7%,8,6,1,11,8.3%,0,0,0
137,Cliff Brumbaugh\brumbcl01,27,TOT,50,183,3.66,120,65.6%,33.3%,18.3%,21.7%,26.7%,66.7%,0.0%,43.7%,72.5%,30.0%,4.0%,2,0,8.0%,4,1,6.0%,3,2,7,7,50.0%,0,0,0
138,Cliff Brumbaugh\brumbcl01,27,TEX,11,43,3.91,29,67.4%,37.9%,24.1%,20.7%,17.2%,62.1%,0.0%,41.9%,61.1%,18.2%,9.1%,1,0,9.1%,1,0,9.1%,1,0,1,4,20.0%,0,0,0
139,Cliff Brumbaugh\brumbcl01,27,COL,39,140,3.59,91,65.0%,31.9%,16.5%,22.0%,29.7%,68.1%,0.0%,44.3%,75.8%,33.3%,2.6%,1,0,7.7%,3,1,5.1%,2,2,6,3,66.7%,0,0,0
140,Brian Buchanan\buchabr01,27,MIN,219,802,3.66,501,62.5%,18.8%,25.0%,28.3%,27.9%,81.2%,0.0%,50.7%,69.3%,40.6%,5.9%,13,3,15.1%,33,14,7.3%,16,9,15,43,25.9%,0,0,0
141,Mike Buddie\buddimi01,30,MIL,4,17,4.25,11,64.7%,54.5%,36.4%,0.0%,9.1%,45.5%,0.0%,29.4%,20.0%,0.0%,25.0%,1,0,25.0%,1,0,25.0%,1,0,0,3,0.0%,0,0,0
142,Mark Buehrle*\buehrma01,22,CHW,4,20,5.00,12,60.0%,41.7%,16.7%,33.3%,8.3%,58.3%,0.0%,35.0%,71.4%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
143,Damon Buford\buforda01,31,CHC,89,368,4.13,232,63.0%,28.0%,14.7%,30.6%,26.7%,72.0%,0.0%,45.4%,79.6%,19.1%,5.6%,5,0,13.5%,12,2,5.6%,5,4,8,15,34.8%,0,0,0
144,Jay Buhner\buhneja01,36,SEA,53,196,3.70,116,59.2%,31.0%,18.1%,19.8%,31.0%,69.0%,0.0%,40.8%,73.8%,37.7%,0.0%,0,0,5.7%,3,1,13.2%,7,3,1,8,11.1%,0,0,0
145,Dave Burba\burbada01,34,CLE,4,9,2.25,7,77.8%,14.3%,14.3%,28.6%,42.9%,85.7%,0.0%,66.7%,83.3%,75.0%,0.0%,0,0,25.0%,1,1,0.0%,0,0,0,0,0.0%,0,0,0
146,Jamie Burke\burkeja02,29,ANA,5,27,5.40,18,66.7%,16.7%,22.2%,44.4%,16.7%,83.3%,0.0%,55.6%,73.3%,40.0%,0.0%,0,0,0.0%,0,0,20.0%,1,1,0,2,0.0%,0,0,0
147,John Burkett\burkejo03,36,ATL,75,252,3.36,175,69.4%,40.6%,18.9%,16.0%,24.6%,59.4%,0.0%,41.3%,68.3%,38.7%,4.0%,3,0,6.7%,5,1,8.0%,6,0,14,15,48.3%,0,0,0
148,Morgan Burkhart#\burkhmo01,29,BOS,34,131,3.85,92,70.2%,19.6%,25.0%,31.5%,23.9%,80.4%,0.0%,56.5%,68.9%,47.1%,0.0%,0,0,2.9%,1,1,0.0%,0,0,1,10,9.1%,0,0,0
149,Ellis Burks\burksel01,36,CLE,517,2044,3.95,1213,59.5%,26.4%,13.4%,30.3%,29.9%,73.6%,0.6%,43.8%,81.9%,28.0%,7.7%,40,2,18.4%,95,42,12.2%,63,32,21,64,24.7%,0,0,0
150,A.J. Burnett\burnea.01,24,FLA,59,224,3.80,150,67.0%,37.3%,27.3%,15.3%,20.0%,62.7%,0.0%,42.0%,56.4%,28.8%,5.1%,3,0,18.6%,11,4,8.5%,5,2,9,17,33.3%,0,0,0
151,Jeromy Burnitz*\burnije01,32,MIL,651,2634,4.05,1571,60.4%,22.9%,21.5%,29.2%,26.5%,77.1%,3.1%,46.6%,72.1%,32.0%,8.1%,53,18,20.9%,136,58,12.4%,81,48,29,121,19.3%,0,0,0
152,Pat Burrell\burrepa01,24,PHI,621,2513,4.05,1484,59.7%,30.7%,17.0%,26.6%,25.7%,69.3%,2.7%,41.4%,75.4%,29.8%,4.3%,27,5,17.6%,109,56,12.4%,77,50,60,102,37.0%,0,0,0
153,Homer Bush\bushho01,28,TOR,292,984,3.37,685,69.9%,23.4%,17.4%,26.1%,33.1%,76.6%,1.3%,53.6%,77.3%,33.9%,2.7%,8,0,8.9%,26,12,3.8%,11,5,7,43,14.0%,0,0,0
154,Brent Butler\butlebr02,23,COL,133,396,2.98,244,61.6%,23.4%,9.8%,19.3%,47.5%,76.6%,0.0%,47.2%,87.2%,31.6%,6.0%,8,0,17.3%,23,11,10.5%,14,8,0,7,0.0%,0,0,0
155,Paul Byrd\byrdpa01,30,TOT,8,20,2.50,17,85.0%,29.4%,11.8%,23.5%,35.3%,70.6%,0.0%,60.0%,83.3%,62.5%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
156,Paul Byrd\byrdpa01,30,PHI,3,6,2.00,5,83.3%,0.0%,20.0%,20.0%,60.0%,100.0%,0.0%,83.3%,80.0%,66.7%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,0,,0,0,0
157,Paul Byrd\byrdpa01,30,KCR,5,14,2.80,12,85.7%,41.7%,8.3%,25.0%,25.0%,58.3%,0.0%,50.0%,85.7%,60.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
158,Eric Byrnes\byrneer01,25,OAK,43,156,3.63,97,62.2%,20.6%,15.5%,30.9%,33.0%,79.4%,0.0%,49.4%,80.5%,30.2%,9.3%,4,0,20.9%,9,4,2.3%,1,0,2,4,33.3%,0,0,0
159,Jolbert Cabrera\cabrejo02,28,CLE,313,1133,3.62,738,65.1%,24.7%,11.8%,29.8%,33.7%,75.3%,0.0%,49.1%,84.4%,28.4%,1.9%,6,0,11.8%,37,19,6.1%,19,10,9,32,22.0%,0,0,0
160,Jose Cabrera\cabrejo01,29,ATL,1,3,3.00,3,100.0%,33.3%,66.7%,0.0%,0.0%,66.7%,,66.7%,0.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
161,Orlando Cabrera\cabreor01,26,MON,686,2395,3.49,1550,65.2%,26.3%,9.1%,27.0%,37.6%,73.7%,2.0%,48.0%,87.7%,29.0%,5.1%,35,6,13.7%,94,35,7.3%,50,26,12,42,22.2%,0,0,0
162,Miguel Cairo\cairomi01,27,TOT,182,748,4.11,461,62.0%,35.8%,7.8%,25.8%,30.6%,64.2%,1.4%,39.8%,87.8%,15.4%,8.2%,15,0,18.1%,33,2,9.3%,17,2,6,17,26.1%,0,0,0
163,Miguel Cairo\cairomi01,27,CHC,147,610,4.15,371,61.2%,38.3%,7.8%,24.3%,29.6%,61.7%,1.7%,37.8%,87.3%,10.9%,8.8%,13,0,19.7%,29,1,10.2%,15,2,6,15,28.6%,0,0,0
164,Miguel Cairo\cairomi01,27,STL,35,138,3.94,90,65.2%,25.6%,7.8%,32.2%,34.4%,74.4%,0.0%,48.6%,89.6%,34.3%,5.7%,2,0,11.4%,4,1,5.7%,2,0,0,2,0.0%,0,0,0
165,Mike Cameron\camermi01,28,SEA,635,2612,4.11,1563,60.0%,33.1%,16.8%,24.5%,25.5%,66.9%,0.7%,40.1%,74.8%,22.7%,3.8%,24,1,15.0%,95,49,10.7%,68,45,52,103,33.5%,0,0,0
166,Ken Caminiti#\caminke01,38,TOT,404,1532,3.79,919,60.5%,26.0%,16.3%,27.9%,29.8%,74.0%,2.0%,44.7%,77.9%,33.7%,6.9%,28,7,18.3%,74,34,10.6%,43,24,21,64,24.7%,0,0,0
167,Ken Caminiti#\caminke01,38,TEX,211,780,3.70,472,61.1%,27.1%,14.0%,28.0%,30.9%,72.9%,2.6%,44.6%,80.8%,36.0%,5.2%,11,0,15.6%,33,15,9.0%,19,11,10,31,24.4%,0,0,0
168,Ken Caminiti#\caminke01,38,ATL,193,752,3.90,447,59.8%,24.8%,18.8%,27.7%,28.6%,75.2%,1.3%,44.9%,75.0%,31.1%,8.8%,17,7,21.2%,41,19,12.4%,24,13,11,33,25.0%,0,0,0
169,Jose Canseco\cansejo01,36,CHW,307,1250,4.07,726,58.1%,30.6%,20.2%,23.7%,25.5%,69.4%,0.2%,40.4%,70.8%,27.7%,5.5%,17,4,17.3%,53,26,13.0%,40,19,23,52,30.7%,0,0,0
170,Javier Cardona\cardoja01,25,DET,102,340,3.33,233,68.5%,19.7%,13.7%,29.2%,37.3%,80.3%,0.0%,55.0%,82.9%,33.3%,4.9%,5,0,9.8%,10,5,3.9%,4,3,2,10,16.7%,0,0,0
171,Chris Carpenter\carpech01,26,TOR,7,25,3.57,19,76.0%,31.6%,26.3%,21.1%,21.1%,68.4%,0.0%,52.0%,61.5%,28.6%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,3,0.0%,0,0,0
172,Giovanni Carrara\carragi01,33,LAD,12,43,3.58,34,79.1%,26.5%,26.5%,17.6%,29.4%,73.5%,0.0%,58.1%,64.0%,16.7%,0.0%,0,0,16.7%,2,0,0.0%,0,0,0,2,0.0%,0,0,0
173,Raul Casanova#\casanra01,28,MIL,208,713,3.43,448,63.5%,21.7%,15.0%,26.3%,37.1%,78.3%,3.0%,49.8%,80.9%,33.7%,6.7%,14,0,12.5%,26,9,4.8%,10,5,6,23,20.7%,0,0,0
174,Sean Casey*\caseyse01,26,CIN,591,2024,3.42,1288,64.6%,20.4%,11.6%,31.3%,36.7%,79.6%,4.2%,51.4%,85.5%,32.8%,4.6%,27,0,11.8%,70,37,5.6%,33,18,16,47,25.4%,0,0,0
175,Vinny Castilla\castivi02,33,TOT,583,1840,3.16,1232,67.4%,13.5%,23.9%,27.4%,35.2%,86.5%,2.0%,58.3%,72.4%,54.0%,3.8%,22,4,11.7%,68,38,5.1%,30,22,18,90,16.7%,0,0,0
176,Vinny Castilla\castivi02,33,TBD,97,310,3.20,220,71.0%,14.5%,28.2%,25.0%,32.3%,85.5%,0.0%,60.6%,67.0%,59.8%,0.0%,0,0,6.2%,6,5,6.2%,6,5,4,18,18.2%,0,0,0
177,Vinny Castilla\castivi02,33,HOU,486,1530,3.15,1012,66.7%,13.2%,22.9%,28.0%,35.9%,86.8%,2.3%,57.8%,73.6%,52.9%,4.5%,22,4,12.8%,62,33,4.9%,24,17,14,72,16.3%,0,0,0
178,Alberto Castillo\castial01,31,TOR,146,551,3.77,363,65.9%,25.3%,13.2%,32.2%,29.2%,74.7%,0.0%,49.2%,82.3%,29.5%,2.1%,3,0,8.9%,13,9,4.8%,7,4,13,16,43.3%,0,0,0
179,Frank Castillo\castifr01,32,BOS,3,8,2.67,7,87.5%,42.9%,14.3%,14.3%,28.6%,57.1%,0.0%,50.0%,75.0%,33.3%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
180,Luis Castillo#\castilu01,25,FLA,613,2516,4.10,1539,61.2%,37.8%,4.2%,28.6%,29.5%,62.2%,0.0%,38.1%,93.3%,21.0%,4.4%,27,0,14.5%,89,25,10.0%,61,27,63,27,70.0%,0,0,0
181,Juan Castro\castrju01,29,CIN,263,927,3.52,614,66.8%,26.1%,12.7%,29.0%,32.2%,73.9%,2.6%,49.4%,82.8%,35.4%,3.8%,10,0,12.5%,33,11,4.2%,11,5,23,27,46.0%,0,0,0
182,Ramon Castro\castrra01,25,FLA,12,39,3.25,26,66.7%,30.8%,19.2%,11.5%,38.5%,69.2%,0.0%,46.2%,72.2%,16.7%,0.0%,0,0,16.7%,2,1,0.0%,0,0,0,1,0.0%,0,0,0
183,Frank Catalanotto*\catalfr01,27,TEX,515,1941,3.77,1255,65.1%,31.2%,7.1%,29.0%,32.7%,68.8%,1.7%,44.7%,89.7%,22.9%,5.0%,26,2,12.8%,66,17,7.4%,38,18,22,33,40.0%,0,0,0
184,Roger Cedeno#\cedenro01,26,DET,573,2048,3.57,1297,63.4%,30.5%,11.6%,23.2%,34.8%,69.5%,0.1%,44.1%,83.4%,33.2%,5.4%,31,1,14.8%,85,21,8.9%,51,25,25,56,30.1%,0,0,0
185,Shawn Chacon\chacosh01,23,COL,55,147,2.67,123,83.7%,21.1%,34.1%,18.7%,26.0%,78.9%,0.0%,66.0%,56.7%,63.6%,0.0%,0,0,1.8%,1,1,0.0%,0,0,4,17,18.2%,0,0,0
186,Endy Chavez*\chaveen01,23,KCR,80,274,3.43,198,72.3%,26.8%,7.6%,30.8%,34.8%,73.2%,0.0%,52.9%,89.7%,25.0%,2.5%,2,0,10.0%,8,4,2.5%,2,0,1,7,12.5%,0,0,0
187,Eric Chavez*\chaveer01,23,OAK,604,2309,3.82,1495,65.8%,23.9%,16.0%,29.3%,30.8%,76.1%,4.4%,50.0%,79.0%,33.6%,6.1%,37,3,16.6%,100,38,7.6%,46,22,25,74,25.3%,0,0,0
188,Bruce Chen*\chenbr01,24,TOT,52,175,3.37,133,76.0%,28.6%,20.3%,26.3%,24.8%,71.4%,0.0%,54.3%,71.6%,32.7%,1.9%,1,0,5.8%,3,0,3.8%,2,0,6,11,31.6%,0,0,0
189,Bruce Chen*\chenbr01,24,PHI,31,99,3.19,73,73.7%,27.4%,20.5%,23.3%,28.8%,72.6%,0.0%,53.5%,71.7%,29.0%,3.2%,1,0,3.2%,1,0,6.5%,2,0,4,6,40.0%,0,0,0
190,Bruce Chen*\chenbr01,24,NYM,21,76,3.62,60,78.9%,30.0%,20.0%,30.0%,20.0%,70.0%,0.0%,55.3%,71.4%,38.1%,0.0%,0,0,9.5%,2,0,0.0%,0,0,2,5,22.2%,0,0,0
191,Randy Choate*\choatra01,25,NYY,3,13,4.33,9,69.2%,55.6%,33.3%,0.0%,11.1%,44.4%,0.0%,30.8%,25.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
192,McKay Christensen*\chrismc01,25,TOT,60,190,3.17,124,65.3%,26.6%,16.9%,23.4%,33.1%,73.4%,0.0%,47.9%,76.9%,30.0%,3.3%,2,0,13.3%,8,3,1.7%,1,0,2,10,16.7%,0,0,0
193,McKay Christensen*\chrismc01,25,CHW,5,12,2.40,9,75.0%,55.6%,22.2%,0.0%,22.2%,44.4%,0.0%,33.3%,50.0%,20.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
194,McKay Christensen*\chrismc01,25,LAD,55,178,3.24,115,64.6%,24.3%,16.5%,25.2%,33.9%,75.7%,0.0%,48.9%,78.2%,30.9%,3.6%,2,0,14.5%,8,3,1.8%,1,0,1,9,10.0%,0,0,0
195,Ryan Christenson\chrisry01,27,TOT,9,36,4.00,22,61.1%,18.2%,18.2%,36.4%,27.3%,81.8%,0.0%,50.0%,77.8%,22.2%,0.0%,0,0,0.0%,0,0,11.1%,1,1,0,2,0.0%,0,0,0
196,Ryan Christenson\chrisry01,27,OAK,4,13,3.25,8,61.5%,25.0%,12.5%,25.0%,37.5%,75.0%,0.0%,46.2%,83.3%,25.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
197,Ryan Christenson\chrisry01,27,ARI,5,23,4.60,14,60.9%,14.3%,21.4%,42.9%,21.4%,85.7%,0.0%,52.2%,75.0%,20.0%,0.0%,0,0,0.0%,0,0,20.0%,1,1,0,1,0.0%,0,0,0
198,Alex Cintron#\cintral01,22,ARI,7,21,3.00,16,76.2%,12.5%,6.3%,37.5%,43.8%,87.5%,0.0%,66.7%,92.9%,57.1%,0.0%,0,0,14.3%,1,0,0.0%,0,0,0,0,,0,0,0
199,Jeff Cirillo\cirilje01,31,COL,588,2039,3.47,1318,65.3%,24.9%,11.5%,27.5%,36.0%,75.1%,2.8%,49.0%,84.6%,29.3%,4.1%,24,1,11.4%,67,21,7.0%,41,20,8,55,12.7%,0,0,0
200,Stubby Clapp*\clappst01,28,STL,26,86,3.31,56,65.1%,19.6%,28.6%,19.6%,32.1%,80.4%,0.0%,52.3%,64.4%,46.2%,3.8%,1,0,7.7%,2,0,0.0%,0,0,2,5,28.6%,0,0,0
201,Brady Clark\clarkbr02,28,CIN,159,692,4.35,411,59.7%,37.2%,8.8%,25.3%,28.7%,62.8%,1.4%,37.5%,86.0%,11.3%,5.7%,9,1,17.6%,28,12,12.6%,20,9,7,9,43.8%,0,0,0
202,Tony Clark#\clarkto02,29,DET,501,2029,4.05,1213,61.0%,20.5%,20.2%,32.4%,26.9%,79.5%,4.9%,48.5%,74.6%,34.1%,6.4%,32,1,14.0%,70,31,10.0%,50,31,24,84,22.2%,0,0,0
203,Royce Clayton\claytro01,31,CHW,486,1798,3.70,1165,65.1%,23.7%,13.6%,30.3%,32.4%,76.3%,1.3%,49.7%,82.1%,30.7%,2.7%,13,1,10.1%,49,16,6.6%,32,19,15,57,20.8%,0,0,0
204,Roger Clemens\clemero02,38,NYY,2,8,4.00,6,75.0%,16.7%,50.0%,33.3%,0.0%,83.3%,0.0%,62.5%,40.0%,0.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,2,0.0%,0,0,0
205,Matt Clement\clemema01,26,FLA,61,180,2.95,131,72.8%,22.1%,23.7%,23.7%,30.5%,77.9%,0.0%,56.7%,69.6%,60.7%,3.3%,2,0,8.2%,5,2,3.3%,2,0,6,11,33.3%,0,0,0
206,Dave Coggin\coggida01,24,PHI,36,130,3.61,91,70.0%,38.5%,17.6%,20.9%,23.1%,61.5%,0.0%,43.1%,71.4%,25.0%,5.6%,2,0,5.6%,2,0,11.1%,4,0,5,6,38.5%,0,0,0
207,Mike Colangelo\colanmi01,24,SDP,100,408,4.08,254,62.3%,37.4%,13.0%,25.6%,24.0%,62.6%,0.0%,39.0%,79.2%,15.0%,3.0%,3,0,12.0%,12,8,6.0%,6,1,15,15,50.0%,0,0,0
208,Greg Colbrunn\colbrgr01,31,ARI,110,399,3.63,249,62.4%,19.3%,12.4%,34.9%,33.3%,80.7%,0.0%,50.4%,84.6%,40.0%,3.6%,4,3,15.5%,17,9,10.0%,11,7,4,10,28.6%,0,0,0
209,Michael Coleman\colemmi01,25,NYY,39,148,3.79,104,70.3%,20.2%,34.6%,22.1%,23.1%,79.8%,0.0%,56.1%,56.6%,41.0%,2.6%,1,0,2.6%,1,0,5.1%,2,2,4,11,26.7%,0,0,0
210,Lou Collier\collilo01,27,MIL,148,542,3.66,341,62.9%,22.6%,17.9%,30.2%,29.3%,77.4%,0.0%,48.7%,76.9%,41.2%,4.7%,7,0,12.2%,18,9,7.4%,11,5,13,17,43.3%,0,0,0
211,Bartolo Colon\colonba01,28,CLE,7,19,2.71,18,94.7%,27.8%,55.6%,5.6%,11.1%,72.2%,0.0%,68.4%,23.1%,57.1%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,5,0.0%,0,0,0
212,David Cone*\coneda01,38,BOS,2,5,2.50,4,80.0%,0.0%,50.0%,25.0%,25.0%,100.0%,0.0%,80.0%,50.0%,50.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,0,1,0.0%,0,0,0
213,Jeff Conine\coninje01,35,BAL,604,2151,3.56,1334,62.7%,25.3%,10.0%,30.5%,34.3%,74.7%,2.8%,46.9%,86.7%,44.4%,5.1%,31,4,15.4%,93,43,9.3%,56,26,34,41,45.3%,0,0,0
214,Jason Conti*\contija01,26,ARI,5,19,3.80,12,63.2%,33.3%,25.0%,25.0%,16.7%,66.7%,0.0%,42.1%,62.5%,40.0%,0.0%,0,0,0.0%,0,0,0.0%,0,0,1,1,50.0%,0,0,0
215,Dennis Cook*\cookde01,38,TOT,1,3,3.00,1,33.3%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,33.3%,100.0%,0.0%,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0,,0,0,0
216,Dennis Cook*\cookde01,38,NYM,1,3,3.00,1,33.3%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,33.3%,100.0%,0.0%,0.0%,0,0,100.0%,1,1,0.0%,0,0,0,0,,0,0,0
217,Mike Coolbaugh\coolbmi01,29,MIL,77,277,3.60,177,63.9%,27.1%,17.5%,24.9%,30.5%,72.9%,0.0%,46.6%,76.0%,39.0%,1.3%,1,0,11.7%,9,2,6.5%,5,5,8,8,50.0%,0,0,0
218,Ron Coomer\coomero01,34,CHC,387,1410,3.64,893,63.5%,20.0%,16.7%,31.4%,31.9%,80.0%,0.8%,50.8%,79.1%,31.3%,3.9%,15,0,12.4%,48,30,6.7%,26,17,15,55,21.4%,0,0,0
219,Rocky Coppinger\coppiro01,27,MIL,6,16,2.67,12,75.0%,33.3%,8.3%,16.7%,41.7%,66.7%,0.0%,50.0%,87.5%,50.0%,0.0%,0,0,16.7%,1,1,16.7%,1,1,1,0,100.0%,0,0,0
220,Alex Cora*\coraal01,25,LAD,449,1594,3.55,1077,68.4%,25.9%,9.3%,32.1%,32.7%,74.1%,3.7%,50.7%,87.5%,28.5%,4.7%,21,1,11.8%,53,16,5.3%,24,15,10,48,17.2%,0,0,0
221,Wil Cordero\cordewi01,29,CLE,299,1131,3.78,697,62.0%,24.5%,15.5%,28.0%,32.0%,75.5%,1.4%,46.8%,79.5%,21.1%,3.7%,11,0,16.7%,50,30,9.7%,29,25,13,37,26.0%,0,0,0
